Ticker,Type
AAOI,Big Move
ABCL,Big Move
ABSI,Big Move
ADVB,Big Move
AGEN,Big Move
AGMB,Big Move
ALGM,Big Move
ALOY,Pullback & Big Move
AMBQ,Big Move
AMIX,Big Move
AMPL,Pullback
AMRC,Big Move
ANET,Pullback
ANF,Pullback
APLD,Big Move
AQST,Big Move
ARE,Pullback
ASAN,Pullback
ATI,Pullback
AVBP,Big Move
AVTX,Pullback
BDSX,Big Move
BE,Big Move
BEAM,Big Move
BHVN,Big Move
BIAF,Big Move
BIOA,Big Move
BKKT,Big Move
BLKB,Pullback
BLMN,Pullback
BMM,Big Move
BNS,Big Move
BORR,Pullback
BOXL,Big Move
BRNX,Big Move
BRZE,Pullback
BSY,Pullback
BZ,Big Move
CABO,Big Move
CADL,Big Move
CAI,Big Move
CAKE,Pullback
CCC,Pullback
CDLR,Big Move
CDNA,Big Move
CDNS,Big Move
CDW,Big Move
CERT,Pullback
CGEM,Big Move
CHEF,Pullback
CIFR,Big Move
CLFD,Big Move
CLPT,Big Move
CLRO,Big Move
CLSK,Big Move
CLYM,Big Move
COAG,Pullback & Big Move
CRBP,Big Move
CRML,Big Move
CRNC,Big Move
CRSP,Big Move
CRSR,Pullback & Big Move
CRVS,Pullback
CUE,Big Move
CVI,Pullback
DBVT,Big Move
DELL,Pullback
DFNS,Big Move
DFTX,Pullback
DMRA,Pullback
DNA,Big Move
DNUT,Pullback
DRUG,Pullback
DUOL,Pullback
DXYZ,Big Move
EBS,Big Move
EIKN,Big Move
ENR,Pullback
ERIE,Pullback
ETOR,Big Move
FAC,Big Move
FCUV,Big Move
FGI,Pullback & Big Move
FIG,Pullback
FIGR,Big Move
FIGS,Pullback
FRHC,Big Move
FRMI,Big Move
FRPT,Pullback
FRSH,Pullback
FRVO,Big Move
FUTU,Big Move
FWRG,Pullback
GDDY,Pullback
GLUE,Big Move
GLXY,Big Move
GMTL,Big Move
GRAL,Big Move
GTE,Pullback
HAWK,Big Move
HELP,Big Move
HNST,Big Move
HOOD,Big Move
HPE,Pullback
HPQ,Pullback
HRB,Pullback
HROW,Pullback
HRTG,Pullback
HUBS,Pullback
HUIZ,Pullback
HURN,Pullback
HUT,Big Move
IBKR,Big Move
IBRX,Big Move
IDYA,Big Move
IE,Big Move
IMMX,Big Move
IMSR,Big Move
IMTX,Big Move
INBX,Big Move
INFQ,Big Move
IPST,Pullback
IREN,Big Move
IT,Pullback
JEM,Big Move
JMIA,Big Move
JUNS,Pullback
JWEL,Pullback
KLRA,Big Move
KOD,Big Move
KOS,Pullback
KROS,Big Move
KRRO,Big Move
KURA,Big Move
KWR,Pullback
KYTX,Big Move
LB,Pullback
LEU,Big Move
LITE,Pullback & Big Move
LTBR,Big Move
LYEL,Big Move
LYTS,Big Move
MAIR,Big Move
MARA,Big Move
MCS,Pullback
MEI,Big Move
MNDY,Pullback
MNRO,Big Move
MOVE,Big Move
MPLT,Big Move
MRAM,Big Move
MRNA,Big Move
MRVI,Big Move
MU,Pullback
MXL,Big Move
NBIS,Pullback & Big Move
NGL,Big Move
NNE,Big Move
NTLA,Big Move
NUAI,Big Move
NUVB,Big Move
NVAX,Big Move
NVCR,Pullback & Big Move
NVCT,Big Move
NYAX,Big Move
OKLO,Big Move
OLED,Big Move
PAYP,Big Move
PD,Pullback
PESI,Big Move
PFSA,Big Move
PHVS,Pullback
PI,Pullback
PLBL,Big Move
PURR,Big Move
QURE,Big Move
RCEL,Big Move
RDDT,Big Move
REAX,Big Move
RELY,Pullback
REPL,Big Move
RGNX,Big Move
RHI,Pullback
RHLD,Big Move
RIOT,Big Move
RKT,Pullback
RUM,Big Move
RYAN,Pullback
SDGR,Big Move
SE,Big Move
SEZL,Big Move
SLDB,Big Move
SLE,Pullback
SLGL,Big Move
SM,Pullback
SMCI,Big Move
SMR,Big Move
SMTC,Big Move
SPHR,Pullback
SPRY,Big Move
SPSC,Pullback
TEAM,Pullback
TIC,Big Move
TIGR,Big Move
TMDX,Pullback
TNXP,Big Move
TPB,Pullback
TRI,Pullback
TSHA,Pullback
TTAN,Pullback
TWST,Big Move
TYL,Pullback
UEC,Big Move
UPB,Big Move
UPST,Pullback
USAR,Big Move
UUUU,Big Move
VCYT,Big Move
VERX,Pullback
VIR,Big Move
VNET,Big Move
VOR,Big Move
WK,Pullback
WULF,Big Move
WW,Big Move
XE,Big Move
XHLD,Big Move
Z,Pullback
ZBIO,Big Move
ZG,Pullback
ZYME,Pullback
