Ticker,Price,ADR,Support,Dist
ACHV,7.83,4.86,E9,0.62
AI,10.76,4.65,E9,0.41
AMPL,13.69,4.95,E9,1.73
APPN,37.61,5.19,E9,0.24
ARQT,26.27,4.7,E9,2.81
ATEC,9.92,4.48,E9,0.6
AYA,27.94,5.52,E9,0.59
BBY,91.0,4.06,E9,0.31
BE,266.65,6.23,E9,0.6
BTDR,12.15,7.29,E9,0.62
CBRS,206.41,5.83,E9,2.5
CELU,1.32,23.4,E9,1.1
CHPT,8.98,8.79,E9,1.77
CLF,12.5,4.42,E9,0.85
CLOV,4.51,4.57,E9,0.09
CLSK,14.26,6.81,E9,1.56
CNH,13.28,4.43,E9,1.6
CRCL,91.72,7.01,E9,0.4
CRML,7.72,8.02,E9,2.17
CRSP,55.76,4.58,E9,0.52
CRSR,13.52,4.4,E9,2.19
CSTL,34.88,4.17,E9,0.5
CUE,31.71,15.63,E9,0.62
CVI,51.8,5.55,E9,1.22
DAIC,3.33,30.25,E9,1.33
DELL,549.83,6.02,E9,0.39
DINO,106.14,4.47,E21,0.3
DJCO,659.4,4.07,E9,0.06
DOCU,69.49,4.09,E9,1.09
EFOR,33.15,5.12,E9,1.49
ELMT,20.58,8.99,E9,1.43
FDMT,15.0,6.13,E9,2.75
FRNM,15.7,5.97,E9,0.53
FROG,92.33,6.13,E9,0.21
FTRE,19.52,5.12,E9,1.38
GCT,52.5,4.57,E9,0.15
GENB,16.52,8.63,E9,0.13
GH,176.31,5.0,E9,1.8
GPRK,11.11,4.68,E9,0.8
GPRO,1.31,17.38,E9,0.41
GRDN,43.26,4.32,E9,1.31
GTLB,49.01,4.37,E9,0.37
HELP,13.02,8.32,E9,0.89
HNGE,92.28,4.86,E9,0.81
HPQ,32.16,5.38,E9,0.22
HTFL,47.39,5.14,E21,0.57
IAUX,1.75,4.39,E9,0.32
IBRX,8.63,5.92,E9,1.63
INFQ,13.83,6.37,E9,2.27
INSP,69.06,4.94,E21,1.64
LITE,937.0,6.14,E9,1.46
MGNI,24.06,4.09,E9,0.23
MIR,16.38,4.03,E9,2.08
MRVI,7.37,5.17,E9,2.71
NAT,7.62,4.16,E9,1.44
NBIS,226.61,6.03,E9,0.77
NEO,18.36,4.77,E9,1.55
NMAX,10.9,5.44,E9,1.6
NOW,140.78,4.2,E9,1.92
NTAP,196.33,4.37,E9,1.19
NUTX,201.86,5.51,E9,1.46
ODD,17.83,8.86,E9,0.92
PGEN,7.44,4.53,E9,0.59
PI,177.2,5.0,E9,0.18
PLSE,51.98,8.28,E9,0.89
PRGO,13.84,4.08,E9,0.16
PUBM,17.45,4.07,E9,1.62
QNRX,6.75,10.99,E9,1.65
RBLX,48.99,4.87,E9,1.49
RXRX,3.7,6.0,E9,1.18
SABR,2.19,6.08,E9,0.35
SEI,67.43,5.63,E9,2.5
SIG,100.12,4.1,E9,1.68
SITM,608.91,5.53,E9,1.45
SMMT,16.45,5.74,E21,0.4
SMTC,169.33,7.12,E9,1.12
SNOW,334.81,4.3,E9,0.4
SPCE,3.12,5.26,E9,0.14
SPCX,148.36,4.3,E9,0.83
TEAM,195.08,4.67,E9,2.27
TENB,36.23,6.62,E9,1.86
TGTX,56.0,4.32,E9,0.31
TMDX,87.0,4.89,E9,0.22
TXG,75.62,6.23,E9,2.7
U,44.1,4.09,E9,2.96
UROY,4.42,5.46,E9,0.38
VIR,11.09,5.39,E9,2.44
VRNS,48.35,4.38,E9,2.22
VZLA,4.04,4.69,E9,1.43
WDAY,192.38,4.04,E9,0.07
WOR,59.7,4.13,E9,2.12
WT,23.72,4.42,E9,1.77
