Ticker,Price,Gain,Vol
ADUR,14.27,11.92,4.9
AFRM,67.57,6.36,361.6
AGL,78.49,9.0,29.8
AIIO,5.64,116.09,71.7
AIP,37.34,5.04,29.9
AIXI,12.14,12.72,19.1
ALGT,80.38,6.87,48.4
AMRC,33.28,14.84,15.7
ANET,147.81,5.06,1837.8
APP,485.16,6.97,2189.8
APTV,57.56,6.18,197.7
ARCB,118.9,6.66,43.7
ARX,14.61,16.6,17.2
ASBP,5.87,10.75,8.2
ASPN,5.82,7.78,9.0
ASST,17.71,5.79,60.6
ASTS,83.01,10.96,1558.9
ASYS,22.45,8.43,6.3
ATLC,80.27,5.18,5.6
ATRC,28.15,5.87,25.8
AVAH,7.44,9.9,9.8
AVGO,439.79,5.52,8077.4
AVNW,16.37,6.64,4.9
AVR,7.25,11.03,4.5
BBOT,8.51,5.32,3.8
BGDE,6.3,5.0,1.5
BGSI,103.96,5.95,5.2
BKKT,8.68,8.23,11.7
BL,26.84,6.38,34.5
BN,47.53,5.41,262.0
BNT,47.51,5.23,1.1
BNZI,6.53,29.31,1.2
BRUN,26.04,24.0,18.5
BTDR,14.75,11.57,89.5
BW,21.22,9.66,59.3
BXC,52.21,7.25,6.6
CARL,10.76,5.18,1.3
CAVA,76.09,5.24,248.2
CBIO,21.23,8.26,7.0
CELC,134.72,8.23,156.4
CHPT,6.81,5.91,2.9
CHRN,17.92,7.76,3.5
CLBT,13.12,8.43,27.1
CLNN,7.05,8.46,10.5
CLSK,13.98,5.11,271.7
COIN,212.01,5.06,2090.1
CPA,135.51,17.92,47.2
CRMD,7.93,5.73,9.0
CSCO,115.53,13.41,2255.6
CVEO,35.56,6.88,2.5
CVLG,34.11,6.76,6.7
CVRX,5.74,9.96,2.3
DERM,6.35,22.35,1.3
DFDV,5.06,8.82,3.8
DIN,31.02,8.27,13.3
DPRO,5.63,6.03,8.1
DRTS,10.41,7.99,7.0
DT,37.12,6.88,265.3
EAT,136.75,8.22,216.7
EIKN,13.18,7.07,2.8
ELMD,36.5,7.26,1.5
ELVA,11.16,5.78,4.2
ENPH,48.01,14.31,284.6
EXTR,24.71,8.52,72.3
F,14.48,6.71,745.1
FCEL,21.6,8.43,149.3
FENC,9.24,36.48,1.9
FIG,20.24,6.86,336.7
FIGR,43.22,6.69,148.8
FLY,42.38,7.65,225.7
FMC,13.56,6.52,47.2
FN,746.47,7.24,555.6
FPS,50.19,10.26,191.4
FRMI,7.37,22.83,124.4
FTK,20.5,9.51,4.4
FWDI,5.07,9.27,4.4
FWRD,9.4,7.55,24.6
GAIN,16.58,5.34,8.1
GEMI,5.26,6.91,7.5
HMC,25.67,5.33,41.4
HOOD,80.7,5.15,2403.9
HPE,34.13,6.42,465.5
HTLD,13.14,6.66,6.2
IBP,217.31,5.31,132.6
IMDX,6.42,25.88,2.2
IMSR,8.15,14.47,26.4
INFQ,13.97,5.12,165.4
IPWR,7.38,37.17,2.9
IREN,58.4,5.85,2756.2
J,112.76,5.12,173.1
JBHT,254.66,7.09,228.3
JLHL,19.78,16.35,2.5
JTAI,6.84,8.74,3.1
KLAR,16.47,20.31,85.2
KNX,68.03,13.82,274.1
KOPN,5.52,9.96,59.7
LPL,5.33,7.24,9.3
LTRX,6.45,5.22,4.7
LUMN,10.34,10.0,128.8
MPTI,79.11,6.79,5.7
MSTR,186.97,5.02,3310.3
NBIS,221.15,6.7,2953.2
NBTX,55.07,5.82,3.9
NEXA,15.71,6.36,24.3
NEXN,8.08,6.18,2.1
NKLR,6.34,8.19,4.2
NN,22.18,5.47,63.1
NOA,15.76,9.9,1.7
NOMD,9.79,7.7,15.7
NRXS,8.35,5.56,1.8
NUAI,5.28,5.81,26.3
NVMI,556.11,10.42,179.6
NVTS,22.32,5.43,759.7
OCC,13.13,14.17,3.2
ODFL,198.81,5.09,432.4
OLLI,78.75,6.1,118.3
ONDS,11.21,26.52,642.2
OPRX,5.18,5.28,3.3
OPTX,7.64,13.35,9.3
OSS,17.24,8.7,32.7
PCT,12.39,21.47,40.6
PL,43.04,5.65,362.1
PLGO,23.46,15.91,8.7
PLSE,27.1,13.11,7.8
POET,20.57,43.15,765.2
PSNL,6.71,5.01,14.9
PURR,7.14,17.63,42.8
QCLS,5.13,22.43,2.4
QNTM,6.87,25.59,2.1
QTTB,6.25,5.22,2.0
QUBT,11.73,6.35,246.8
RBRK,62.8,5.58,167.7
RDAC,8.55,5.3,18.0
RDW,13.99,22.08,334.2
RELL,17.5,7.1,2.0
RILY,9.34,11.32,8.1
RKLB,132.55,6.77,2561.3
RVLV,18.51,5.71,32.4
RXT,7.29,26.34,144.2
SAIA,459.29,6.46,201.2
SAIL,13.18,11.6,32.6
SATL,8.64,6.67,62.0
SBET,7.4,6.32,55.2
SEDG,50.24,17.47,163.1
SENS,5.82,5.82,7.0
SEPN,28.32,14.42,8.7
SGHT,5.2,6.12,1.6
SHIM,5.02,8.19,1.3
SHMD,6.64,7.62,7.2
SILC,50.98,8.63,6.8
SLS,7.42,13.63,36.9
SMX,9.65,12.47,9.7
SNDR,33.21,13.85,37.8
STAA,32.01,8.88,26.6
STFS,10.81,5.16,4.3
STRZ,21.93,11.66,3.6
STUB,8.55,13.7,33.1
SUPX,10.34,7.15,2.9
TFII,142.75,6.43,53.2
TGEN,6.22,22.68,3.2
TGLS,41.03,6.46,14.7
TRT,14.02,30.54,37.9
TTWO,242.41,6.79,357.5
ULH,13.44,8.91,1.8
UMAC,16.93,13.09,59.1
UMC,17.13,7.6,219.3
UPST,29.71,10.08,146.7
USPH,65.09,8.23,15.7
VIA,14.38,8.04,9.7
VIK,86.72,5.54,260.3
VIST,71.85,5.04,94.9
VOYG,36.23,7.83,50.6
VSAT,74.3,5.27,96.7
VSNT,44.43,9.87,82.7
VSTS,12.17,8.18,18.4
VTVT,38.43,21.36,2.0
WATT,26.39,11.73,14.4
WERN,37.15,7.43,42.0
WKEY,9.63,12.63,1.0
