Ticker,Type
AAON,Big Move
ABCL,Pullback
ACHV,Pullback
ACMR,Big Move
ADPT,Pullback
AEIS,Big Move
ALLT,Big Move
ALMR,Pullback
APPN,Pullback
APPS,Pullback
ARTL,Big Move
ASAN,Pullback
ASST,Pullback
AUGO,Pullback
AVT,Big Move
AYA,Pullback
BB,Pullback
BBY,Pullback
BE,Pullback
BFAM,Big Move
BTDR,Pullback
CBRL,Big Move
CBRS,Pullback
CDNA,Pullback
CHKP,Big Move
CHPT,Pullback
CLS,Big Move
CPOP,Big Move
CRCL,Pullback
CRML,Pullback
CRSP,Pullback
CRWD,Big Move
DAIC,Pullback
DBGI,Big Move
EAT,Big Move
FDMT,Pullback
FLXS,Big Move
FRNM,Pullback
FROG,Pullback
FSLY,Big Move
FTRE,Pullback
GENB,Pullback
GFUZ,Big Move
GPRK,Pullback
GRAL,Big Move
HELP,Pullback
HPQ,Pullback
HUBS,Big Move
IAUX,Pullback
IBEX,Big Move
IBRX,Pullback
ICUI,Big Move
ILMN,Big Move
IQMX,Big Move
ISOU,Big Move
KSS,Big Move
KYMR,Pullback
LEGN,Big Move
LEU,Big Move
LFTO,Big Move
LGHL,Big Move
LION,Big Move
LOGI,Big Move
LSCC,Big Move
LTRX,Big Move
MANE,Big Move
MDA,Big Move
MFP,Big Move
MLYS,Pullback
MRAM,Big Move
MXL,Big Move
NAKA,Big Move
NCI,Pullback
NET,Big Move
NICE,Big Move
NMAX,Pullback & Big Move
NN,Big Move
NNE,Big Move
NNNN,Big Move
NTSK,Big Move
NXST,Big Move
OLLI,Big Move
OMER,Pullback
OOMA,Pullback
OPTX,Big Move
P,Big Move
PARR,Pullback
PAYP,Pullback
PDFS,Big Move
PLBL,Big Move
PRTH,Big Move
PVLA,Pullback
QLYS,Pullback
RBRK,Big Move
RDDT,Big Move
RNG,Big Move
S,Big Move
SGHT,Big Move
SIF,Big Move
SILC,Big Move
SNX,Big Move
SONO,Big Move
STRO,Big Move
STRZ,Big Move
SUPX,Big Move
SYM,Pullback
TARS,Pullback
TASK,Big Move
TGTX,Pullback
TME,Big Move
TMS,Big Move
TREE,Big Move
TRLV,Pullback
TSAT,Big Move
TTMI,Big Move
TWI,Big Move
UAL,Big Move
ULCC,Big Move
VEEE,Big Move
VELO,Big Move
VHC,Big Move
VIA,Pullback
VIR,Pullback
VLRS,Big Move
VNET,Big Move
VSTM,Big Move
VWAV,Big Move
VYX,Big Move
VZLA,Pullback
W,Pullback
WATT,Big Move
WBD,Big Move
WBTN,Big Move
WIX,Big Move
WOLF,Big Move
XERS,Big Move
XXI,Big Move
YSS,Big Move
