Ticker,Type
AA,Big Move
AAP,Pullback
ACHR,Pullback
ACLS,Big Move
ACMR,Big Move
ACVA,Pullback
ADI,Big Move
AEHR,Big Move
AEIS,Big Move
AESI,Pullback & Big Move
AFRM,Pullback
AGCO,Big Move
AGL,Pullback
AGPU,Big Move
AIP,Big Move
AKTX,Big Move
ALAB,Big Move
ALGM,Big Move
ALGT,Pullback
ALKT,Pullback
ALM,Big Move
AMAT,Big Move
AMBQ,Big Move
AOSL,Big Move
API,Big Move
APLD,Pullback
APTV,Big Move
ARE,Big Move
ARQQ,Pullback
ARW,Big Move
ASTC,Big Move
ASTS,Big Move
ASYS,Big Move
AVT,Big Move
AXTI,Pullback
BAH,Pullback
BDC,Big Move
BE,Big Move
BHVN,Pullback
BIDU,Pullback
BJRI,Pullback
BKSY,Pullback
BNAI,Big Move
BRTX,Pullback
BSY,Pullback
BTBT,Pullback
BW,Big Move
BWMX,Big Move
CADL,Pullback
CAMT,Big Move
CART,Pullback
CAT,Big Move
CBRL,Pullback
CCJ,Big Move
CDE,Pullback
CDNA,Pullback
CENX,Big Move
CGEM,Pullback
CHRN,Big Move
CIEN,Big Move
CIFR,Big Move
CLF,Big Move
CLOV,Pullback
CLSK,Pullback
CLVT,Pullback
CLYM,Pullback
CNH,Big Move
CODX,Pullback
COHR,Big Move
COHU,Big Move
CRL,Pullback
CRMT,Big Move
CSCO,Big Move
CSIQ,Big Move
CVGI,Big Move
CXM,Pullback
DAN,Big Move
DAVE,Pullback
DE,Big Move
DFH,Pullback
DFTX,Pullback
DIOD,Big Move
DKNG,Pullback
DUOL,Pullback
DXPE,Big Move
DY,Pullback
EAF,Big Move
ECG,Pullback
ELAN,Pullback
ELVA,Big Move
ENPH,Big Move
ENTG,Big Move
ESTA,Pullback
ETOR,Pullback
EVC,Pullback
EVER,Pullback
EVH,Pullback
FCEL,Big Move
FCX,Big Move
FICO,Pullback
FIG,Pullback
FIX,Pullback & Big Move
FLEX,Big Move
FLR,Big Move
FN,Big Move
FORM,Big Move
FTK,Big Move
GCO,Big Move
GDDY,Pullback
GFS,Big Move
GHM,Big Move
GKOS,Big Move
GLW,Big Move
GLXY,Pullback
GNRC,Big Move
GOVX,Pullback
GPK,Pullback
GSIT,Pullback
HAE,Pullback
HLIT,Pullback
HPP,Big Move
HTFL,Pullback
HYLN,Big Move
ICFI,Pullback
ICHR,Big Move
INGM,Big Move
INSG,Big Move
IPGP,Big Move
IQV,Pullback
ISOU,Big Move
JCI,Big Move
KAI,Pullback
KEYS,Big Move
KLAC,Big Move
KLAR,Pullback
KMT,Big Move
KOPN,Big Move
KSS,Big Move
KULR,Big Move
LASR,Pullback & Big Move
LB,Pullback
LBRT,Big Move
LEGN,Big Move
LEU,Big Move
LFUS,Big Move
LI,Big Move
LINK,Big Move
LPTH,Pullback
LRCX,Big Move
LTBR,Big Move
LTH,Pullback
LUMN,Pullback
LWLG,Big Move
LYFT,Pullback
LZ,Pullback
LZM,Big Move
MARA,Pullback
MCHP,Pullback & Big Move
MEI,Big Move
MMYT,Pullback
MNTS,Pullback
MOD,Big Move
MORN,Pullback
MPWR,Pullback & Big Move
MRLN,Big Move
MTSI,Pullback & Big Move
MTW,Big Move
MWH,Big Move
MX,Big Move
NCI,Big Move
NEGG,Big Move
NTRA,Pullback
NTSK,Pullback
NUVB,Pullback
NVAX,Pullback
NVEC,Big Move
NVMI,Big Move
NVTS,Pullback
NXE,Big Move
OCC,Big Move
OEC,Big Move
OKLO,Big Move
OMDA,Pullback
ON,Big Move
ONIT,Big Move
ONTO,Big Move
ORA,Big Move
OSS,Big Move
OWL,Pullback
P,Pullback
PACS,Pullback
PAL,Big Move
PAM,Pullback
PCT,Big Move
PGNY,Pullback
PIII,Pullback
PINS,Pullback
PSKY,Pullback
PUMP,Big Move
PUSA,Big Move
Q,Pullback
QCOM,Big Move
QUIK,Big Move
QURE,Pullback
RCUS,Pullback
RELL,Big Move
RFIL,Big Move
RGEN,Pullback
RLAY,Big Move
RMBS,Big Move
ROOT,Pullback
RPGL,Big Move
RR,Pullback
RRX,Big Move
RUM,Pullback
RVMD,Pullback
SA,Big Move
SAIA,Pullback
SANM,Big Move
SE,Pullback
SHAZ,Big Move
SILC,Big Move
SIMO,Big Move
SITM,Pullback & Big Move
SLS,Pullback
SMCI,Big Move
SMJF,Big Move
SMR,Big Move
SMTC,Big Move
SOUN,Pullback
SPCE,Pullback
SPRY,Pullback
SSSS,Big Move
ST,Big Move
STM,Big Move
STUB,Pullback
SYNA,Big Move
TBBB,Pullback
TDAY,Pullback
TE,Big Move
TENB,Big Move
TER,Big Move
TEX,Big Move
TGS,Pullback
TITN,Big Move
TOYO,Big Move
TROX,Big Move
TSEM,Big Move
TTI,Big Move
TWI,Big Move
TXN,Big Move
UAMY,Big Move
UCTT,Big Move
UEC,Big Move
UMAC,Big Move
UPST,Pullback
UUUU,Big Move
VCIG,Big Move
VECO,Big Move
VELO,Pullback
VERX,Pullback
VIAV,Big Move
VLN,Pullback
VOYG,Big Move
VPG,Big Move
VRAX,Pullback
VST,Pullback
VSXY,Big Move
VVV,Pullback
WBI,Pullback
WIT,Pullback
WOLF,Pullback & Big Move
WRLD,Pullback
WWW,Pullback
WYFI,Pullback
YETI,Pullback
YMM,Big Move
YSS,Pullback & Big Move
ZD,Pullback
ZVRA,Pullback
