Ticker,Price,Gain,Vol
AAOI,175.13,7.52,2438.6
ACDC,7.39,7.73,10.4
ALHC,20.56,7.08,128.0
ALOY,13.91,11.01,26.7
ALTO,5.66,7.6,12.1
AMPG,7.6,11.11,42.8
ARKO,8.07,5.77,6.1
AXTI,85.29,8.84,962.7
BFLY,5.39,5.27,20.3
BJRI,48.41,6.09,16.1
BKH,71.94,6.14,77.7
BRAI,7.7,7.54,7.0
BULL,6.12,11.27,96.0
CASY,915.6,20.29,522.5
CAVA,81.56,6.92,270.6
CBRL,44.49,22.56,58.3
CHA,11.72,7.52,10.2
COCO,78.74,6.09,74.5
CRK,13.37,5.52,38.5
CXW,26.45,5.04,24.1
DSY,7.2,291.3,40.7
DVN,46.6,5.74,646.2
EDSA,5.21,5.47,3.0
EYE,17.58,6.8,52.0
FAC,21.94,37.13,9.4
FJET,8.1,10.2,27.4
FNGD,40.67,7.71,21.1
FRMI,6.89,22.6,118.8
FRMM,5.53,5.94,1.6
FWRD,12.25,5.33,13.3
FWRG,10.98,7.02,15.2
GSHD,38.62,7.52,19.6
GTE,7.98,7.69,2.6
HCAI,9.19,31.29,9.0
HPK,8.18,11.14,6.3
HROW,35.9,7.29,28.7
HYLN,6.92,9.15,45.6
IMAX,42.18,5.16,43.0
INNV,8.32,8.19,2.2
KGEI,5.54,5.32,1.3
LAKE,11.35,18.97,1.8
LMNR,13.18,8.93,1.3
MGRT,86.01,8.87,1.6
MPAA,14.43,9.32,1.3
MSAI,5.35,8.52,4.4
MUSA,612.16,10.04,164.6
NBR,102.87,6.66,29.1
NP,26.95,7.16,29.7
NRC,21.28,7.75,3.0
NVCT,10.31,5.2,1.1
NWE,69.72,6.15,39.3
OCC,26.92,28.13,28.6
OFRM,17.34,7.3,5.8
OPTX,12.8,10.06,14.6
PARR,57.63,5.47,59.4
PBF,42.57,5.48,100.6
PENN,21.45,5.56,67.7
PIII,13.54,7.97,43.8
PLAY,12.49,9.08,19.2
QTTB,12.87,8.24,19.5
RNAC,7.43,8.47,2.4
RXT,5.28,13.41,119.4
SDOT,28.11,108.22,36.0
SG,8.6,7.5,62.0
SI,17.89,16.78,1.6
SM,32.83,5.63,124.4
SSTK,13.7,5.3,9.3
STAK,7.58,34.16,14.9
STFS,10.12,5.31,2.2
STI,27.59,34.78,213.3
SUPX,9.17,5.77,3.3
TGTX,46.62,7.49,76.1
TRUP,23.38,5.46,8.6
TTI,10.38,6.13,16.8
TWFG,21.85,5.81,5.1
UNCY,7.69,5.78,6.0
UNFI,50.59,9.19,33.9
VELO,22.68,16.73,88.3
VG,13.29,6.58,203.8
VXX,26.6,5.68,261.2
WEST,8.93,11.9,5.6
