Ticker,Type
AAOI,Big Move
AAP,Pullback
ABSI,Pullback
ACDC,Big Move
ACLS,Pullback
ACVA,Pullback
ALNT,Pullback
ALOY,Big Move
ALTO,Big Move
AMPG,Big Move
APH,Pullback
ARKO,Big Move
ATI,Pullback
AXGN,Pullback
AXTI,Big Move
BBAR,Pullback
BIRK,Pullback
BJRI,Big Move
BKH,Big Move
BLFS,Pullback
BLLN,Pullback
BRAI,Big Move
BRTX,Pullback
BTQ,Pullback
BULL,Big Move
BZH,Pullback
CASY,Big Move
CAVA,Big Move
CCCC,Pullback
CDNL,Pullback
CHA,Pullback & Big Move
COCO,Big Move
COHU,Pullback
CPRI,Pullback
CRK,Big Move
CRL,Pullback
CROX,Pullback
CRWD,Pullback
CVCO,Pullback
CXAI,Pullback
CXW,Big Move
DAVE,Pullback
DLTR,Pullback
DNLI,Pullback
DRVN,Pullback
DSY,Big Move
DVN,Big Move
DXCM,Pullback
DXPE,Pullback
EAT,Pullback
EDSA,Big Move
ENR,Pullback
EYE,Big Move
FAC,Big Move
FBIN,Pullback
FJET,Big Move
FNGD,Big Move
FRMI,Big Move
FRMM,Big Move
FTRE,Pullback
FWRD,Big Move
FWRG,Big Move
GGAL,Pullback
GLXY,Pullback
GPUS,Pullback
GSHD,Big Move
GTE,Big Move
HCAI,Big Move
HIMS,Pullback
HNGE,Pullback
HOV,Pullback
HPK,Big Move
HRI,Pullback
HROW,Big Move
HUBG,Pullback
HYLN,Big Move
IART,Pullback
ICLR,Pullback
IMAX,Big Move
INDP,Pullback
INNV,Big Move
KGEI,Big Move
KNX,Pullback
KSS,Pullback
LAKE,Big Move
LIF,Pullback
LINC,Pullback
LMNR,Big Move
MASK,Pullback
MBC,Pullback
MGRT,Big Move
MITK,Pullback
MPAA,Big Move
MSAI,Big Move
MTRN,Pullback
MUSA,Big Move
NBR,Big Move
NEXT,Pullback
NMAX,Pullback
NN,Pullback
NP,Big Move
NRC,Big Move
NTRA,Pullback
NVCT,Big Move
NWE,Big Move
OMDA,Pullback
OPTX,Big Move
PARR,Big Move
PAYC,Pullback
PBF,Pullback & Big Move
PIII,Big Move
PINS,Pullback
PLAY,Big Move
PTEN,Pullback
QFIN,Pullback
QMCO,Pullback
QTTB,Big Move
RDDT,Pullback
REPL,Pullback
RXT,Big Move
SDOT,Big Move
SEB,Pullback
SEZL,Pullback
SKY,Pullback
SM,Pullback & Big Move
SMTK,Pullback
SPT,Pullback
SSTK,Big Move
STFS,Big Move
STI,Big Move
SUPX,Big Move
SYRE,Pullback
TBLA,Pullback
TECH,Pullback
TH,Pullback
TNET,Pullback
TREX,Pullback
TRIP,Pullback
TRNS,Pullback
TRUP,Big Move
TTI,Big Move
TVTX,Pullback
TWFG,Big Move
TXG,Pullback
UCTT,Pullback
ULCC,Pullback
UNFI,Big Move
VAC,Pullback
VCYT,Pullback
VERU,Pullback
VG,Big Move
VSH,Pullback
VXX,Big Move
WSC,Pullback
XMAX,Pullback
XMTR,Pullback
XPO,Pullback
XPRO,Pullback
XRX,Pullback
YETI,Pullback
