Ticker,Type
AAOI,Big Move
AAUC,Big Move
AGEN,Big Move
ALMU,Big Move
ALVO,Big Move
AMAT,Big Move
AMPL,Pullback
ANGX,Big Move
ARCT,Pullback
ARQT,Pullback
ASAN,Pullback
ASST,Big Move
AYA,Pullback
BE,Pullback
BKKT,Big Move
BLLN,Pullback
BMNR,Big Move
BTDR,Big Move
BULL,Big Move
BWMX,Big Move
CCXI,Big Move
CDNA,Pullback
CIFR,Big Move
CLF,Pullback
CLSK,Big Move
COHR,Big Move
CRCL,Pullback
CRSR,Pullback
CSHR,Big Move
CSTL,Pullback
CV,Big Move
DK,Pullback
DOCU,Pullback
DPRO,Pullback
DSP,Big Move
ENTG,Big Move
EWTX,Pullback
FIGR,Pullback & Big Move
FIVN,Pullback
FSLY,Pullback
FTNT,Pullback
FWDI,Big Move
FXHO,Big Move
GEMI,Big Move
GLXY,Big Move
GTLB,Pullback
HPQ,Pullback
HUT,Big Move
IMOS,Big Move
INFQ,Pullback
INSP,Big Move
IQMX,Big Move
IREN,Big Move
IT,Pullback
KC,Big Move
LRCX,Big Move
MOVE,Big Move
MSTR,Big Move
NAKA,Big Move
NET,Pullback
NGVC,Big Move
NINE,Big Move
NOW,Pullback
NTAP,Pullback
NUTX,Pullback
OBIO,Big Move
OKTA,Pullback
ONTO,Big Move
OPI,Big Move
PANW,Pullback
PARR,Pullback
PLSE,Big Move
QCOM,Pullback
RNG,Pullback
RPD,Pullback
S,Pullback
SABR,Pullback
SAIL,Pullback
SBET,Big Move
SG,Big Move
SGML,Big Move
SGMT,Pullback
SLE,Big Move
SMCI,Pullback
SOAR,Pullback
SONO,Pullback
SPCE,Pullback
SPCX,Pullback
STRK,Big Move
STX,Big Move
TER,Big Move
TJGC,Big Move
TMS,Big Move
TTRX,Big Move
TWLO,Pullback
TYRA,Big Move
UI,Pullback
VNET,Big Move
VOYG,Pullback
WAY,Pullback
WDAY,Pullback
WOLF,Big Move
WYFI,Big Move
XGN,Big Move
