Ticker,Price,ADR,Support,Dist
AESI,13.55,5.38,E9,0.09
AI,10.48,4.67,E9,0.24
ALT,3.25,4.29,E9,0.17
AMLX,32.41,5.28,E9,0.02
AMPL,13.2,4.69,E9,0.6
ANF,135.76,4.99,E9,0.55
APPN,37.52,5.28,E9,0.26
ARCT,16.03,10.9,E9,2.39
ARQT,25.38,4.3,E9,1.89
ASAN,9.51,5.39,E9,0.36
ATEC,10.18,4.72,E9,0.73
AUGO,88.25,4.79,E9,1.75
AUR,6.31,5.19,E9,0.22
AVAH,13.67,4.14,E9,1.84
AYA,28.46,5.65,E9,1.64
BE,265.63,6.62,E9,1.14
BLLN,105.92,5.1,E9,2.68
BLTE,170.96,4.37,E9,0.51
CDNA,53.83,4.72,E9,2.79
CGEM,21.08,4.62,E9,0.03
CHA,12.02,4.17,E9,0.66
CLF,12.5,4.66,E9,2.49
CLS,332.63,4.92,E9,2.46
CNH,13.45,4.77,E9,0.4
CRCL,91.78,7.34,E9,2.63
CRSR,13.38,4.3,E9,2.39
CSTL,35.34,4.7,E9,2.2
DJCO,651.53,4.09,E9,0.95
DK,78.12,6.14,E9,1.33
DOCU,69.07,4.04,E9,0.75
DPRO,5.62,6.79,E9,0.98
EFOR,32.76,5.08,E9,0.93
ESTC,86.96,4.79,E9,0.15
EWTX,45.32,4.66,E9,1.36
FET,82.08,4.13,E9,0.61
FIGR,35.49,7.36,E9,1.51
FIVN,32.47,5.1,E9,0.35
FROG,92.81,6.22,E9,0.76
FSLY,23.86,7.6,E9,1.19
FTNT,169.84,4.42,E9,1.72
GCT,52.86,4.59,E9,1.19
GOLD,45.46,5.09,E9,1.04
GPRK,11.04,4.59,E9,0.3
GPRO,1.31,17.17,E9,0.36
GRDN,44.99,4.19,E9,1.07
GTLB,49.23,4.5,E9,1.43
HNGE,94.9,5.01,E9,2.14
HOWL,0.96,8.13,E9,1.04
HPQ,34.4,5.24,E9,2.87
IAUX,1.79,4.07,E9,2.89
INFQ,13.23,6.72,E9,0.8
IRD,5.18,10.21,E9,2.65
IT,185.78,4.0,E9,0.04
LCLN,26.11,4.27,E9,0.13
MLYS,28.02,5.41,E9,0.52
MMED,21.79,5.08,E9,1.03
MRX,74.39,4.47,E9,1.95
NET,323.6,5.53,E9,1.79
NOW,135.47,4.0,E9,0.59
NTAP,197.79,4.42,E9,2.87
NUAI,5.86,8.87,E9,2.97
NUTX,208.79,5.37,E9,0.66
OBE,12.26,5.09,E9,0.13
OKTA,182.37,5.42,E9,1.17
OLLI,75.84,4.58,E9,1.43
OMER,17.87,4.75,E9,0.49
OOMA,22.73,5.26,E9,0.49
OSCR,32.13,5.89,E9,0.36
PANW,363.58,5.21,E9,0.59
PARR,84.37,5.71,E9,0.82
PAYP,17.71,4.57,E9,0.34
PBF,77.19,5.87,E9,1.96
PD,14.0,4.05,E9,0.92
PI,181.23,5.12,E9,2.98
PLSE,53.87,8.29,E9,2.85
PLTR,177.64,4.12,E9,1.94
QCOM,177.72,4.08,E9,1.34
QLYS,174.96,5.41,E9,0.05
QNRX,7.06,12.14,E9,2.48
RBLX,47.82,4.87,E9,2.29
RNG,71.86,4.29,E9,0.24
RPD,11.97,7.25,E9,0.47
S,22.51,5.25,E9,2.31
SABR,2.26,6.16,E9,1.99
SAIL,19.83,6.37,E9,2.06
SGMT,11.09,4.89,E9,2.26
SMCI,39.09,5.57,E9,2.12
SNAP,5.53,5.55,E9,0.17
SNOW,332.43,4.35,E9,0.26
SOAR,0.2,16.04,E9,0.76
SONO,15.53,4.01,E9,0.18
SPCE,3.07,4.85,E9,1.69
SPCX,152.71,4.29,E9,2.0
TARS,78.09,4.24,E9,1.1
TEAM,192.02,4.74,E9,2.05
TENB,35.43,6.76,E9,0.64
TGTX,56.87,4.87,E9,2.58
TWLO,243.84,4.15,E9,2.51
UI,589.48,5.45,E9,2.61
UROY,4.56,5.31,E9,2.73
VIR,10.6,5.53,E9,0.17
VOYG,35.87,5.84,E9,2.7
VRNS,47.56,4.41,E9,1.89
VSTM,7.44,5.22,E9,0.79
W,102.46,4.11,E9,0.7
WAY,25.66,4.33,E9,0.53
WDAY,193.87,4.02,E9,0.61
WIX,78.49,5.81,E9,0.02
WLTH,10.1,4.49,E9,0.38
XHLD,9.84,16.47,E9,0.63
ZETA,30.23,4.62,E9,1.12
