Ticker,Type
ACHC,Big Move
ADNT,Pullback
ADPT,Pullback
AHCO,Pullback
ALMS,Pullback
ALMU,Big Move
AMCX,Big Move
AMPL,Pullback
AMZN,Big Move
AN,Pullback
ANRO,Pullback
ARWR,Pullback
ARX,Big Move
ATLC,Pullback
ATRC,Pullback
AYA,Pullback
AZ,Big Move
AZTA,Pullback
BABA,Big Move
BAH,Pullback
BCC,Pullback
BETA,Big Move
BETR,Big Move
BH,Pullback
BLFS,Pullback
BLKB,Big Move
BLMN,Pullback
BMNR,Pullback
BRKR,Pullback
BSBR,Big Move
CGAU,Pullback
CHWY,Pullback
CLF,Pullback
CMPR,Pullback
CRAI,Pullback
CRSR,Pullback
CVI,Pullback
CWK,Pullback
DCO,Pullback
DJT,Pullback
DLB,Big Move
DNTH,Pullback
DV,Pullback
DXCM,Big Move
DYN,Pullback
ENOV,Pullback
ERO,Pullback
ESTA,Pullback
ETON,Pullback
EVC,Pullback
EVER,Pullback
FCUV,Big Move
FET,Big Move
FORR,Big Move
FOUR,Pullback
FRNM,Big Move
FSLY,Big Move
FWRG,Pullback
GIL,Big Move
GOOG,Big Move
GSHD,Pullback
GTE,Big Move
GTES,Big Move
GVA,Big Move
HELP,Pullback
HPK,Big Move
HRI,Pullback
INBK,Big Move
INR,Big Move
INTU,Pullback
INVX,Big Move
IP,Pullback
IRON,Pullback
IRTC,Pullback
IT,Pullback
ITGR,Big Move
KBR,Big Move
KC,Big Move
KSS,Pullback
LCID,Pullback
LW,Pullback
MGNI,Pullback
MNPR,Pullback
MSA,Big Move
MTX,Big Move
NAT,Pullback
NAVN,Pullback
NCNO,Pullback
NDLS,Big Move
NET,Pullback
NSP,Pullback
NTGR,Big Move
NTNX,Pullback
NUVB,Pullback
NWL,Big Move
OBE,Big Move
OIS,Big Move
OSCR,Pullback
PANW,Pullback
PLBL,Big Move
PRG,Pullback
PTHS,Big Move
PWP,Big Move
QDEL,Pullback
QLYS,Pullback
REPL,Big Move
SBET,Pullback
SEPN,Pullback
SHAK,Pullback
SOC,Big Move
SPSC,Big Move
STRA,Pullback
SW,Pullback
TCX,Big Move
THRM,Pullback
TMDX,Pullback
TNET,Pullback
TOST,Pullback
TWST,Pullback
TXG,Pullback
TYRA,Pullback
U,Pullback
USPH,Pullback
VRT,Big Move
WBI,Pullback
WGS,Pullback
WRAP,Pullback
WTI,Pullback
WY,Big Move
XNCR,Pullback
XPRO,Pullback
XRX,Pullback
ZBIO,Pullback
