Ticker,Price,Gain,Vol
ADVB,16.78,36.98,53.0
AGEN,6.19,11.93,62.8
AGMB,12.97,11.81,1.3
ALLE,154.57,10.45,206.6
ARGX,924.6,8.56,289.0
AVAV,158.73,5.57,388.7
BRAI,5.64,6.32,3.4
BUUU,21.97,7.91,1.0
CBIO,17.03,7.58,9.1
CCS,69.27,7.35,21.7
CIFR,25.82,5.56,589.4
CLF,10.96,15.98,216.9
CORT,96.66,6.36,103.4
CRBP,9.32,5.43,4.0
CSX,52.81,5.77,647.7
DGX,227.9,8.61,222.3
DHR,192.5,7.46,1166.4
EQPT,19.4,11.88,68.1
FBRX,59.7,5.42,37.7
FNGD,36.74,6.09,16.2
FTRE,19.5,5.46,23.0
GGG,77.75,5.24,106.2
GTE,7.7,5.91,1.8
HON,246.27,5.7,1158.0
HRI,163.25,8.08,84.4
HUT,117.67,7.11,485.1
IMAX,43.96,11.86,58.8
KALU,180.6,9.91,56.7
KN,38.81,6.01,42.7
LHX,299.67,5.09,386.4
LMT,568.59,10.54,659.9
MANE,115.86,5.47,97.0
MBX,63.57,9.04,58.0
MEDP,605.82,14.71,199.9
MGRT,100.0,12.83,1.0
MH,9.56,5.05,9.4
MPTI,85.49,6.49,21.3
MRCY,106.34,7.5,84.8
MXL,91.24,5.12,389.0
NBBK,22.29,5.69,6.5
NSC,348.55,5.32,339.6
NVCR,19.99,28.39,31.4
NVEC,134.21,54.83,28.8
NWFL,32.19,6.06,1.6
OBE,10.73,5.09,7.3
OII,48.02,6.71,52.2
OTLY,12.56,16.51,1.6
PAVS,5.91,52.32,8.8
PCLA,5.19,5.7,4.1
PONY,7.32,7.17,24.7
PSNY,15.03,5.25,2.8
PTHS,28.4,7.29,1.1
RELL,21.82,21.15,4.1
ROP,355.12,5.47,355.8
RTX,209.16,7.33,907.8
RZLT,5.31,6.2,9.8
SCLX,7.39,5.12,1.7
SHIP,16.37,7.2,3.1
SKYQ,5.64,36.56,54.6
SLG,53.61,6.96,60.0
SSL,12.05,6.45,14.2
SUNB,77.47,6.94,269.8
TCBX,42.39,5.61,5.9
TGTX,55.5,5.35,129.2
THRM,45.61,26.52,16.1
TMO,572.32,8.71,1223.6
UMAC,21.52,9.41,83.4
URI,1139.71,10.11,542.5
UTI,38.67,7.45,44.0
VICR,231.38,6.46,285.9
WEX,171.47,10.14,101.0
