Ticker,Type
AAUC,Pullback
ABSI,Pullback
ACN,Pullback
ACRS,Pullback
ADPT,Pullback
AEO,Big Move
AG,Pullback
ALLO,Pullback
ALT,Pullback
AMC,Pullback
AMN,Pullback
ANET,Big Move
ANF,Big Move
ANL,Big Move
APPN,Pullback
ARXS,Pullback
ASYS,Big Move
ATEC,Pullback
AVEX,Big Move
BBNX,Pullback
BBWI,Big Move
BETR,Big Move
BKKT,Pullback
BOXL,Pullback
BTBT,Pullback
BTSG,Big Move
BTU,Pullback
CBIO,Big Move
CDW,Pullback
CHRW,Big Move
CHYM,Pullback
CLYM,Pullback
CORT,Pullback
COTY,Pullback
COUR,Pullback
CRE,Big Move
CRMD,Pullback
CRSP,Pullback
CTSH,Pullback
CVI,Big Move
CVNA,Pullback
DAIC,Big Move
DAVE,Big Move
DDD,Pullback
DDS,Pullback
EAT,Pullback
EPAM,Pullback
ERAS,Big Move
EVER,Pullback
EXK,Pullback
FIGR,Pullback
FLR,Pullback
FUBO,Pullback
GCT,Pullback
GENB,Pullback
GOLD,Pullback
GRRR,Pullback & Big Move
GSHD,Pullback
HCC,Pullback
HNRG,Pullback
IBTA,Pullback
IESC,Big Move
IMNM,Pullback
KZIA,Big Move
LCLN,Big Move
LEU,Pullback
MAZE,Pullback
MDGL,Big Move
MGRT,Big Move
MMED,Pullback
MNPR,Pullback
MNTN,Pullback
MOBI,Big Move
MYE,Pullback
MYRG,Big Move
NBTX,Big Move
NERV,Big Move
NEXT,Pullback
NMAX,Pullback
NRGV,Pullback
NUVB,Pullback
NVRI,Big Move
NXE,Pullback
OCTV,Pullback
OFAL,Pullback
OMER,Pullback
OPTX,Big Move
ORBS,Pullback
ORCL,Pullback
OXM,Big Move
P,Pullback & Big Move
PAYP,Pullback
PBF,Pullback
PLSE,Pullback
PPC,Pullback
PPTA,Pullback
PRCH,Pullback
PVH,Big Move
RCUS,Pullback
RDIB,Big Move
RELL,Big Move
RGEN,Pullback
RH,Big Move
RIVN,Pullback
ROAD,Pullback
RVMD,Pullback
SAIL,Pullback
SCSC,Pullback
SCYX,Big Move
SDGR,Pullback
SEDG,Big Move
SGMT,Big Move
SHLS,Big Move
SIMO,Big Move
SLS,Pullback
SMCI,Pullback
SMMT,Big Move
SNAP,Pullback
SOFI,Pullback
SPTX,Big Move
STOK,Pullback
TBBB,Pullback
TGB,Pullback
TRUP,Pullback
TTMI,Big Move
UPC,Pullback & Big Move
URBN,Big Move
UROY,Pullback
USAR,Pullback
VMAR,Big Move
VOR,Pullback
VSEC,Pullback
VSXY,Pullback
VYX,Big Move
WBTN,Big Move
WEN,Pullback
WOLF,Big Move
WSHP,Big Move
WXM,Pullback
WYHG,Pullback
XENE,Big Move
XPOF,Big Move
XPON,Big Move
YJ,Pullback
ZBIO,Pullback
ZENA,Pullback
ZYBT,Pullback
ZYME,Big Move
