Ticker,Price,Gain,Vol
ACFN,20.97,10.37,1.3
ANGX,5.38,9.13,7.4
APPS,11.8,6.69,29.0
ASO,54.22,5.99,103.3
BAND,51.62,5.71,37.3
BANL,6.05,7.65,1.0
CRUS,116.48,5.2,99.0
DBGI,6.79,81.07,10.9
DBI,5.99,14.75,3.2
FGI,8.46,9.44,62.2
FTH,39.0,7.97,10.7
FUBO,11.41,6.54,13.7
GTE,11.01,5.16,6.2
HCWC,9.65,13.53,1.6
INTR,5.78,5.47,23.8
IRD,6.07,5.93,22.9
MNDY,85.17,5.01,111.3
OBIO,5.81,6.61,2.0
PAGS,10.13,5.41,25.4
PCLA,9.72,31.0,5.7
PRPO,26.91,5.12,5.1
PRTH,5.76,6.27,2.2
PXS,7.01,8.18,1.0
QRVO,112.36,6.77,101.5
RDDT,155.34,6.08,1162.0
RDIB,14.4,7.54,7.8
RVLV,20.48,5.08,18.9
SPTX,23.28,7.03,3.2
SUPX,8.17,14.91,5.3
SWKS,84.03,9.79,419.2
SWVL,7.94,11.83,11.0
TANH,23.74,19.3,2.7
TNON,5.3,117.21,68.9
TSSI,8.92,7.08,10.7
TYRA,23.54,6.95,22.1
VEON,69.16,6.4,7.1
VIST,78.95,5.87,90.3
WCT,7.37,6.2,3.2
WLTH,10.88,15.01,17.4
