Ticker,Type
ACI,Big Move
ACN,Big Move
ACRS,Big Move
ADBE,Big Move
ADSK,Big Move
AI,Big Move
AIOS,Big Move
AJG,Big Move
ALKT,Pullback
ALLT,Big Move
AMLX,Pullback & Big Move
AMPL,Big Move
AMWL,Big Move
ANDG,Big Move
APPF,Big Move
APPN,Big Move
ASAN,Big Move
ASST,Big Move
AVPT,Big Move
BALY,Big Move
BBGI,Big Move
BE,Pullback
BILL,Big Move
BL,Big Move
BLSH,Big Move
BMGL,Big Move
BNC,Big Move
BRZE,Big Move
BWIN,Big Move
CAI,Big Move
CAPR,Big Move
CDW,Pullback
CERT,Big Move
CHKP,Big Move
CLDX,Big Move
CLOV,Big Move
CLSK,Pullback
