Ticker,Price,Gain,Vol
ABCL,6.66,10.45,40.9
ACDC,5.72,6.92,10.4
ACHC,26.24,5.13,64.4
ACHV,5.7,7.55,10.6
ACLS,180.7,6.98,102.1
ACMR,106.86,5.18,167.3
AESI,16.64,5.65,42.9
AGMB,13.43,5.91,1.2
AGYS,97.51,5.63,33.5
AIP,43.59,6.24,39.5
AKTS,31.15,8.54,8.1
ALGM,60.16,8.55,143.1
ALTG,7.65,6.25,1.7
AMAT,668.0,13.42,5821.9
ANGO,13.66,5.48,4.2
AOSL,45.7,8.86,45.1
AROC,41.4,6.73,73.8
ASND,261.58,9.9,171.5
ASYS,20.67,5.84,10.6
ATMU,54.17,6.87,44.5
AUGO,61.13,5.6,82.0
AVBP,33.83,5.64,21.5
AYA,18.28,6.78,10.2
AYI,359.39,17.64,147.2
BB,10.34,19.95,414.0
BBNX,15.91,8.01,14.3
BDSX,20.04,7.34,1.3
BHC,5.28,5.81,11.7
BHE,97.19,5.78,43.4
BIO,298.29,6.51,112.3
BLFS,27.5,7.55,21.9
BLZE,13.42,12.11,46.9
BMI,140.9,5.48,62.0
BNED,13.43,20.13,3.7
CAT,1057.01,6.29,3160.9
CBLL,19.73,6.02,5.6
CDNL,91.97,12.24,47.5
CEPO,10.54,5.4,1.7
CGON,72.84,6.0,62.9
CHYM,18.27,5.12,82.3
CMCO,14.78,5.95,10.9
CMPS,13.58,7.95,44.2
CNH,10.93,6.01,112.9
COHU,67.36,5.81,97.3
COLD,14.93,5.59,72.5
CQP,60.05,5.24,11.1
CRL,212.71,5.25,155.5
CSIQ,15.82,5.61,45.7
CTEV,34.72,13.87,3.2
CTOS,11.97,5.0,9.8
CXT,48.03,5.4,41.2
DFTX,44.79,6.31,136.6
DK,47.17,6.21,49.5
DRTS,11.17,11.14,9.9
FLEX,161.28,7.01,1483.4
FORM,148.75,5.18,197.3
FRMI,8.8,10.14,152.7
FWRD,14.29,6.72,17.3
GHM,122.83,6.51,34.1
GLW,228.01,10.78,2766.4
GRC,90.85,5.85,13.7
GRPN,22.88,24.89,28.9
GTES,29.02,6.5,54.8
GTX,35.01,5.07,94.0
HAE,77.62,6.52,76.0
HCAI,8.46,15.42,1.2
HELP,6.02,18.27,5.2
HNGE,75.14,6.49,133.7
HRI,153.0,6.82,86.0
ICHR,95.03,6.32,95.1
INNV,10.35,7.03,3.2
INTT,17.88,6.3,4.3
JLHL,14.12,6.57,1.4
KLAC,258.8,7.62,3137.4
KLIC,131.49,6.66,129.7
KMT,36.53,6.04,42.1
KYMR,116.46,16.61,94.4
LFVN,6.65,6.74,7.7
LILA,7.0,6.06,6.3
LIND,28.6,6.0,21.7
LMRI,10.58,6.01,6.6
LRCX,401.82,7.21,4445.9
MBUU,29.11,6.28,8.3
MEI,18.0,37.51,10.8
MKSI,410.31,7.52,448.4
MLKN,19.31,12.01,15.9
MOH,216.04,7.26,190.9
MRVI,6.12,6.25,16.2
MTA,6.93,5.16,4.1
MTW,14.46,7.35,3.5
MU,1213.56,15.74,57540.7
MWH,36.84,6.91,79.9
MXL,94.47,11.15,354.2
NEO,13.73,6.43,35.5
NESR,26.98,7.19,55.1
NOVT,160.43,5.55,88.7
NPKI,15.52,5.15,16.1
NRIX,22.46,16.37,58.4
NVCT,27.87,13.85,4.1
NWL,5.89,6.9,54.0
OII,39.37,8.49,38.1
ONTO,344.24,6.83,386.7
OPFI,9.36,6.36,6.7
ORKA,86.63,5.53,99.5
ORMP,5.0,16.28,1.0
OSK,150.99,5.33,89.9
PARR,54.13,5.6,46.6
PDFS,68.67,8.04,47.5
PESI,12.24,11.48,2.5
PLOW,53.54,6.42,9.4
PLPC,405.0,5.38,37.5
PLSE,27.5,7.44,7.6
PRAX,327.86,6.12,169.3
PRG,43.41,5.06,18.3
PSNL,12.59,10.83,36.7
PUMP,14.8,5.87,73.4
Q,167.49,5.52,329.7
QDEL,13.52,10.73,22.3
QTTB,11.95,7.08,7.4
QXO,18.0,6.32,293.1
RCUS,30.25,5.03,38.5
RFIL,20.95,8.32,6.5
ROLR,5.9,11.32,5.7
RVTY,113.53,7.48,155.1
RXO,26.9,6.32,55.2
SDGR,16.14,5.28,20.6
SI,21.61,9.31,1.9
SLN,10.0,9.17,3.2
SLS,10.53,14.83,73.9
SNDK,2335.0,21.97,20680.0
STAA,31.21,7.92,18.8
STI,12.43,5.07,222.5
STVN,18.39,6.67,6.8
SXI,338.14,6.39,58.4
TECH,70.7,20.07,330.1
TEM,54.87,5.64,391.6
TER,471.96,10.48,1988.2
TEX,74.58,6.39,83.2
TKNO,5.46,5.0,1.2
TWI,7.9,5.19,3.8
TWST,96.65,5.8,168.5
UCTT,120.66,11.29,135.8
ULCC,8.06,8.48,29.1
URI,1139.51,5.15,570.5
USAC,26.39,6.37,8.4
VECO,75.45,6.03,119.3
VLO,255.06,5.21,758.5
VNCE,7.87,5.78,1.9
VSH,59.91,7.77,543.5
WAVE,9.92,9.98,1.6
WBI,30.36,7.24,63.3
WGO,30.88,13.24,24.4
WGS,68.67,8.07,66.6
WING,165.42,6.18,172.3
WNC,13.94,6.41,9.7
WTO,6.35,7.24,3.3
WTS,375.09,5.65,126.6
WYY,20.2,14.64,8.5
XPRO,13.96,6.65,17.7
ZBIO,24.67,13.17,14.2
