Ticker,Price,Gain,Vol
AEBI,11.99,7.53,3.3
APA,38.98,5.04,255.7
ARX,15.44,5.68,18.2
ASAN,6.2,6.71,44.7
AXTI,123.78,7.65,1150.4
BNZI,7.66,17.3,1.3
BRBR,9.69,5.9,68.7
BRUN,29.6,13.67,25.2
BRZE,20.87,5.03,56.1
CAEP,15.0,20.1,5.0
CBRL,30.71,5.28,28.7
CPIX,5.47,11.18,11.4
DCBO,17.23,5.32,4.7
DOCS,18.97,5.33,111.9
DV,9.06,5.23,26.2
DXC,8.94,8.76,59.9
DXCM,61.63,6.59,328.1
ENPH,52.89,10.16,325.4
ERNA,13.63,42.57,38.1
ESOA,18.43,5.8,2.7
FDS,212.58,6.36,190.1
FENC,9.75,5.52,2.1
FIG,22.92,13.24,394.8
FJET,5.41,5.25,6.4
FNGD,37.44,5.61,21.3
FRSH,8.96,6.41,103.9
FUN,21.32,6.18,41.8
GEMI,5.58,6.08,11.9
GLOB,38.91,14.17,74.7
GWRE,130.14,5.25,157.6
HUBS,198.38,8.13,404.9
INOD,96.1,6.6,227.8
IOT,29.56,5.61,142.7
JLHL,23.26,17.59,2.4
KGEI,6.11,12.11,1.4
MICC,16.66,10.92,27.0
MITK,14.26,5.08,18.0
MLEC,8.93,5.31,1.8
NOW,95.07,5.05,2590.8
PATH,10.27,6.2,298.2
PBT,29.01,6.19,5.0
PESI,9.74,6.33,2.5
PIII,11.29,180.15,37.1
PNRG,268.16,5.84,13.0
PZZA,34.73,6.14,40.4
REPL,5.22,5.88,28.4
RGC,28.58,6.21,3.0
RXO,18.69,6.74,51.0
SATL,9.84,13.89,67.0
SEDG,61.76,22.93,199.5
SG,8.09,17.42,31.0
SHLS,10.33,11.31,48.7
SLE,6.04,48.4,13.8
SLGL,72.72,5.88,1.6
SOC,15.13,10.04,38.4
SPIR,20.01,9.82,28.8
STN,77.27,6.18,31.7
STRZ,23.12,5.43,3.7
TALO,16.39,6.22,25.3
TEAM,87.46,8.16,731.3
TENB,21.49,5.09,70.2
TNXP,15.74,11.71,5.4
TRAK,9.7,6.59,1.9
TRT,20.05,43.01,42.5
TTGT,5.19,5.06,4.2
VG,14.23,9.38,270.9
WDAY,125.01,5.27,581.3
WEX,141.42,5.52,108.9
WING,129.21,8.62,249.5
WYY,10.3,14.7,1.4
