Ticker,Price,Gain,Vol
ABVX,90.15,24.34,257.3
ACHC,25.73,5.36,58.9
ADPT,15.99,5.61,25.3
AIOS,15.5,7.34,1.3
ALGM,53.11,5.52,129.6
ALOY,13.8,18.56,20.2
AMPG,5.33,6.18,25.2
ANY,5.65,44.5,36.4
APGE,84.19,6.96,74.4
AXSM,233.49,5.1,147.1
BHVN,10.81,6.71,24.8
BRKR,62.7,9.4,147.9
BTDR,19.71,5.06,167.3
BVS,8.55,5.43,7.0
CBIO,17.98,5.7,5.6
CDNL,61.91,9.36,27.9
CLPT,13.3,7.52,8.1
DRTS,10.58,18.48,12.4
ELTX,12.53,9.05,1.5
EXEL,51.6,6.3,139.7
FABC,5.5,11.11,7.4
FATN,7.92,21.85,3.9
FCFS,220.22,5.24,78.0
FOFO,6.59,64.34,2.0
FPS,59.78,5.1,347.7
GENB,12.91,7.85,9.6
GME,22.18,6.02,168.2
HALO,69.82,5.34,137.9
ILMN,170.93,5.16,281.3
INCY,97.98,6.22,135.8
INDV,35.43,5.1,74.8
JLHL,34.44,53.89,1.0
LEGT,11.15,16.88,1.9
MDGL,488.15,7.79,158.9
MDT,77.95,5.69,864.4
MEI,13.2,5.6,16.8
MMED,14.26,15.93,9.7
MRNA,49.06,7.49,386.3
MRX,53.9,5.69,49.2
MX,8.93,7.07,28.6
NBIX,165.11,6.63,207.8
NN,21.57,7.58,54.4
NUTX,132.83,6.24,16.4
NVTS,30.84,19.26,976.6
OCS,13.14,6.92,21.9
ONT,16.5,5.03,13.1
PAHC,31.79,11.47,19.0
PCT,13.63,6.11,62.7
PHOE,16.28,8.53,3.3
POET,15.38,11.29,848.8
PRAX,278.93,8.08,138.2
PVLA,115.42,10.27,27.5
QMCO,15.95,27.19,12.5
QUIK,23.05,5.73,14.5
QURE,29.88,11.66,54.1
RAPP,37.0,6.02,12.3
REPL,9.98,12.51,58.8
RIVN,18.27,5.67,488.6
ROLR,5.6,6.06,1.3
SDOT,6.75,105.79,18.8
SNDK,1831.5,6.71,19501.6
SPRC,9.46,8.36,19.7
SRZN,24.57,6.16,2.5
STRL,957.03,9.31,598.6
STRO,27.18,11.26,10.4
SVV,9.48,6.52,11.5
SYRE,73.52,6.3,71.3
TATT,42.82,6.1,7.9
TBN,34.64,6.19,8.8
TGTX,40.11,9.47,89.1
TJGC,6.11,178.99,1.7
TPL,406.76,9.69,180.6
TTMI,189.6,5.56,466.4
TVTX,45.2,5.21,106.6
UPB,7.63,5.24,4.8
URI,1056.58,6.21,484.2
UTI,44.53,6.89,63.6
VBNK,20.07,10.7,1.2
VSA,6.11,31.97,4.1
WDC,594.11,5.51,3420.8
XOS,7.46,234.53,41.2
