Ticker,Price,Gain,Vol
AA,68.98,5.23,323.8
AAL,14.65,9.17,1214.6
AAON,128.64,6.21,141.8
ACLS,173.57,10.25,85.2
ACMR,91.7,14.68,146.9
ACVA,6.45,8.59,19.8
ADEA,32.62,5.74,70.6
ADPT,18.73,9.72,33.4
AEF,9.46,5.82,1.6
AEHR,103.03,10.41,217.4
AEIS,340.4,10.46,328.6
AERO,17.17,6.78,3.1
AFRM,66.49,5.86,318.5
AG,16.92,7.7,233.5
AGL,116.16,14.22,26.3
AGPU,7.16,8.16,2.6
AGX,623.66,5.9,230.8
AIP,37.31,11.34,40.6
AIR,127.23,8.41,39.8
AIRO,8.46,6.28,6.2
AIRS,5.35,7.65,4.4
AKAN,15.39,11.44,11.5
ALAB,367.47,11.07,1950.4
ALB,159.06,8.04,359.7
ALGM,47.96,7.68,106.9
ALGT,86.04,7.35,52.6
ALK,46.66,11.95,143.7
ALM,17.07,11.57,92.0
ALMU,24.84,11.39,39.0
ALNT,91.23,6.38,20.4
ALOT,17.0,6.78,1.0
ALTG,6.75,5.14,1.8
AMAT,552.64,11.19,4166.7
AMBA,65.8,5.06,139.4
AMBQ,83.39,11.01,58.1
AMD,488.45,7.97,15092.6
AMKR,76.15,9.4,371.1
AMPG,8.67,14.08,48.6
AMRC,27.88,8.1,23.6
AMRX,16.34,6.66,24.2
AMSC,39.51,7.42,69.5
AMX,27.66,8.77,35.1
ANF,90.62,6.2,127.3
ANRO,21.43,8.89,7.4
AOSL,43.33,12.22,44.5
AP,11.21,10.77,1.5
APGE,89.5,8.2,86.2
APLD,41.47,6.55,963.3
ARHS,7.07,5.52,8.5
ARIS,15.1,6.19,20.2
ARKO,8.64,7.06,6.4
ARM,342.23,11.32,4034.5
ARQT,24.59,5.85,37.8
ARRY,7.45,9.0,48.2
ARTV,8.0,7.82,4.3
ARWR,74.41,5.2,115.5
AS,35.6,5.45,180.0
ASA,55.57,6.05,6.8
ASBP,6.0,6.95,2.6
ASM,5.98,9.12,28.0
ASML,1899.48,9.53,3015.5
ASPI,6.23,6.5,42.9
ASPN,5.72,5.15,8.8
ASTC,26.5,10.42,308.8
ASTI,8.71,24.61,21.8
ASTS,97.56,11.73,2696.8
ASX,36.8,7.29,395.7
ASYS,22.6,17.04,8.2
ATEX,81.44,25.72,28.7
ATI,199.5,8.8,288.5
ATOM,8.75,9.1,14.6
ATRA,10.46,6.09,1.3
ATRO,94.8,15.13,50.1
AU,83.18,6.0,236.4
AUGO,56.58,6.15,68.8
AVAV,183.69,6.22,238.1
AXIA,10.29,5.65,21.9
AYA,17.48,8.71,8.1
AZZ,150.15,7.05,31.3
B,39.1,5.14,544.3
BA,221.63,6.04,1621.2
BAND,64.29,8.4,71.0
BB,9.29,5.33,396.2
BBAR,20.19,14.33,13.4
BBBY,5.96,7.39,14.5
BBNX,14.69,7.07,10.7
BBVA,23.15,5.13,37.3
BCAX,21.28,5.29,11.2
BDC,112.12,5.94,59.4
BE,248.88,6.25,2919.8
BETA,17.0,8.14,30.7
BFH,101.63,5.37,62.7
BFLY,5.68,5.38,21.4
BH,335.54,7.59,20.0
BHE,88.99,7.4,34.7
BHP,88.0,6.09,242.7
BIOA,16.45,6.27,6.8
BIRK,46.21,5.14,121.8
BJRI,51.82,7.04,16.6
BKKT,8.35,8.72,24.2
BKSY,35.97,13.15,102.9
BKTI,84.78,6.37,3.9
BLDR,78.57,5.29,209.3
BLMN,8.06,8.77,16.9
BLSH,27.5,5.36,56.0
BMA,97.9,11.69,27.0
BMNR,16.52,5.63,681.5
BNAI,21.22,5.62,18.2
BNED,11.67,7.86,2.8
BOBS,13.37,8.88,11.3
BOOT,174.98,5.93,130.4
BRCB,7.04,9.15,6.7
BROS,65.03,7.88,202.2
BTDR,17.65,9.63,206.7
BTGO,5.44,6.25,15.0
BULL,6.73,9.97,100.2
BVN,32.76,6.78,40.4
BW,15.86,8.33,71.4
BWXT,194.68,6.38,184.5
BXC,55.54,6.34,6.9
CAAP,26.34,5.4,5.1
CAKE,74.98,6.17,73.1
CAL,14.73,7.21,9.9
CAMT,184.15,10.47,83.7
CAVA,88.25,8.2,275.3
CC,21.52,5.96,50.9
CCL,28.12,8.2,675.4
CCS,60.66,5.96,19.2
CDE,16.4,6.42,425.8
CDNL,65.29,6.96,28.3
CEPU,15.96,5.7,5.2
CEVA,45.54,10.86,41.5
CGAU,15.62,5.97,23.1
CGEM,12.98,7.72,16.8
CGNX,62.11,5.83,135.3
CHEF,89.76,5.27,34.3
CIB,80.83,6.54,32.3
CIFR,22.63,7.66,559.8
CLF,13.71,10.48,240.4
CLFD,39.99,5.82,18.2
CLS,385.86,6.32,896.6
CLSK,16.17,8.52,401.8
CMC,77.75,5.68,75.4
CMCO,13.36,10.23,8.2
CODA,11.9,6.92,1.3
COHU,58.57,7.53,87.5
COMP,8.45,6.83,99.0
COOK,64.04,5.61,2.7
CORT,83.25,6.57,71.1
CORZ,27.22,5.96,350.8
CPA,139.09,8.23,57.1
CPNG,17.25,14.09,421.6
CPRI,20.85,6.98,72.7
CPSH,8.59,26.14,41.7
CRDO,264.76,11.39,2058.2
CRI,41.58,5.72,32.5
CRML,9.74,6.22,92.6
CRNC,10.8,8.54,13.9
CRS,562.45,7.53,293.4
CRWD,691.53,6.76,2644.0
CSTM,34.75,6.43,76.3
CTEV,32.03,7.7,4.5
CTGO,15.97,6.75,8.9
CTRI,29.73,5.46,36.3
CTRN,47.97,5.06,6.5
CVCO,598.95,6.1,78.5
CVLG,46.32,5.8,8.7
CW,757.23,5.31,210.3
CWH,7.74,7.2,17.3
CX,12.7,7.63,58.7
CXDO,7.35,5.91,7.7
CXT,41.01,9.1,36.2
DAKT,20.91,9.3,6.3
DAL,81.83,7.01,556.6
DAVE,285.43,5.36,161.4
DCO,165.0,7.18,30.7
DCTH,11.77,5.14,6.1
DDS,614.28,5.45,76.2
DELL,391.45,5.85,4479.2
DGII,68.33,6.15,23.2
DGP,144.79,6.81,39.7
DGXX,6.5,8.51,97.5
DHI,154.43,5.26,335.7
DIN,34.33,5.7,12.9
DIOD,106.84,6.36,73.7
DJCO,560.23,6.27,19.0
DJT,8.25,5.91,37.0
DMRA,21.36,6.0,8.4
DPRO,6.51,13.71,16.6
DQ,15.43,6.71,17.1
DRS,49.69,7.76,40.5
DUOT,12.1,6.51,11.0
DXYZ,38.7,7.32,327.9
EAF,8.39,7.29,2.3
EAT,158.73,7.68,141.1
ECG,143.69,5.1,83.0
EDHL,5.98,70.86,32.2
EDN,28.37,9.41,4.5
EDSA,5.65,8.45,2.9
EGO,29.97,7.27,75.1
ELA,26.76,5.85,2.7
ELAN,24.05,5.16,149.5
ELVA,9.81,5.48,5.3
ELVN,40.36,9.08,40.1
ELVR,78.05,8.21,8.4
ENPH,54.93,8.62,595.8
ENTG,144.92,12.45,418.3
ENVA,189.59,5.37,36.1
ENVX,6.7,6.69,60.7
EQPT,19.48,5.58,48.5
EQX,10.24,5.24,151.3
ERO,27.7,7.45,35.3
ESAB,89.15,7.51,56.7
ESI,42.92,8.71,113.2
ESLT,913.2,11.51,100.8
ESTA,85.11,7.11,34.9
EVC,9.98,11.51,24.8
EVLV,6.14,5.14,17.6
EVTC,25.4,6.1,16.1
EXK,8.1,9.16,59.7
EXTR,31.07,8.71,59.5
EZPW,30.75,5.89,25.0
FBIN,42.96,6.26,97.6
FCEL,17.69,9.13,249.8
FCX,66.34,6.86,831.7
FDX,338.0,5.87,652.7
FEIM,77.15,15.79,11.2
FIX,1843.42,7.21,829.1
FLEX,151.99,8.96,826.3
FLNC,24.28,12.3,324.7
FLR,50.15,7.07,126.8
FLS,78.1,7.19,145.2
FLXS,63.21,8.7,2.9
