Ticker,Type
AA,Big Move
AAL,Big Move
AAON,Big Move
ABAT,Pullback
ACLS,Big Move
ACMR,Big Move
ACVA,Big Move
ADEA,Big Move
ADI,Pullback
ADNT,Pullback
ADPT,Big Move
AEF,Big Move
AEHR,Big Move
AEIS,Big Move
AERO,Big Move
AEVA,Pullback
AFRM,Big Move
AG,Big Move
AGIO,Pullback
AGL,Big Move
AGPU,Big Move
AGX,Big Move
AIP,Big Move
AIR,Big Move
AIRO,Big Move
AIRS,Big Move
AKAN,Big Move
ALAB,Big Move
ALB,Big Move
ALGM,Pullback & Big Move
ALGT,Pullback & Big Move
ALK,Big Move
ALM,Big Move
ALMU,Big Move
ALNT,Big Move
ALOT,Big Move
ALTG,Big Move
ALTO,Pullback
AMAT,Big Move
AMBA,Big Move
AMBQ,Big Move
AMD,Pullback & Big Move
AMKR,Big Move
AMRC,Big Move
AMRX,Big Move
AMSC,Big Move
AMX,Big Move
ANF,Big Move
ANRO,Big Move
AOSL,Big Move
AP,Big Move
APGE,Big Move
APLD,Big Move
ARHS,Big Move
ARIS,Big Move
ARM,Pullback & Big Move
ARQT,Big Move
ARRY,Big Move
ARTV,Big Move
ARWR,Big Move
AS,Big Move
ASA,Big Move
ASBP,Big Move
ASM,Big Move
ASML,Big Move
ASPI,Big Move
ASPN,Big Move
ASTC,Big Move
ASTI,Big Move
ASTS,Pullback & Big Move
ASX,Pullback & Big Move
ASYS,Big Move
ATEX,Big Move
ATI,Big Move
ATOM,Big Move
ATRA,Big Move
ATRO,Big Move
AU,Big Move
AUGO,Big Move
AVAV,Big Move
AVTR,Pullback
AXIA,Big Move
AYA,Big Move
AZZ,Big Move
B,Big Move
BA,Big Move
BAND,Pullback & Big Move
BB,Pullback & Big Move
BBAR,Big Move
BBBY,Pullback & Big Move
BBNX,Big Move
BBVA,Big Move
BBWI,Pullback
BCAX,Big Move
BDC,Big Move
BE,Big Move
BETA,Big Move
BFH,Big Move
BH,Big Move
BHE,Big Move
BHP,Big Move
BIOA,Big Move
BIRK,Big Move
BKKT,Big Move
BKSY,Big Move
BKTI,Big Move
BLBD,Pullback
BLDR,Big Move
BLMN,Big Move
BLSH,Big Move
BLZE,Pullback
BMA,Big Move
BMNR,Big Move
BNAI,Big Move
BNED,Big Move
BOBS,Big Move
BOOT,Big Move
BRCB,Big Move
BROS,Big Move
BRUN,Pullback
BTDR,Pullback & Big Move
BTGO,Big Move
BVN,Big Move
BW,Big Move
BWXT,Big Move
BXC,Big Move
CAAP,Big Move
CAKE,Big Move
CAL,Big Move
CAMT,Big Move
CC,Big Move
CCL,Big Move
CCS,Big Move
CDE,Big Move
CDNL,Big Move
CEPU,Big Move
CEVA,Big Move
CGAU,Big Move
CGEM,Big Move
CGNX,Big Move
CHEF,Big Move
CIB,Big Move
CIFR,Pullback & Big Move
CLF,Big Move
CLFD,Big Move
CLS,Big Move
CLSK,Pullback & Big Move
CMC,Big Move
CMCO,Big Move
CMP,Pullback
CODA,Big Move
COHU,Big Move
COMP,Big Move
COOK,Big Move
CORT,Big Move
CORZ,Pullback & Big Move
CPA,Big Move
CPNG,Big Move
CPRI,Big Move
CPSH,Big Move
CRDO,Big Move
CRI,Big Move
CRML,Big Move
CRNC,Big Move
CRS,Big Move
CRSR,Pullback
CRWD,Big Move
CSTM,Pullback & Big Move
CTEV,Big Move
CTGO,Big Move
CTRI,Big Move
CTRN,Big Move
CVCO,Big Move
CVLG,Big Move
CW,Big Move
CWH,Big Move
CX,Big Move
CXDO,Big Move
CXT,Big Move
DAKT,Big Move
DAL,Big Move
DAVE,Big Move
DCO,Big Move
DCTH,Big Move
DDS,Pullback & Big Move
DELL,Pullback & Big Move
DGII,Pullback & Big Move
DGP,Big Move
DGXX,Big Move
DHI,Big Move
DIN,Big Move
DIOD,Pullback & Big Move
DJCO,Big Move
DJT,Big Move
DMRA,Big Move
DPRO,Pullback & Big Move
DQ,Big Move
DRS,Big Move
DRTS,Pullback
DUOT,Pullback & Big Move
DXYZ,Big Move
DY,Pullback
EAF,Big Move
EAT,Big Move
ECG,Big Move
EDHL,Big Move
EDN,Big Move
EGO,Big Move
ELA,Big Move
ELAN,Pullback & Big Move
ELVA,Big Move
ELVN,Big Move
ELVR,Big Move
ENPH,Big Move
ENTG,Big Move
ENVA,Big Move
ENVX,Big Move
EQPT,Big Move
EQX,Big Move
ERO,Big Move
ESAB,Big Move
ESI,Big Move
ESLT,Big Move
ESTA,Big Move
EVC,Big Move
EVLV,Big Move
EVTC,Big Move
EXK,Big Move
EXTR,Big Move
EZPW,Big Move
F,Pullback
FBIN,Big Move
FCEL,Big Move
FCX,Pullback & Big Move
FDX,Big Move
FEIM,Big Move
FIX,Big Move
FLEX,Pullback & Big Move
FLNC,Big Move
FLR,Big Move
FLS,Big Move
FLXS,Big Move
FLY,Big Move
FND,Big Move
FORM,Big Move
FOUR,Big Move
FPS,Big Move
FSLR,Pullback & Big Move
FSM,Big Move
FTAI,Big Move
FUN,Big Move
GCO,Big Move
GCT,Big Move
GD,Big Move
GFI,Big Move
GFS,Pullback & Big Move
GGAL,Big Move
GHM,Pullback & Big Move
GILT,Big Move
GLXY,Big Move
GNRC,Big Move
GOLD,Big Move
GOLF,Big Move
GPGI,Big Move
GPK,Pullback
GRRR,Pullback & Big Move
GSIT,Big Move
GTES,Big Move
HBM,Pullback & Big Move
HEI,Big Move
HELE,Big Move
HIMX,Big Move
HIVE,Pullback
HL,Big Move
HLF,Big Move
HLIT,Pullback & Big Move
HMY,Big Move
HOG,Big Move
HON,Big Move
HOOD,Big Move
HOV,Big Move
HP,Pullback
HPE,Pullback
HSBC,Big Move
HTCO,Big Move
HUN,Big Move
HUT,Pullback & Big Move
HWM,Big Move
HXL,Big Move
HYMC,Big Move
HZO,Pullback
IAG,Big Move
IBP,Big Move
ICHR,Big Move
IDCC,Big Move
IDR,Big Move
IE,Big Move
IESC,Pullback & Big Move
IIPR,Big Move
IMOS,Big Move
IMSR,Big Move
IMUX,Big Move
IMVT,Big Move
INOD,Pullback & Big Move
INSM,Big Move
INTC,Big Move
INTT,Big Move
IOVA,Pullback
IP,Big Move
IPGP,Big Move
IPX,Big Move
IRDM,Big Move
IREN,Big Move
IRS,Big Move
ISOU,Big Move
ISSC,Big Move
JBIO,Big Move
JBL,Big Move
JHX,Big Move
JKS,Big Move
JOBY,Big Move
JTAI,Big Move
KALU,Big Move
KDK,Big Move
KEEL,Pullback & Big Move
KF,Big Move
KGC,Big Move
KLAC,Big Move
KLAR,Pullback
KLIC,Big Move
KMX,Big Move
KN,Big Move
KOD,Big Move
KOPN,Big Move
KRMN,Big Move
KSS,Big Move
KTB,Big Move
KTOS,Big Move
KVHI,Big Move
KYMR,Big Move
KZIA,Big Move
LAR,Big Move
LASE,Pullback
LASR,Big Move
LC,Big Move
LCID,Big Move
LEN,Big Move
LEU,Big Move
LEVI,Big Move
LFST,Big Move
LFUS,Pullback & Big Move
LGIH,Big Move
LGN,Big Move
LIND,Big Move
LIXT,Big Move
LMB,Big Move
LMRI,Big Move
LOAR,Big Move
LOMA,Big Move
LPTH,Pullback & Big Move
LPX,Pullback
LQDA,Big Move
LRCX,Big Move
LSCC,Pullback & Big Move
LTBR,Big Move
LTM,Big Move
LTRX,Big Move
LUNR,Big Move
LUV,Big Move
LWLG,Big Move
LYG,Big Move
M,Big Move
MAKO,Big Move
MAMA,Big Move
MARA,Pullback & Big Move
MBX,Big Move
MCHP,Big Move
MCS,Big Move
MDA,Pullback & Big Move
MEI,Big Move
MGTX,Big Move
MHK,Big Move
MIRM,Big Move
MKSI,Big Move
MLGO,Big Move
MLKN,Big Move
MMED,Big Move
MMYT,Big Move
MNRO,Big Move
MNTS,Big Move
MOD,Big Move
MOS,Big Move
MOV,Big Move
MOVE,Big Move
MP,Big Move
MPLT,Big Move
MPWR,Big Move
MRAM,Big Move
MRCY,Big Move
MRNA,Big Move
MRVL,Big Move
MT,Big Move
MTA,Big Move
MTRN,Big Move
