Ticker,Price,ADR,Support,Dist
AA,72.41,4.81,E9,0.11
AAL,14.09,4.02,E9,2.11
ACMR,81.33,9.41,E9,1.44
ADEA,30.53,7.22,E9,1.41
AI,10.79,6.74,E9,2.37
AIIO,2.83,34.43,E9,1.63
AKTX,15.0,35.22,E9,1.67
ALAB,341.7,10.55,E9,2.06
ALGT,86.69,5.63,E9,1.96
ALOY,12.53,12.07,E9,2.41
ALTO,5.26,6.86,E9,0.39
AMD,475.51,6.09,E21,1.78
AMKR,70.91,7.49,E9,0.56
AMN,30.33,5.78,E9,1.0
APGE,85.0,6.17,E9,1.36
APPF,169.29,4.73,E9,1.59
APPN,24.05,6.37,E9,0.43
APTV,68.48,4.87,E9,0.06
ASAN,7.54,7.34,E9,2.09
ASTI,6.82,23.06,E9,2.92
ATEN,30.95,4.01,E9,0.6
ATEX,64.55,6.85,E9,1.08
ATKR,80.78,4.34,E9,1.02
ATRO,84.59,5.92,E9,0.12
AVBP,30.55,6.13,E9,1.33
AVPT,10.58,4.19,E9,0.35
AVR,9.47,7.73,E9,2.8
AXON,452.51,6.51,E9,2.32
AZTA,22.72,5.26,E9,1.13
BBBY,5.82,7.16,E9,1.42
BEAM,30.47,6.8,E9,0.37
BHVN,11.09,8.18,E9,2.64
BLBD,71.16,4.23,E9,1.03
BMA,88.0,4.93,E9,2.99
BOOT,170.81,5.4,E9,2.44
BRKR,57.24,5.42,E9,1.97
BROS,57.79,4.54,E9,2.42
BRUN,29.15,18.33,E21,1.32
BTDR,17.41,10.64,E9,2.06
BURL,324.42,4.24,E9,1.75
BWA,73.27,4.53,E9,0.37
CADL,8.67,7.68,E9,1.44
CART,42.24,4.38,E9,2.09
CBZ,33.74,4.73,E9,1.54
CDNA,22.75,4.79,E9,1.86
CDNS,390.9,4.03,E9,0.03
CDW,133.33,4.38,E9,1.71
CIFR,23.03,9.86,E21,1.36
CLF,12.72,6.21,E21,2.59
CLSK,15.97,8.73,E21,0.42
CLYM,11.14,8.42,E9,1.69
CNR,91.27,4.26,E9,0.62
CNXC,27.29,5.93,E9,0.79
CORZ,27.01,6.1,E9,0.3
CRI,39.8,4.22,E9,2.72
CRMD,8.65,4.45,E9,2.84
CRVL,61.11,4.63,E9,1.84
CSTM,34.0,5.17,E9,0.58
CVLT,121.77,4.54,E9,2.58
CYRX,15.19,4.39,E9,1.39
DDOG,227.34,5.36,E21,2.74
DDS,609.19,4.12,E9,1.48
DELL,381.78,6.8,E9,1.18
DFH,14.82,6.43,E9,0.95
DFTX,22.95,5.98,E9,0.54
DGII,66.18,4.31,E9,1.28
DJCO,527.52,4.35,E9,1.68
DK,46.55,5.3,E9,0.27
DOCN,168.33,8.17,E9,0.19
DOO,60.61,4.24,E9,0.92
DSGX,74.8,4.06,E9,0.17
