Ticker,Price,Gain,Vol
ACLS,164.57,6.34,83.2
ADUR,16.88,17.22,8.5
AERO,16.68,5.24,3.0
AGL,102.16,7.16,27.8
ALGT,86.69,5.32,54.4
ALHC,19.2,25.08,124.8
ALK,45.13,6.84,136.7
ALMS,20.01,5.37,21.3
AMRX,14.69,7.15,20.7
ANF,83.67,5.22,122.9
ANL,10.84,5.96,1.6
ANRO,21.15,15.95,7.5
APH,154.07,7.29,1527.0
APOG,39.45,6.74,7.4
APPS,9.85,5.35,72.9
ARDT,9.41,6.57,5.0
ARE,52.95,5.35,98.2
ARHS,6.68,7.4,8.4
ARQT,22.79,5.8,39.1
ARTV,7.27,6.91,4.2
ASH,62.5,8.77,64.3
AVO,10.87,7.52,15.9
BAP,349.61,9.29,214.5
BBAR,18.14,5.22,12.2
BBBY,5.82,6.2,14.5
BCH,38.54,6.05,13.4
BFLY,5.12,7.11,19.0
BKD,12.86,8.34,48.3
BLDR,77.54,6.04,211.8
BLFS,27.55,5.56,19.3
BLLN,102.39,8.43,70.1
BLMN,7.43,5.09,17.3
BOOT,170.81,5.31,138.1
BRBR,8.43,6.71,40.2
BX,120.29,5.34,602.8
CAI,16.96,5.08,50.0
CARR,71.24,5.78,429.5
CBRL,36.3,6.11,33.0
CECO,95.44,18.52,82.9
CELC,92.59,5.9,188.7
CLW,16.3,5.84,3.2
CNMD,36.9,6.99,16.4
COMP,8.17,7.78,100.0
COOK,66.0,12.13,2.5
CORT,77.49,5.67,69.3
CRDO,234.32,5.42,1844.4
CROX,127.77,5.9,146.0
CWH,7.29,6.73,17.3
DCTH,11.69,6.86,6.0
DHC,8.79,5.9,16.4
DIN,31.52,5.07,14.1
DKNG,27.59,11.34,302.6
DNLI,20.79,6.4,35.5
DYN,17.92,6.6,26.3
ELA,24.87,5.83,2.9
ELF,55.67,6.48,248.5
ELVN,36.11,7.37,32.8
ESRT,5.7,6.54,10.9
ESTA,79.82,6.65,33.3
EXP,217.38,5.12,93.0
FBRX,17.0,8.49,5.0
FBYD,14.65,6.7,1.3
FCEL,17.49,12.84,267.4
FDMT,9.23,6.83,7.2
FLUT,111.31,6.06,271.5
FND,49.74,8.3,137.7
GFF,92.27,6.39,28.6
GHM,100.28,5.18,27.9
GLXY,32.68,7.11,186.6
GMED,82.52,5.39,147.9
GPCR,41.25,9.21,26.6
GRBK,71.44,5.15,17.1
HAE,78.71,5.11,65.0
HELE,26.97,6.77,14.4
HIMS,28.98,6.66,541.5
HOV,114.0,5.55,12.5
HPP,15.5,6.16,16.4
HRMY,34.1,5.28,22.8
IART,17.9,5.67,15.2
ICHR,71.6,7.27,75.6
IFS,52.55,11.43,18.9
INHD,39.49,3660.95,550.9
INSM,99.04,5.17,415.1
IRTC,113.83,6.15,61.5
JBI,5.26,6.48,10.0
JMIA,7.31,6.56,17.2
KNF,76.29,5.72,41.8
KTB,77.18,6.82,52.7
LE,12.16,8.47,2.8
LEGN,33.49,6.25,93.6
LESL,8.18,59.45,10.2
LGIH,53.27,5.3,19.0
LIFE,17.69,5.99,11.6
LINE,44.55,5.34,43.5
LMRI,8.65,6.4,9.2
LNZA,7.88,8.54,1.2
LOMA,11.73,6.73,5.6
LUV,43.17,5.24,251.4
MANE,95.91,6.19,47.7
MD,23.66,5.3,17.3
MDLN,36.01,6.54,487.9
MGNI,15.81,8.07,34.4
MH,12.97,8.9,4.9
MHK,106.89,5.4,66.9
MLYS,24.18,7.47,50.7
MTH,72.09,5.64,50.6
MYE,26.06,5.89,6.5
NSP,37.27,7.34,21.8
NUVL,123.25,39.28,398.9
NVRI,21.13,6.29,42.8
OCC,21.01,10.58,25.1
ODC,98.59,17.38,8.0
ODD,10.92,9.97,23.3
OEC,7.25,5.69,3.2
OFRM,16.16,6.67,5.4
OPCH,21.11,5.13,70.8
OPFI,8.44,7.65,5.9
ORIC,8.0,6.24,13.9
PAL,8.01,11.87,2.3
PAYO,6.39,24.32,37.3
PENN,20.32,6.0,63.3
PKE,34.4,7.84,10.0
PODD,159.61,5.35,238.4
POOL,192.42,6.34,165.1
PRKS,44.51,5.88,39.4
PRM,32.77,5.44,41.7
PTGX,105.87,8.0,56.3
QXO,16.4,5.53,276.1
RARE,22.79,5.56,36.2
RKT,13.18,6.72,325.8
RLMD,6.27,9.62,7.3
RNAC,6.85,16.89,2.2
ROLR,7.46,14.59,5.6
RSI,27.59,5.55,46.0
RYAN,33.34,5.34,76.4
SG,8.0,6.52,60.4
SGML,14.15,6.79,57.8
SHAZ,63.42,6.66,44.2
SI,15.32,8.27,1.4
SITE,107.34,5.19,102.1
