Ticker,Type
AAP,Pullback
AAUC,Big Move
ABCL,Big Move
ADEA,Pullback
ADMA,Big Move
ADPT,Pullback
AEVA,Big Move
AGEN,Pullback
AIR,Pullback
AKAN,Big Move
ALB,Big Move
ALIT,Big Move
ALK,Pullback
ALMS,Pullback
ALNT,Big Move
ALOY,Big Move
AMBP,Pullback
AMLX,Big Move
AMPL,Big Move
ANIK,Big Move
ANL,Big Move
APA,Big Move
ARHS,Big Move
ASPN,Big Move
ATI,Big Move
ATNI,Big Move
AUPH,Big Move
AURA,Big Move
AVEX,Big Move
AVNT,Big Move
AXGN,Pullback
BAX,Pullback
BBDC,Big Move
BCAX,Big Move
BHC,Pullback
BHVN,Big Move
BILL,Pullback
BKSY,Big Move
BRZE,Pullback
BVN,Pullback
CACI,Big Move
CAI,Big Move
CBRL,Pullback
CDRE,Big Move
CENT,Big Move
CGNX,Pullback
CHWY,Pullback
CHYM,Big Move
CION,Big Move
CLBT,Pullback
CLMT,Pullback
CLRO,Big Move
CLYM,Big Move
CNH,Pullback
CNR,Big Move
COGT,Pullback
CORT,Pullback
CRM,Pullback
CRSR,Pullback
CVNA,Pullback
CVRX,Big Move
CWEN,Big Move
DCO,Big Move
DCTH,Big Move
DELL,Pullback
DGII,Big Move
DIOD,Big Move
DMRA,Pullback
DNLI,Pullback
DNOW,Big Move
DNTH,Pullback
DOCU,Pullback
DOX,Big Move
DXPE,Big Move
DXYZ,Big Move
DYN,Pullback
EC,Big Move
ECO,Big Move
ECPG,Big Move
EDRY,Big Move
EHC,Big Move
ELF,Big Move
ENR,Pullback
EOLS,Big Move
EPC,Pullback
EXPE,Pullback
EYE,Pullback
FA,Big Move
FDS,Pullback
FF,Big Move
FHTX,Big Move
FIG,Pullback
FIVN,Pullback
FLY,Big Move
FND,Pullback
FOX,Big Move
FOXA,Big Move
FSK,Big Move
FSLY,Pullback
FTDR,Big Move
FWRD,Big Move
FXHO,Big Move
GCT,Big Move
GFR,Big Move
GH,Pullback
GHRS,Big Move
GKOS,Pullback
GLOB,Pullback
GNL,Big Move
GO,Pullback
GOOD,Big Move
GPGI,Pullback
GRAB,Pullback
GRC,Pullback
GSHD,Pullback
GTES,Pullback
GTLB,Pullback
GWRE,Pullback
HAWK,Big Move
HCC,Big Move
HELE,Pullback
HLX,Big Move
HNST,Big Move
HOV,Pullback
HP,Big Move
HPQ,Pullback
HRTG,Big Move
ILMN,Pullback
IMAX,Pullback
IMCR,Pullback
IMMX,Big Move
INSM,Big Move
INTU,Pullback
IOT,Pullback
IOVA,Big Move
ITRI,Pullback
ITT,Big Move
JBLU,Pullback
JOBY,Big Move
KALU,Pullback
KARO,Pullback
KMPR,Pullback
KNSA,Pullback
KRO,Big Move
KROS,Big Move
KRRO,Big Move
KWR,Pullback
LB,Big Move
LBRX,Big Move
LCID,Pullback
LDOS,Big Move
LEGH,Big Move
LEU,Pullback
LGIH,Pullback
LIFE,Big Move
LOAR,Pullback
LPX,Pullback
LQDT,Big Move
LUNR,Big Move
LWAY,Big Move
LYEL,Big Move
LYFT,Pullback
MATV,Big Move
MBC,Pullback
MBX,Pullback
MF,Big Move
MGNI,Big Move
MIAX,Pullback
MLR,Big Move
MMYT,Pullback
MNDY,Pullback
MNTN,Big Move
MORN,Pullback
MSI,Big Move
MTSI,Big Move
MYE,Pullback
NBR,Big Move
NCNO,Pullback
NEOG,Pullback
NET,Pullback
NEXT,Big Move
NOVT,Big Move
NSIT,Big Move
NTSK,Pullback
NXTC,Big Move
OBE,Big Move
OCSL,Big Move
OEC,Big Move
OESX,Big Move
OPRT,Big Move
ORA,Big Move
OTF,Big Move
PAR,Pullback
PAVS,Big Move
PAYC,Big Move
PAYS,Big Move
PCVX,Big Move
PH,Big Move
PI,Big Move
PKOH,Big Move
PLXS,Pullback
PN,Big Move
POET,Big Move
PRAA,Big Move
PRAX,Big Move
PRGS,Pullback
PSNL,Pullback
PTC,Big Move
PTEN,Big Move
PTGX,Big Move
PWP,Pullback
QTTB,Pullback
RAPP,Big Move
RDW,Big Move
RELY,Big Move
REPL,Big Move
RGNX,Big Move
RHI,Pullback
RIGL,Pullback
RMAX,Big Move
RPD,Pullback
SBGI,Big Move
SDGR,Big Move
SGHT,Big Move
SHC,Big Move
SIMO,Big Move
SITM,Big Move
SMTC,Big Move
SNDA,Pullback
SOPH,Big Move
SOUN,Big Move
SPHR,Pullback
SPSC,Pullback
SRPT,Big Move
SRRK,Big Move
SVC,Big Move
SVRA,Big Move
SYRE,Pullback
TARS,Big Move
TASK,Big Move
TDW,Big Move
TGHL,Pullback
TIC,Big Move
TIGO,Big Move
TNDM,Pullback
TPC,Big Move
TPVG,Big Move
TRAX,Pullback
TRLV,Big Move
TROX,Big Move
TRUP,Big Move
TSAT,Big Move
TSEM,Big Move
U,Big Move
USFD,Big Move
VAC,Big Move
VCTR,Big Move
VERA,Big Move
VG,Big Move
VGNT,Pullback
VOR,Big Move
VOYG,Big Move
VRDN,Big Move
VSNT,Big Move
VVX,Pullback & Big Move
VYX,Pullback
WBUY,Pullback
WETO,Big Move
WIX,Pullback
WOLF,Big Move
WPP,Big Move
WW,Big Move
WYHG,Big Move
XE,Big Move
YARW,Big Move
ZLAB,Big Move
ZVRA,Big Move
