Ticker,Price,Gain,Vol
ACHC,24.87,5.83,62.3
ACLS,187.53,6.89,97.2
ACMR,109.87,14.22,165.9
ACVA,6.48,5.54,19.7
AEIS,372.59,5.45,310.1
AGL,113.8,8.72,27.2
AGMB,10.98,8.71,1.0
AGPU,7.12,14.29,2.8
AIOS,13.45,10.25,1.0
AIRO,7.99,6.25,5.9
ALAB,417.07,11.31,2379.3
ALGM,59.0,9.3,125.9
ALGT,100.76,5.08,51.5
ALOY,17.78,7.04,40.3
ALTG,7.67,6.23,2.0
AMBA,69.97,6.21,143.5
AMBQ,90.48,14.36,58.2
AMPX,16.17,7.8,161.3
AMSC,43.4,8.15,64.9
AOSL,48.04,11.33,50.4
ARQQ,24.38,7.88,25.6
ASH,67.92,5.53,61.1
ASPI,7.18,7.49,44.5
ASTE,56.12,5.55,9.8
ASX,40.56,8.33,434.6
ATEC,8.81,6.92,21.7
ATKR,81.17,5.64,39.6
ATOM,9.0,10.16,14.0
BBNX,13.88,5.23,13.0
BCC,74.66,5.44,29.1
BE,328.91,15.41,3074.3
BEAM,34.14,5.11,62.2
BESS,5.82,37.91,5.6
BFLY,8.9,55.87,50.4
BGDE,10.67,10.0,1.2
BIRD,5.97,8.94,18.5
BLDR,80.59,5.84,211.7
BLLN,105.15,5.81,75.9
BOOT,174.22,5.13,120.4
BRCB,7.72,5.61,5.9
BROS,70.72,7.61,219.0
BWIN,20.24,16.79,34.7
BXC,57.56,5.81,6.4
CAL,13.14,5.2,10.4
CALY,18.22,5.93,44.2
CAMT,195.16,9.55,81.5
CAST,8.07,56.7,97.6
CBRL,47.34,7.89,70.1
CCS,63.25,5.61,20.7
CDNA,26.18,11.5,19.8
CDNL,81.4,8.69,32.2
CEVA,49.72,10.71,46.1
CHPT,8.31,8.06,5.2
CHRN,23.33,13.2,7.5
CHYM,17.6,6.02,73.0
CIFR,29.18,10.74,619.5
CLPT,17.77,5.71,14.0
CMCO,14.69,5.08,10.6
CODA,10.0,8.23,2.3
COHU,69.4,6.04,95.9
COMP,10.01,6.49,113.1
CPA,151.04,5.45,49.5
CPAC,12.7,6.99,1.0
CRDO,271.83,9.02,2286.7
CRNC,10.77,7.7,14.6
CRSR,8.95,5.54,50.2
CSL,360.96,5.51,121.5
CTOS,11.27,6.22,9.1
CTRN,60.66,6.72,8.5
CUE,28.46,6.47,2.1
CVNA,66.56,5.89,736.5
CWH,7.76,7.78,17.8
DAVE,314.44,10.01,203.2
DFH,15.6,7.44,9.6
DIOD,119.46,9.8,74.0
DNA,9.17,7.25,11.2
DUOT,13.15,7.79,10.9
DXPE,173.69,5.35,23.4
EC,16.58,5.81,50.2
EDSA,7.35,6.83,1.9
ELVA,10.42,5.25,4.1
ENLT,86.48,7.39,27.0
ENOV,21.97,5.37,25.3
ENPH,52.28,9.42,523.4
ENR,21.52,7.76,21.1
ENTG,178.77,13.62,467.0
ENVX,7.08,5.83,53.4
EQPT,26.32,12.67,38.9
ESAB,106.2,7.07,76.2
ESOA,16.95,5.02,2.0
EWTX,36.81,5.72,65.9
EXP,224.58,5.32,96.9
FCEL,24.04,19.96,237.6
FGMC,10.3,6.19,3.7
FLNC,24.8,5.89,324.7
FLO,7.78,6.14,62.1
FND,53.03,5.89,134.5
FNKO,5.48,7.66,3.3
FORM,149.55,6.86,200.1
FOXF,18.67,5.84,9.6
FRHC,143.7,7.09,31.2
FRMI,9.5,9.7,140.0
FRO,40.93,5.35,128.3
FTH,17.82,7.03,1.1
FVRR,10.38,7.9,10.2
GEV,1109.73,5.8,2937.8
GFS,85.83,6.44,513.9
GLW,194.92,11.13,2364.3
GMED,79.23,5.05,145.0
