Ticker,Price,Gain,Vol
AAOI,90.11,17.76,964.9
AARD,6.4,20.3,2.8
ABCL,5.69,5.57,36.9
ABSI,7.64,10.72,36.9
ABTC,5.9,13.68,12.2
ACLS,125.21,11.74,65.1
ACMR,78.65,20.44,108.5
ADEA,25.4,9.72,34.7
ADPT,24.18,7.18,61.3
ADUR,13.7,8.13,8.8
AEF,8.58,5.93,1.0
AEHR,76.87,17.54,274.1
AEIS,274.26,8.62,202.6
AEVA,16.46,17.66,27.0
AGEN,7.91,19.31,65.1
AGPU,8.5,21.08,4.8
AGX,579.87,17.78,199.7
AIP,29.3,8.68,23.5
AKAM,113.75,5.9,422.6
AKAN,6.39,10.55,2.6
ALAB,299.69,20.0,1531.0
ALM,11.67,6.58,88.9
ALMS,28.95,9.74,38.2
ALNT,86.21,9.17,24.1
ALOY,8.81,17.69,23.9
AMAT,501.77,14.97,4866.5
AMBA,74.09,7.08,119.6
AMBQ,63.23,10.43,39.4
AMCI,5.07,17.09,1.2
AMD,485.39,13.0,14327.5
AMKR,48.26,12.94,373.0
AMLX,20.75,5.17,31.4
AMPX,9.47,12.2,65.6
AMRC,20.66,11.62,11.4
AMSC,29.45,10.55,25.6
ANAB,55.04,5.56,48.1
ANET,171.02,8.26,1289.7
ANIK,18.07,11.75,1.1
ANL,13.0,7.35,2.8
ANNX,5.27,8.44,23.3
ANRO,28.63,7.15,15.8
AOSL,31.11,12.31,22.1
APH,159.82,6.33,1062.5
APLD,27.97,20.46,588.8
ARM,241.54,7.4,1750.5
ARQQ,17.71,14.33,9.3
ARRY,5.08,5.61,39.1
ARXS,48.98,15.33,34.1
ASML,1651.44,6.5,3586.2
ASST,11.94,7.96,35.3
ASTS,58.44,10.2,974.5
ASX,34.77,11.73,394.0
ASYS,14.79,8.35,6.7
ATEX,93.58,6.1,38.6
ATOM,5.09,14.0,4.0
ATRO,68.41,5.02,41.0
AU,82.33,5.73,180.2
AVEX,15.91,10.79,34.2
AVNW,20.95,7.27,2.5
AXTI,46.94,26.97,443.3
AYA,20.49,6.61,11.1
BAND,38.83,5.09,82.1
BAX,26.75,7.99,151.6
BB,8.44,8.07,222.4
BBVA,27.6,7.56,32.5
BCS,27.7,6.33,158.0
BDC,117.11,14.78,59.2
BDL,40.3,6.08,1.7
BE,207.12,26.49,3615.2
BFLY,8.17,15.07,58.3
BHC,6.03,28.85,14.1
BHE,79.42,7.17,37.7
BIOA,24.85,11.99,13.3
BJRI,74.26,5.86,31.1
BKKT,7.44,8.61,7.3
BKSY,22.46,8.98,28.8
BLLN,139.59,5.34,79.5
BLZE,12.63,10.98,31.0
BMNR,18.08,8.98,582.7
BOOM,6.26,15.5,1.4
BRUN,19.85,26.92,42.1
BSTZ,27.94,5.2,5.8
BTDR,11.1,24.72,112.4
BTGO,5.05,7.68,4.4
BTSG,72.88,5.06,303.7
BVN,31.86,5.43,25.1
BW,9.47,19.27,37.3
BWAY,15.25,7.7,2.1
BWXT,165.59,5.18,151.9
CADL,9.87,5.0,12.9
CAMT,137.23,8.08,72.9
CDE,15.4,5.26,424.7
CDLR,22.67,7.09,2.3
CDNA,38.1,7.6,38.9
CDNL,62.96,7.09,50.1
CECO,65.54,9.56,67.7
CELC,87.64,5.26,173.8
CENX,44.88,5.2,77.6
CEPU,15.5,7.79,3.0
CEVA,32.89,10.22,27.6
CGAU,18.32,7.57,23.5
CGNX,62.62,8.3,125.4
CGON,73.03,5.66,67.9
CHEF,112.22,6.24,63.0
CHPT,5.49,5.98,2.9
CHRN,21.06,13.71,7.8
CIEN,372.07,12.62,793.8
CIFR,22.66,28.07,578.6
CLS,352.59,7.36,833.0
CLSK,14.54,21.07,329.8
CMCO,20.68,41.45,10.5
CMDB,19.41,5.72,1.3
CMG,38.52,12.5,606.0
CMPS,11.57,6.15,57.1
CNMD,46.98,8.72,33.1
COAG,47.47,6.08,18.0
COHR,249.06,12.16,1352.6
COHU,46.45,18.07,59.6
