Ticker,Type
AAOI,Big Move
ABCL,Pullback
ACLS,Big Move
ACMR,Pullback & Big Move
ADNT,Big Move
ADPT,Big Move
ADTN,Big Move
AEHR,Big Move
AEIS,Big Move
AG,Big Move
ALAB,Big Move
ALGM,Pullback & Big Move
ALGN,Pullback
ALGT,Pullback & Big Move
ALK,Pullback & Big Move
ALNY,Pullback
ALTO,Pullback
AMAT,Pullback
AMD,Pullback & Big Move
AMKR,Big Move
AMPL,Big Move
ANDG,Big Move
ANF,Pullback
ANNX,Pullback
ANRO,Big Move
AP,Big Move
APEI,Pullback
APPS,Big Move
ARIS,Big Move
ARM,Big Move
ASAN,Pullback
ASBP,Big Move
ASM,Big Move
ASX,Big Move
ASYS,Big Move
ATLC,Pullback & Big Move
AUGO,Big Move
AVTR,Big Move
AXON,Pullback
AYI,Pullback
BAND,Big Move
BBIO,Big Move
BDSX,Big Move
BEAM,Pullback
BETR,Big Move
BFLY,Big Move
BGDE,Big Move
BIOA,Big Move
BIRK,Pullback
BLLN,Big Move
BLZE,Big Move
BOBS,Pullback
BRAI,Big Move
BRCB,Big Move
BRKR,Pullback & Big Move
BTDR,Big Move
BTGO,Big Move
BW,Big Move
CAI,Pullback
CALX,Big Move
CBRL,Pullback
CCS,Pullback
CCTG,Pullback
CCXI,Big Move
CDE,Big Move
CDNA,Big Move
CECO,Big Move
CEVA,Big Move
CGEM,Pullback
CGON,Big Move
CHRN,Big Move
CMPS,Pullback
CNMD,Big Move
COHU,Big Move
COMP,Pullback & Big Move
CRMD,Pullback
CRSR,Big Move
CTGO,Big Move
CTOS,Big Move
CUPR,Pullback
DAKT,Pullback
DCOY,Big Move
DFTX,Big Move
DKNG,Pullback
DMRA,Big Move
DNA,Pullback & Big Move
DOCS,Pullback
DXYZ,Big Move
ECO,Pullback
ENOV,Big Move
ENTG,Big Move
ENVA,Big Move
ENVX,Big Move
ERO,Big Move
EVC,Pullback
EXK,Big Move
EXTR,Big Move
EYPT,Big Move
EZPW,Pullback & Big Move
FA,Pullback
FAC,Big Move
FBRX,Big Move
FC,Big Move
FCX,Big Move
FDMT,Pullback
FIGR,Big Move
FIX,Big Move
FLNC,Big Move
FND,Pullback
FSM,Big Move
FTAI,Big Move
FTK,Big Move
FVN,Big Move
FWRD,Big Move
FXHO,Big Move
GH,Big Move
GLBE,Big Move
GMTL,Big Move
GPGI,Pullback
GRAL,Big Move
GRDN,Pullback
GRRR,Pullback
GTLB,Big Move
HAPN,Pullback & Big Move
HELE,Pullback & Big Move
HELP,Big Move
HPE,Big Move
HQ,Pullback
HROW,Pullback
HTFL,Big Move
IART,Pullback & Big Move
ICFI,Pullback
ICHR,Pullback & Big Move
IIIV,Pullback
IMCR,Pullback
IMOS,Big Move
INBX,Big Move
INGM,Big Move
INSW,Pullback
IQMX,Pullback & Big Move
IRON,Pullback
IVZ,Big Move
JACK,Big Move
JBLU,Big Move
JLHL,Big Move
KLAR,Big Move
KLIC,Big Move
KMTS,Pullback
KN,Big Move
LASR,Big Move
LBRX,Pullback
LCUT,Big Move
LGIH,Pullback
LHAI,Pullback
LITE,Big Move
LRCX,Big Move
LSCC,Big Move
LTRX,Big Move
LZB,Pullback
MAAS,Big Move
MANE,Big Move
MARA,Big Move
MBLY,Pullback
MBX,Big Move
MEI,Pullback
MITK,Big Move
MKSI,Big Move
MLTX,Pullback
MLYS,Pullback
MNPR,Big Move
MRCY,Pullback
MTA,Big Move
MUSA,Pullback
MXL,Pullback & Big Move
NAMS,Pullback
NAT,Pullback
NAVN,Pullback
NCLH,Pullback & Big Move
NEOG,Big Move
NEXN,Big Move
NGNE,Big Move
NOK,Big Move
NVTS,Big Move
NX,Big Move
ONTO,Pullback & Big Move
OPEN,Big Move
OUST,Pullback & Big Move
OWLT,Big Move
PACS,Pullback
PANW,Big Move
PCLA,Big Move
PDFS,Big Move
PICS,Big Move
PJT,Pullback
PLSE,Pullback
POWI,Big Move
PRE,Big Move
PRM,Pullback
PSN,Pullback
PTRN,Big Move
QGEN,Big Move
RBNE,Big Move
RBRK,Big Move
RDWR,Big Move
RHLD,Big Move
RIVN,Big Move
RKT,Pullback
RLAY,Big Move
RM,Big Move
ROCK,Pullback
RSI,Pullback
RWT,Big Move
RYAN,Pullback
S,Big Move
SAH,Big Move
SCZM,Big Move
SDOT,Big Move
SEZL,Big Move
SGHC,Pullback
SHC,Big Move
SITM,Big Move
SKE,Big Move
SKY,Pullback
SLS,Pullback
SLSR,Big Move
SMTC,Big Move
SMWB,Big Move
SNWV,Big Move
SOFI,Big Move
SOPH,Big Move
SRAD,Pullback
STFS,Big Move
STRL,Big Move
SVAC,Big Move
SVM,Big Move
SVRA,Pullback
SWMR,Big Move
TBBK,Big Move
TEAM,Big Move
TECK,Big Move
TEM,Big Move
TGB,Big Move
TKNO,Big Move
TMS,Big Move
TPG,Pullback
TREX,Pullback
TSLA,Pullback
TWIN,Big Move
TXG,Big Move
TXN,Pullback
ULCC,Big Move
UPST,Pullback
URGN,Big Move
VAC,Pullback
VCX,Big Move
VCYT,Big Move
VECO,Big Move
VELO,Big Move
VIAV,Big Move
VICR,Big Move
VIR,Pullback
VITL,Big Move
VPG,Big Move
VRAX,Big Move
VSEC,Pullback
VST,Pullback
VSTM,Big Move
WATT,Big Move
WBX,Big Move
WDC,Big Move
WEN,Pullback
WGS,Big Move
WRBY,Big Move
WT,Big Move
WWW,Pullback
XMAX,Pullback
XMTR,Pullback
XP,Big Move
ZSQR,Big Move
ZVRA,Pullback
