Ticker,Type
AA,Pullback
AAOI,Big Move
AAON,Pullback
ABCL,Big Move
ABSI,Big Move
ABX,Big Move
ACDC,Big Move
ACHV,Big Move
ADV,Big Move
AFRM,Pullback
AGL,Big Move
AIM,Pullback
AIN,Big Move
AIRJ,Big Move
AIRS,Big Move
AKTX,Big Move
ALGT,Pullback
ALHC,Big Move
ALTG,Big Move
ALTO,Pullback
AMG,Big Move
AMKR,Pullback
AMLX,Big Move
AMPL,Pullback
AMRX,Big Move
AMT,Big Move
ANDG,Big Move
ANET,Pullback
ANGI,Big Move
ANGO,Big Move
ANIP,Big Move
ANRO,Big Move
APH,Pullback
APPS,Big Move
ARCT,Big Move
ARDT,Big Move
ARES,Big Move
ARTV,Big Move
ARWR,Pullback
ASPI,Big Move
ASPN,Big Move
ASTH,Pullback
ASTI,Big Move
ASX,Pullback
ATKR,Pullback
ATLC,Big Move
ATPC,Pullback
ATRA,Pullback & Big Move
AVAV,Big Move
AVBP,Big Move
AVNW,Big Move
AVR,Big Move
AXON,Big Move
AZTA,Pullback
BAND,Big Move
BBNX,Big Move
BEAM,Big Move
BEN,Big Move
BETA,Pullback
BFLY,Big Move
BHC,Big Move
BIOA,Big Move
BJDX,Big Move
BKSY,Big Move
BLBD,Pullback
BLLN,Big Move
BLSH,Big Move
BLTE,Big Move
BLZE,Big Move
BMNR,Big Move
BNAI,Big Move
BOOT,Pullback
BURL,Pullback
BW,Pullback & Big Move
BX,Big Move
BYRN,Big Move
BZH,Pullback
CADL,Big Move
CAI,Big Move
CAMT,Pullback
CARL,Big Move
CART,Pullback
CBLL,Big Move
CCI,Big Move
CCOI,Big Move
CHPT,Big Move
CHRN,Big Move
CNC,Big Move
CNMD,Big Move
CODX,Big Move
COLL,Big Move
CORZ,Pullback
CRBP,Big Move
CRMT,Big Move
CRNC,Pullback
CRSP,Big Move
CRUS,Pullback
CRWD,Pullback
CSTL,Big Move
CUE,Big Move
CVI,Pullback
CVRX,Big Move
CXW,Big Move
DAVE,Pullback
DCBO,Big Move
DDOG,Pullback
DLTR,Pullback
DQ,Big Move
DRTS,Pullback
DSGX,Big Move
DSP,Big Move
DTIL,Big Move
DUOL,Pullback
DXYZ,Big Move
DYN,Pullback
EBS,Big Move
ENOV,Big Move
ENTG,Pullback
ENVA,Big Move
EOLS,Big Move
EPC,Big Move
ERIE,Big Move
ERO,Pullback
ESTA,Big Move
ETOR,Pullback
EVC,Pullback & Big Move
EVER,Pullback & Big Move
FBYD,Big Move
FDMT,Big Move
FIX,Pullback
FJET,Big Move
FLGT,Big Move
FLNC,Big Move
FNGD,Big Move
FOA,Big Move
FOXX,Big Move
FTK,Big Move
FTRE,Big Move
FWRD,Big Move
GCMG,Big Move
GENI,Big Move
GEO,Big Move
GKOS,Big Move
GLW,Pullback
GNRC,Pullback
GRAL,Pullback & Big Move
GRPN,Pullback & Big Move
HAE,Big Move
HLIT,Pullback
HNGE,Big Move
HNRG,Pullback
HOOD,Big Move
HOVR,Pullback
HP,Pullback
HPP,Big Move
HRI,Big Move
HUM,Big Move
HYLN,Big Move
IART,Big Move
IAUX,Pullback
ICLR,Big Move
ICUI,Pullback
IMDX,Big Move
INBK,Big Move
INFQ,Pullback
INGN,Big Move
INOD,Big Move
IONQ,Pullback
IOT,Pullback
IRDM,Big Move
IREN,Pullback
ISSC,Big Move
ITRN,Pullback
KIDS,Big Move
KKR,Big Move
KLIC,Pullback
KMTS,Big Move
KOS,Pullback
KRT,Big Move
KTOS,Big Move
LB,Pullback
LC,Big Move
LESL,Big Move
LFVN,Big Move
LGIH,Big Move
LINK,Big Move
LMRI,Big Move
LNZA,Big Move
LOVE,Big Move
LPL,Pullback
LPTH,Big Move
LQDA,Big Move
M,Big Move
MAN,Big Move
MANE,Pullback
MANU,Big Move
MASK,Pullback
MBLY,Pullback
MDWD,Big Move
MH,Big Move
MKSI,Pullback
MNTS,Big Move
MPLT,Big Move
MPWR,Pullback
MRCY,Big Move
MRX,Pullback
MTSI,Pullback
NCLH,Big Move
NEO,Big Move
NEXA,Pullback
NMAX,Big Move
NOVT,Pullback
NRGV,Big Move
NTLA,Big Move
NUVB,Big Move
NVCR,Big Move
NVMI,Pullback
NVRI,Pullback & Big Move
OCUL,Big Move
ODC,Big Move
OFIX,Big Move
OMDA,Big Move
OPFI,Big Move
OPRX,Big Move
OPY,Big Move
ORKA,Big Move
OSCR,Big Move
OTF,Big Move
OUST,Big Move
OWL,Pullback & Big Move
PACS,Pullback
PAL,Big Move
PANW,Pullback
PCLA,Big Move
PDM,Big Move
PESI,Big Move
PGY,Big Move
PIII,Big Move
PLSE,Big Move
POWL,Pullback
PPC,Big Move
PRAA,Big Move
PRCT,Pullback
PSNL,Big Move
PTCT,Pullback
PTGX,Big Move
PURR,Pullback
QCOM,Pullback
QDEL,Big Move
QTTB,Big Move
QURE,Pullback
RAPP,Pullback
RBRK,Pullback
RCAT,Big Move
RCUS,Pullback
RDDT,Big Move
RDW,Big Move
RHI,Big Move
RIOT,Pullback
RLAY,Pullback
RPC,Big Move
RRX,Pullback
RXST,Big Move
RXT,Big Move
SA,Pullback
SBAC,Big Move
SDGR,Big Move
SE,Pullback
SEDG,Pullback
SEZL,Big Move
SGHC,Pullback
SHOP,Pullback
SIBN,Big Move
SIDU,Pullback
SIFY,Big Move
SIG,Pullback
SKM,Pullback
SLDB,Big Move
SLG,Big Move
SLN,Big Move
SLS,Big Move
SMTI,Big Move
SNAP,Big Move
SND,Big Move
SNEX,Pullback
SOLV,Big Move
SPCE,Pullback
SPIR,Big Move
SPRB,Big Move
SRAD,Big Move
STAA,Pullback & Big Move
STEP,Big Move
STFS,Big Move
STGW,Pullback
STI,Big Move
SUNB,Big Move
SUPX,Big Move
SWKS,Pullback
SYNA,Pullback
TBBB,Pullback
TBLA,Pullback
TEM,Big Move
TGB,Pullback
TLX,Big Move
TLYS,Big Move
TNDM,Big Move
TRDA,Big Move
TRT,Big Move
TSAT,Big Move
TSHA,Big Move
TTMI,Pullback
ULH,Big Move
UMAC,Big Move
UNH,Big Move
UPST,Pullback & Big Move
URGN,Pullback
VECO,Big Move
VEEV,Pullback
VERA,Big Move
VG,Big Move
VICR,Pullback
VOR,Big Move
VOYG,Big Move
VRTS,Big Move
VSAT,Pullback
VUZI,Pullback
VWAV,Big Move
W,Pullback
WASH,Big Move
WD,Big Move
WGS,Big Move
WOLF,Big Move
WPP,Big Move
WRLD,Pullback
WULF,Pullback
WVE,Big Move
WW,Big Move
WYFI,Pullback
XMTR,Pullback
XNCR,Big Move
XPRO,Big Move
YELP,Big Move
ZBIO,Big Move
ZD,Big Move
