Ticker,Price,Gain,Vol
AAOI,202.89,10.22,2327.1
ABCL,6.37,11.36,48.7
ABSI,7.34,23.57,29.1
ABVX,104.93,16.39,275.6
ABX,8.87,6.87,5.0
ACDC,8.06,10.11,10.4
ACHV,5.29,7.52,7.5
ADPT,18.08,13.07,25.7
ADV,38.26,6.1,3.8
AGL,95.23,15.15,40.6
AIN,68.69,7.7,13.9
AIRJ,5.79,8.63,7.9
AIRS,5.71,10.44,5.6
AKTX,15.84,5.71,38.1
ALHC,15.07,5.75,114.4
ALTG,6.94,9.12,2.8
AMG,334.82,7.45,96.0
AMLX,14.31,8.41,16.3
AMPG,5.88,10.32,27.8
AMRX,13.52,5.01,20.5
AMT,193.91,6.4,580.5
ANDG,40.06,8.65,9.3
ANGI,6.46,7.13,9.6
ANGO,12.03,7.41,3.4
ANIP,79.2,5.28,34.4
ANRO,20.03,6.26,7.4
APGE,90.9,7.97,79.4
APPS,9.32,7.5,61.0
ARCT,8.04,5.79,3.9
ARDT,8.6,9.83,5.0
ARES,130.5,6.01,340.2
ARTV,7.68,10.19,6.9
ASPI,7.97,5.56,42.0
ASPN,6.23,5.59,10.9
ASTI,7.82,13.17,16.8
ATLC,82.22,7.72,9.3
ATRA,10.27,6.65,42.0
AVAV,204.4,6.75,246.1
AVBP,33.09,11.11,15.5
AVNW,19.35,11.08,3.6
AVR,9.65,7.82,10.8
AXON,513.2,6.59,551.9
BAND,73.19,11.57,63.9
BBNX,13.89,11.57,8.5
BEAM,32.84,11.13,62.9
BEN,31.97,5.27,124.9
BFLY,5.19,18.22,18.1
BHC,5.26,6.26,9.8
BHVN,11.4,5.46,25.5
BIOA,17.02,6.11,6.9
BJDX,5.3,17.52,17.2
BKSY,39.66,5.82,119.7
BLLN,104.59,6.33,76.4
BLSH,29.66,5.55,56.2
BLTE,144.46,5.27,31.8
BLZE,8.38,5.41,13.1
BMNR,17.89,5.86,711.7
BNAI,16.34,18.84,5.8
BW,18.64,5.43,83.8
BX,118.55,7.5,596.7
BYRN,6.33,5.15,2.3
CADL,9.27,5.34,19.1
CAI,17.28,11.63,55.1
CARL,11.14,9.22,2.7
CBLL,18.75,9.14,6.5
