Ticker,Type
ACET,Big Move
AEHL,Big Move
AGCO,Pullback
ALAB,Big Move
AMRX,Big Move
ANGI,Big Move
ARCT,Pullback
ARQT,Big Move
ASST,Pullback
AUPH,Big Move
AXON,Big Move
AXTI,Big Move
BALY,Big Move
BRCC,Big Move
BRUN,Big Move
BYND,Big Move
CERT,Pullback
CIFR,Big Move
CLF,Pullback
CNH,Pullback
COHR,Big Move
CORZ,Big Move
CRDO,Big Move
CRSR,Pullback
CUE,Big Move
DJCO,Pullback
DOCN,Big Move
DUOL,Pullback
EBS,Big Move
EFOR,Pullback
EPAM,Pullback
EROC,Big Move
FOSL,Big Move
FRHC,Pullback
FROG,Pullback
FSLY,Pullback
FTAI,Big Move
FTFT,Big Move
GOSS,Big Move
GTLB,Pullback
GTM,Pullback
HCWC,Big Move
INFQ,Pullback
INIO,Big Move
INTC,Pullback
IOT,Pullback
IOVA,Big Move
IPX,Big Move
IRD,Pullback
IREN,Pullback
IT,Pullback
KOS,Pullback
LIND,Big Move
LITE,Pullback & Big Move
LUCY,Pullback
LUXE,Big Move
MAMA,Big Move
MEDS,Big Move
MF,Big Move
MKDW,Big Move
MNDY,Pullback
MRVL,Pullback
MRX,Pullback & Big Move
NAKA,Big Move
NOW,Pullback
NSP,Pullback
NVAX,Pullback
OCC,Big Move
ODTX,Big Move
PD,Pullback
PDEX,Big Move
PGEN,Big Move
PGY,Pullback
PNTG,Big Move
PRLB,Big Move
PS,Big Move
PURR,Pullback
QNT,Big Move
RBLX,Pullback
RTB,Big Move
SDOT,Big Move
SMTC,Big Move
SNAP,Pullback
SNOW,Pullback
SPCX,Big Move
STRL,Big Move
SVRN,Big Move
SWMR,Big Move
TGTX,Pullback & Big Move
TMDX,Pullback
TNDM,Big Move
TWLO,Pullback
VIA,Pullback
VIST,Pullback
VRNS,Pullback
WIX,Pullback
WLTH,Pullback
WOR,Big Move
WTI,Pullback
WULF,Big Move
XHLD,Pullback
XMTR,Big Move
YSS,Big Move
