Ticker,Type
AAP,Big Move
ABSI,Pullback
ACDC,Big Move
ACN,Big Move
AGL,Big Move
AIIO,Big Move
ALAB,Pullback
AMBA,Pullback
AMRC,Pullback
ANDG,Big Move
APP,Pullback
APPN,Big Move
APT,Big Move
ARCB,Pullback
ARE,Pullback
ARLO,Big Move
ARRY,Pullback
ASBP,Big Move
ASH,Pullback
ATEC,Big Move
ATEX,Pullback
AUR,Pullback
AXIL,Big Move
AZ,Big Move
BIDU,Pullback
BIO,Big Move
BKKT,Big Move
BKSY,Big Move
BL,Big Move
BLFS,Big Move
BLLN,Pullback
BLMN,Pullback
BLZE,Big Move
BOC,Big Move
BORR,Big Move
BRC,Big Move
BSX,Big Move
BTSG,Pullback
CBZ,Big Move
CDNA,Pullback
CELC,Pullback
CLBT,Big Move
CLF,Pullback
CLNN,Pullback
CMPR,Big Move
CNC,Pullback
COHR,Pullback
CORT,Pullback
CORZ,Pullback
COUR,Big Move
CPAY,Big Move
CPSH,Big Move
CRAI,Big Move
CRI,Big Move
CSTM,Pullback
CTEV,Big Move
CTSH,Big Move
CVV,Big Move
CWH,Big Move
D,Big Move
DDD,Pullback
DOCN,Pullback
DRVN,Big Move
DXYZ,Big Move
EC,Big Move
EDN,Big Move
EFOR,Big Move
ELMD,Big Move
ELVR,Big Move
ENOV,Pullback
EPAM,Big Move
EQPT,Pullback
ERII,Big Move
ESTC,Big Move
ETON,Big Move
EVCM,Big Move
EVER,Pullback
EXLS,Big Move
EXPO,Big Move
EXTR,Pullback
FATN,Big Move
FCEL,Pullback
FCN,Big Move
FICO,Big Move
FIGR,Pullback
FLEX,Pullback
FLNC,Pullback
FLUT,Big Move
FLY,Big Move
FN,Pullback
FSLR,Pullback
FTDR,Pullback
FUN,Pullback
G,Big Move
GBFH,Big Move
GDYN,Pullback
GENI,Big Move
GEOS,Big Move
GKOS,Pullback
GPRK,Big Move
GRND,Pullback
GRPN,Pullback
GSHD,Big Move
GSIT,Pullback
GTLB,Big Move
HCAI,Big Move
HCSG,Pullback
HELE,Big Move
HGTY,Big Move
HGV,Pullback
HIMX,Pullback
HP,Big Move
HPK,Big Move
IART,Pullback
ICFI,Big Move
IHRT,Big Move
IMPP,Big Move
INVX,Big Move
IT,Big Move
KBR,Big Move
KEEL,Pullback
KRMN,Big Move
LAKE,Big Move
LMND,Big Move
LPTH,Big Move
LTH,Pullback
LUMN,Pullback
LZ,Big Move
MAMA,Big Move
MAN,Big Move
MANE,Pullback
MBLY,Pullback
MDB,Big Move
MDGL,Pullback
MGNI,Pullback
MH,Big Move
MLAB,Pullback
MNDY,Big Move
MNTN,Big Move
MNTS,Big Move
MRAM,Pullback
MTSI,Pullback
MX,Pullback
MXL,Pullback
MYRG,Pullback
NBIS,Pullback
NBR,Big Move
NIQ,Big Move
NOVT,Pullback
NPK,Pullback
NSP,Pullback
NVTS,Pullback
NXT,Pullback
OKTA,Big Move
ON,Pullback
OSCR,Big Move
OUST,Pullback
PCTY,Big Move
PERI,Big Move
PL,Pullback
PLUG,Pullback
POET,Pullback
PRG,Pullback
PSNL,Big Move
PSTV,Big Move
PTRN,Big Move
QDEL,Big Move
QLYS,Big Move
RAMP,Big Move
RBLX,Big Move
RDAC,Pullback
RDVT,Big Move
RHLD,Big Move
RIG,Big Move
RKLB,Big Move
ROOT,Big Move
RUM,Pullback
RXO,Pullback
RXST,Big Move
RYAN,Big Move
SAIA,Pullback
SAIL,Big Move
SHAZ,Big Move
SHMD,Big Move
SKK,Pullback
SKLZ,Big Move
SKYH,Big Move
SLNH,Pullback
SMTC,Pullback
SPT,Pullback
SRAD,Big Move
STEP,Pullback
STGW,Big Move
STNE,Big Move
STUB,Big Move
SYNA,Pullback
TBLA,Pullback
TDC,Pullback
TE,Big Move
TMDX,Big Move
TME,Big Move
TNDM,Big Move
TNET,Big Move
TOYO,Big Move
TRAW,Pullback
TRI,Big Move
TSEM,Pullback
TTAN,Big Move
TTD,Big Move
TWLO,Pullback
TYRA,Pullback
UP,Big Move
UPWK,Big Move
VAC,Pullback
VAL,Big Move
VCEL,Big Move
VCYT,Big Move
VIST,Big Move
VLN,Pullback
VOYG,Big Move
VPG,Big Move
VRSK,Big Move
VRT,Pullback
VRTS,Pullback
VVX,Pullback
WEN,Pullback
WHD,Big Move
WK,Big Move
WLDN,Pullback
WLTH,Big Move
WPP,Big Move
XIFR,Pullback & Big Move
YPF,Big Move
YSS,Big Move
ZETA,Big Move
ZS,Big Move
