Ticker,Type
ABUS,Pullback
ABX,Big Move
ACLS,Pullback
ACN,Big Move
ADEA,Pullback
ADP,Big Move
AEIS,Pullback
AEYE,Big Move
AGIO,Pullback
AGL,Pullback
AGNT,Big Move
AGX,Pullback
AIP,Pullback
ALAB,Pullback
ALGN,Big Move
ALIT,Big Move
ALKS,Pullback
ALLO,Pullback
ALNT,Pullback
ALOY,Pullback
AMAT,Pullback
AMCX,Big Move
AMD,Pullback
AMPL,Big Move
ANET,Pullback
ANRO,Pullback
APOG,Pullback
APP,Big Move
ARX,Big Move
ASBP,Big Move
ASML,Pullback
ASST,Big Move
ASTC,Big Move
ASTH,Big Move
ATAI,Pullback
ATEX,Big Move
ATRC,Big Move
AVBP,Pullback
AVO,Big Move
AVTX,Pullback
AXGN,Pullback
BAP,Pullback
BARK,Big Move
BBBY,Pullback & Big Move
BBNX,Big Move
BBSI,Big Move
BBWI,Pullback
BCRX,Pullback
BDSX,Big Move
BE,Pullback
BETR,Big Move
BFLY,Pullback
BHE,Pullback
BHVN,Big Move
BILL,Big Move
BIRK,Pullback
BKKT,Big Move
BLDR,Pullback
BLMN,Pullback
BLSH,Big Move
BMNR,Big Move
BNED,Big Move
BOC,Big Move
BOOM,Big Move
BOXL,Big Move
BRO,Big Move
BRUN,Pullback
BRZE,Big Move
BSET,Big Move
BULL,Big Move
CAG,Big Move
CAI,Big Move
CARL,Big Move
CBZ,Big Move
CCCC,Pullback
CCEP,Big Move
CCS,Pullback
CDNL,Pullback
CDW,Pullback
CELH,Big Move
CEPO,Big Move
CEVA,Pullback
CGEM,Pullback
CGON,Pullback
CING,Big Move
CLBT,Big Move
CLMB,Big Move
CMPS,Pullback
CNC,Big Move
CNH,Pullback
CNXC,Big Move
COHU,Pullback
COIN,Big Move
COUR,Big Move
CPB,Big Move
CRDO,Pullback
CRMD,Big Move
CRWD,Big Move
CSL,Pullback
CTSH,Big Move
CVRX,Big Move
CXDO,Big Move
DCOY,Big Move
DELL,Pullback
DFH,Pullback
DFIN,Big Move
DIBS,Big Move
DIN,Pullback
DLO,Big Move
DMAC,Big Move
DNTH,Pullback
DSP,Big Move
DUOL,Pullback & Big Move
DXC,Big Move
ELTX,Big Move
ELV,Big Move
ELVN,Pullback
ENTG,Pullback
EPAM,Big Move
ESI,Pullback
EVCM,Big Move
EVH,Big Move
EVLV,Big Move
FDS,Big Move
FIG,Big Move
FIVN,Big Move
FLEX,Pullback
FLO,Big Move
FLUT,Pullback
FLYW,Big Move
FORM,Pullback
FORR,Big Move
FRD,Big Move
FRHC,Big Move
FRMI,Pullback
FUBO,Big Move
FUTU,Big Move
FVRR,Big Move
FWRD,Pullback
GCTS,Pullback
GDS,Big Move
GDYN,Big Move
GH,Big Move
GHM,Pullback
GIS,Big Move
GLOB,Big Move
GLW,Pullback
GO,Pullback
GRND,Big Move
GRPN,Big Move
GVH,Big Move
HIMS,Big Move
HLIT,Pullback
HOOD,Big Move
HOV,Pullback
HPP,Big Move
HURN,Big Move
IBKR,Big Move
IBRX,Big Move
IBTA,Big Move
ICCM,Big Move
ICFI,Pullback
IDYA,Pullback
IMMX,Pullback
IMVT,Pullback
INHD,Pullback
INTC,Pullback
IOT,Big Move
IQV,Big Move
JACK,Big Move
JANX,Pullback
JBL,Pullback
KALU,Pullback
KD,Big Move
KDK,Big Move
KFRC,Big Move
KHC,Big Move
KLAC,Pullback
KOD,Pullback
KSS,Big Move
KURA,Pullback
KVYO,Big Move
LAKE,Big Move
LBRX,Pullback
LFST,Big Move
LGIH,Pullback
LIFE,Big Move
LINC,Big Move
LIND,Pullback
LMND,Big Move
LPRO,Pullback
LRCX,Pullback
LSCC,Pullback
LXRX,Pullback
LZ,Big Move
MAAS,Big Move
MAMA,Pullback
MAN,Big Move
MANH,Big Move
MATX,Big Move
MDB,Big Move
MDGL,Pullback
MDLN,Big Move
MEC,Pullback
META,Big Move
MGNI,Big Move
MH,Big Move
MHK,Pullback
MIAX,Big Move
MKSI,Pullback
MLYS,Pullback
MMYT,Big Move
MNDY,Big Move
MNKD,Pullback
MNTN,Big Move
MRVL,Pullback
MRX,Big Move
MSTR,Big Move
MTRN,Pullback
MTZ,Pullback
MYGN,Big Move
MYRG,Pullback
NAVN,Big Move
NEOG,Pullback
NEXN,Big Move
NGNE,Big Move
NOW,Big Move
NP,Big Move
NSIT,Pullback
NSP,Big Move
NTAP,Pullback
NTSK,Big Move
NUTX,Big Move
NVCT,Big Move
NVRI,Big Move
NWPX,Pullback
OCGN,Pullback
ODC,Pullback
OFRM,Big Move
OII,Pullback
OM,Big Move
ONTO,Pullback
OPY,Big Move
OSCR,Big Move
OWLT,Big Move
PAR,Big Move
PATH,Big Move
PAY,Big Move
PAYC,Big Move
PBF,Big Move
PCLA,Big Move
PCTY,Big Move
PCVX,Pullback
PDD,Big Move
PDEX,Big Move
PDFS,Pullback
PENG,Pullback
PGEN,Pullback
PHVS,Pullback
PICS,Big Move
PLMR,Big Move
PLPC,Pullback
PLTR,Big Move
PPHC,Big Move
PRAX,Pullback
PRCH,Big Move
PRGS,Big Move
PRTH,Big Move
PSFE,Big Move
PTC,Big Move
PTON,Pullback
PTRN,Big Move
PUBM,Big Move
PVLA,Pullback
PZZA,Pullback
QH,Pullback
QURE,Pullback
RAAQ,Big Move
RAPP,Pullback
RBLX,Big Move
RCUS,Pullback
RDDT,Big Move
RDNT,Big Move
RGC,Big Move
RGNX,Big Move
RHI,Big Move
RILY,Big Move
RLAY,Pullback
RMAX,Big Move
RMIX,Pullback
RNG,Big Move
ROOT,Big Move
RPD,Big Move
RRX,Pullback
RSI,Big Move
RXST,Big Move
RYAN,Big Move
RZLT,Pullback
SATA,Big Move
SBET,Big Move
SBGI,Big Move
SDOT,Big Move
SE,Big Move
SEPN,Pullback
SHAZ,Pullback
SHOP,Big Move
SIMO,Pullback
SION,Pullback
SITM,Pullback
SKY,Pullback
SMWB,Big Move
SNDK,Pullback
SNDX,Pullback
SNWV,Big Move
SPHR,Pullback
SPT,Big Move
SRRK,Pullback
SSTI,Big Move
STRD,Big Move
STRO,Pullback
SUNE,Pullback
SUNS,Big Move
TASK,Big Move
TDOC,Big Move
TE,Pullback
TEAM,Big Move
TEM,Big Move
TENX,Pullback
TER,Pullback
TGLS,Pullback
TNET,Big Move
TPC,Pullback
TREX,Pullback
TRUP,Big Move
TRVI,Pullback
TSHA,Pullback
TSM,Pullback
TTD,Big Move
U,Big Move
UAMY,Big Move
UMC,Pullback
UNCY,Big Move
UPB,Big Move
UPWK,Big Move
UTI,Big Move
UTZ,Big Move
VECO,Pullback
VERX,Big Move
VICR,Pullback
VIR,Pullback
VITL,Big Move
WBI,Pullback
WDAY,Big Move
WEAV,Big Move
WEN,Big Move
WGO,Pullback
WIX,Big Move
WLY,Big Move
WPP,Big Move
WSHP,Big Move
WTW,Big Move
WYY,Pullback
XMTR,Pullback
XXI,Big Move
XZO,Big Move
YELP,Big Move
YOU,Pullback
ZBIO,Big Move
ZETA,Big Move
ZSQR,Big Move
ZVRA,Pullback
