Ticker,Price,Gain,Vol
ABX,11.68,9.06,6.2
ACHC,31.25,5.82,89.5
ACN,131.13,5.38,1595.1
ADP,235.73,5.26,676.7
AEYE,6.34,9.12,1.0
AGNT,5.69,5.18,7.1
ALGN,181.49,7.61,191.6
ALIT,13.73,22.59,22.3
AMCX,10.51,5.31,5.5
AMPL,8.55,11.76,19.6
APP,564.61,9.58,2768.4
ARX,12.84,9.56,28.3
ASBP,5.86,9.74,4.0
ASST,12.02,10.17,73.4
ASTC,11.81,8.3,26.2
ASTH,49.81,7.33,32.7
ATEX,108.21,5.11,51.0
ATRC,29.73,6.25,28.6
AVO,12.44,5.51,22.3
AXON,593.96,5.95,569.4
AZ,6.28,7.9,1.9
BARK,10.77,7.92,1.4
BBBY,6.22,7.43,17.5
BBNX,16.7,6.57,16.4
BBSI,37.73,6.22,9.1
BDSX,24.5,8.65,1.7
BETR,30.19,9.78,8.7
BHVN,15.76,5.91,56.3
BILL,38.78,7.25,95.9
BKKT,8.42,7.81,14.9
BLSH,25.23,7.68,49.2
BMNR,14.15,6.31,644.9
BNAI,18.08,5.67,19.9
BNED,13.2,5.1,4.8
BOC,14.86,8.94,2.8
BOOM,6.26,7.75,3.0
BOXL,5.03,6.69,7.0
BRO,67.36,5.0,189.9
BRZE,22.93,5.72,52.9
BSET,18.79,6.04,1.6
BULL,7.18,10.12,85.9
CAG,14.3,6.24,332.6
CAI,18.75,5.22,54.5
CARL,11.71,12.81,1.4
CBZ,34.27,6.83,26.1
CCEP,106.1,6.03,211.7
CELH,31.87,8.85,274.8
CEPO,10.5,18.91,1.8
CING,5.89,7.68,2.0
CLBT,15.45,5.82,27.6
CLMB,24.57,5.86,4.1
CNC,68.35,6.48,366.6
CNXC,24.41,8.95,60.2
CODI,11.59,8.72,10.7
COIN,159.24,8.93,1401.6
COUR,5.98,6.03,44.1
CPB,23.47,5.39,281.7
CRMD,8.47,7.9,13.4
CRWD,772.74,10.22,2463.1
CTSH,41.07,6.04,638.2
CVRX,5.5,7.0,1.7
CXDO,8.03,7.5,5.7
DCOY,7.62,5.98,6.4
DFIN,44.12,5.17,14.9
DIBS,5.18,5.71,1.6
DLO,14.67,12.89,40.1
DMAC,7.44,5.68,1.5
DSP,13.35,5.45,3.9
DUOL,121.21,5.39,193.2
DXC,9.54,7.8,55.6
ELF,78.75,6.42,254.5
ELTX,5.14,31.46,18.9
ELV,416.19,7.62,704.3
EML,29.39,5.51,1.6
EPAM,85.24,7.42,143.7
EVCM,10.65,5.86,1.5
EVH,5.74,5.9,12.7
EVLV,6.37,9.83,15.9
FBYD,19.7,9.93,2.9
FDS,245.55,6.72,242.2
FIG,19.49,7.74,358.0
FIGR,32.67,6.38,135.3
FIVN,23.24,9.01,58.2
FLO,8.41,6.46,65.4
FLYW,18.56,5.63,41.9
FORR,9.19,9.27,1.4
FRD,35.03,8.86,3.4
FRHC,157.11,20.42,30.5
FUBO,10.08,9.57,15.0
FUTU,99.92,6.59,217.6
FVRR,10.91,5.72,8.6
GDS,31.61,5.26,83.9
GDYN,6.24,9.86,17.3
GH,170.77,13.82,481.6
GIS,37.77,8.53,397.2
GLOB,31.39,8.47,70.9
GRND,15.69,9.19,24.4
GRPN,25.68,6.73,33.8
GVH,5.98,24.58,4.7
HIMS,37.57,8.36,599.1
HOOD,108.65,8.35,3224.8
HPP,16.08,5.86,16.3
HURN,96.38,6.9,31.7
IBKR,93.25,7.13,448.6
IBRX,9.2,5.08,101.0
IBTA,35.91,5.12,5.6
ICCM,5.28,8.64,65.5
IOT,34.18,5.4,241.1
IQV,203.2,5.17,303.9
JACK,17.41,10.12,15.5
KD,12.0,6.1,51.8
KDK,5.53,8.86,9.3
KFRC,50.62,7.89,8.2
KHC,25.01,5.88,336.7
KRMN,54.93,10.04,181.3
KSS,18.77,5.93,94.2
KTOS,53.04,6.38,294.2
KVYO,16.36,8.34,85.9
LAKE,11.6,8.51,2.7
LFST,11.43,6.72,36.1
LIFE,19.36,6.73,7.2
LINC,52.61,5.43,25.8
LMND,69.33,6.58,89.5
LZ,6.55,6.85,14.8
MAAS,15.62,20.15,2.2
MAN,37.13,9.95,43.4
MANH,146.41,5.14,85.2
MATX,203.92,6.08,61.0
MDB,359.38,6.99,578.9
MDLN,41.73,5.81,391.9
META,612.91,8.81,11502.4
MGNI,20.28,6.85,63.5
MH,10.35,9.29,11.5
MIAX,39.05,5.09,114.3
MMYT,58.19,9.19,64.2
MNDY,76.26,5.35,101.5
MNTN,10.85,17.93,14.6
MRX,65.22,7.01,68.7
MSTR,93.39,7.43,3002.7
MYGN,6.0,5.08,8.5
NAVN,24.25,6.03,126.5
NEXN,9.54,5.65,2.9
NGNE,33.88,7.73,7.3
NMAX,9.37,13.16,12.8
NOW,105.8,6.57,2723.1
NP,34.06,8.13,29.2
NSP,44.07,6.68,32.1
NTSK,11.66,6.58,81.3
NUTX,190.71,11.6,19.8
NVCT,19.52,6.14,10.1
NVRI,23.22,5.79,12.0
ODD,17.01,12.43,24.8
OFRM,21.88,6.84,12.0
OM,5.1,18.06,1.5
OPRX,6.08,6.29,2.4
OPY,111.84,5.97,13.2
OSCR,31.9,11.85,212.6
OWLT,6.16,7.32,1.3
PAR,18.36,5.4,20.6
PATH,11.55,6.26,538.3
PAY,25.41,5.17,32.5
PAYC,133.96,6.59,140.9
PBF,48.04,5.54,111.2
PCLA,5.7,21.79,3.3
PCTY,111.33,6.51,82.7
PDD,82.52,8.18,682.5
PDEX,62.74,7.16,5.0
PESI,15.3,7.07,4.0
PICS,11.24,5.74,5.3
PLMR,133.69,5.78,34.4
PLTR,125.73,7.77,5322.1
PPHC,8.08,9.04,1.1
PRCH,15.98,6.25,26.3
PRGS,39.16,16.62,32.6
PRTH,7.16,7.35,4.1
PSFE,7.88,5.49,2.3
PSNY,20.33,8.25,2.6
PTC,119.78,5.43,273.9
PTRN,26.48,5.12,56.1
PUBM,13.83,5.41,7.4
RAAQ,13.42,24.26,9.2
RBLX,57.95,6.56,579.6
RDDT,197.76,13.93,785.3
RDNT,65.62,6.41,59.2
RGC,8.03,31.86,3.7
RGNX,13.09,9.27,22.7
RHI,32.97,7.39,74.3
RILY,8.81,9.58,8.9
RMAX,10.44,5.88,2.8
RNG,40.99,5.16,58.0
ROOT,60.01,7.31,14.4
RPD,8.97,10.74,15.2
RSI,31.26,5.11,101.1
RXST,5.17,7.26,6.9
RYAN,40.03,6.01,103.5
SATA,96.86,6.38,66.2
SBET,5.17,7.71,54.9
SBGI,15.09,5.89,7.8
SDOT,72.0,105.19,143.4
SE,102.33,6.78,334.7
SHOP,121.63,6.52,980.4
SMWB,6.59,7.5,5.1
SNWV,10.6,6.0,2.3
SPT,7.99,5.83,10.5
SSTI,9.65,6.63,1.6
STRD,60.27,7.09,13.6
SUNS,8.3,5.06,1.3
TASK,5.03,7.48,3.3
TDOC,9.1,7.31,33.8
