Ticker,Price,ADR,Support,Dist
AAMI,78.81,4.19,E9,1.4
ABVX,135.98,6.58,E9,1.84
ACHC,30.56,4.91,E9,0.55
ACHV,6.1,8.09,E9,1.41
ACRS,5.5,5.85,E9,1.01
ACVA,6.81,4.93,E9,0.89
ADPT,21.02,6.61,E9,0.59
AFRM,81.93,5.12,E9,0.24
AGIO,40.55,4.81,E9,1.02
AGL,115.85,9.41,E9,2.77
AGYS,109.75,4.82,E9,2.22
ALGN,180.59,4.35,E9,0.66
ALGT,106.89,5.62,E21,0.48
ALKT,17.68,4.8,E9,0.04
ALMS,28.1,7.37,E9,0.2
AMD,534.39,5.69,E9,0.57
AMLX,17.41,6.03,E9,1.9
ANET,181.15,5.18,E9,2.73
ANF,91.59,4.44,E9,1.46
ANNX,5.63,7.77,E9,1.26
ARCB,149.5,4.3,E9,1.79
ARHS,7.73,5.68,E9,0.04
AROC,38.1,4.4,E9,0.05
ARQT,27.12,4.67,E9,0.59
ASND,265.22,4.08,E9,0.64
ASTH,47.64,4.39,E9,2.32
ASX,40.56,5.06,E9,0.46
ATAI,4.97,8.56,E9,1.64
ATEN,36.79,4.23,E9,0.22
ATEX,103.35,8.36,E9,2.12
AVBP,33.64,4.96,E9,0.34
AVTX,18.91,7.85,E9,0.04
AZTA,26.05,4.58,E9,2.85
BB,10.71,8.24,E21,1.88
BBAR,19.98,5.55,E9,0.03
BBNX,16.95,6.94,E9,2.62
BCAX,28.15,5.96,E9,1.53
BCC,74.72,4.01,E9,0.17
BCRX,9.91,5.63,E21,0.72
BETA,17.46,6.3,E9,1.14
BFLY,8.1,11.46,E9,2.65
BH,390.14,5.82,E9,1.28
BHVN,15.17,7.38,E9,2.98
BIRK,44.63,4.77,E9,0.12
BLFS,28.1,4.88,E9,0.84
BLLN,123.25,6.14,E9,1.32
BLMN,8.44,5.94,E9,1.58
BLZE,16.19,10.47,E9,1.52
BOBS,15.7,6.88,E9,1.11
BRBR,12.75,7.35,E9,0.68
BRKR,58.97,4.27,E9,0.77
BROS,66.46,4.68,E9,0.12
BULL,7.28,5.84,E9,1.45
CADL,9.64,6.71,E9,0.77
CARG,33.75,4.54,E9,0.88
CART,48.28,4.01,E9,1.63
CCTG,0.88,28.56,E21,0.25
CCXI,14.34,8.73,E21,1.24
CDNA,28.76,5.19,E9,1.31
CERT,6.79,6.97,E9,1.81
CGEM,17.87,6.79,E9,0.28
CGON,72.5,5.74,E9,1.49
CHYM,20.95,6.09,E9,1.19
CLBT,16.13,4.51,E9,2.67
CLDX,38.53,4.57,E9,1.18
CLYM,13.21,7.55,E9,1.04
CMPR,99.9,4.7,E9,2.34
CMPS,13.19,7.98,E9,0.82
COGT,37.46,4.19,E21,0.08
COMP,11.5,5.86,E9,1.72
CORT,85.9,4.46,E21,0.7
COTY,2.24,6.15,E9,2.83
COUR,5.67,4.8,E9,0.06
CRSR,9.47,6.27,E9,2.16
CRVS,14.71,5.89,E9,2.63
CRWD,187.91,5.0,E9,0.85
CTMX,3.7,6.61,E9,0.65
CVLT,148.65,4.45,E9,0.89
CXT,50.47,4.06,E9,0.92
CXW,31.43,4.7,E9,2.08
CYRX,15.71,4.28,E9,0.56
DAKT,20.21,5.11,E9,0.57
DASH,189.57,4.88,E9,0.46
DAVE,389.56,7.66,E9,2.35
DDOG,260.24,5.09,E9,1.33
DELL,427.11,7.05,E9,0.2
DFIN,45.25,4.04,E9,2.24
DFTX,43.65,7.4,E9,1.91
DIN,35.99,4.4,E9,1.71
DJCO,581.51,4.34,E9,0.89
DJT,8.52,6.2,E9,2.09
DKNG,26.45,5.12,E9,0.48
DLO,14.92,4.43,E9,2.98
DMRA,28.0,10.58,E9,0.03
DNLI,26.48,5.02,E9,1.71
DNTH,98.64,5.99,E9,2.55
DOCS,22.29,4.23,E9,2.06
DSGN,13.85,7.82,E21,0.27
DSY,3.74,16.79,E21,2.2
DYN,23.64,5.99,E9,2.54
ECO,54.2,4.61,E9,1.58
ELF,75.1,6.01,E9,1.34
