Ticker,Type
AAMI,Pullback
ABVX,Pullback
ACDC,Big Move
ACHC,Pullback
ACVA,Pullback
AGEN,Big Move
AMD,Pullback
ANAB,Big Move
ANET,Pullback
ANF,Pullback
ANRO,Big Move
APC,Big Move
ARX,Big Move
BBAR,Pullback
BBNX,Pullback
BCC,Pullback
BH,Pullback
BLLN,Pullback
BLZE,Pullback
BRAI,Big Move
BRZE,Big Move
BULL,Pullback
CBZ,Big Move
CGON,Pullback
CHA,Big Move
CLDX,Pullback
CLYM,Pullback
CNMD,Big Move
COTY,Pullback
CRAI,Big Move
CRGY,Big Move
CRSR,Pullback
CRVS,Pullback
CVI,Big Move
CXW,Pullback
CYRX,Pullback
DAKT,Pullback
DAVE,Pullback
DFTX,Pullback
DLO,Pullback
DOCS,Pullback
DUOL,Big Move
ECO,Pullback
ELF,Pullback
EQNR,Big Move
EVCM,Big Move
EWTX,Pullback
EXTR,Pullback
EYPT,Pullback
FA,Big Move
FDS,Big Move
FIG,Big Move
FOUR,Pullback
FRMM,Big Move
FRPT,Pullback
FUBO,Big Move
GENI,Big Move
GERN,Pullback
GFUZ,Big Move
GGAL,Pullback
GKOS,Pullback
GLOB,Big Move
GTE,Big Move
HCKT,Big Move
HELE,Pullback & Big Move
HPE,Pullback
HRI,Pullback
HURN,Big Move
IART,Pullback
IMMX,Pullback
INFY,Big Move
INSW,Pullback
INTG,Big Move
INTU,Big Move
IOT,Pullback
IRTC,Pullback
IT,Big Move
JANX,Pullback
KD,Pullback
KRO,Big Move
KYMR,Pullback
LASR,Pullback
LCUT,Big Move
LRMR,Pullback
LUCY,Pullback
LZ,Big Move
MBX,Pullback
MESO,Big Move
MH,Big Move
MMED,Big Move
MMYT,Pullback
MNDY,Big Move
MORN,Big Move
MPLT,Pullback
MQ,Pullback
NAT,Pullback
NEXA,Pullback
NGL,Big Move
NOG,Big Move
NSP,Big Move
NTAP,Pullback
OBE,Big Move
ODD,Pullback
ONON,Pullback
OWLT,Big Move
PARR,Big Move
PAYC,Big Move
PBF,Big Move
PBT,Big Move
PCTY,Big Move
PED,Big Move
PLMK,Big Move
PLMR,Pullback
PNTG,Pullback
PSNL,Big Move
PSX,Big Move
QLYS,Pullback
QTTB,Big Move
RHI,Big Move
RIGL,Pullback
RLAY,Pullback
ROOT,Pullback
RPD,Big Move
RXO,Pullback
SBH,Pullback
SHAK,Big Move
SI,Big Move
SION,Pullback
SM,Big Move
SMWB,Big Move
SNDX,Pullback
SOFI,Pullback
SVC,Pullback
SYRE,Pullback
TALO,Big Move
TBI,Big Move
TCBK,Big Move
TDC,Pullback
TEAM,Big Move
TEN,Pullback
TENB,Pullback
TENX,Pullback
TMDX,Big Move
TNDM,Big Move
TOI,Big Move
TPL,Pullback
TRI,Big Move
TRNS,Pullback
TRUP,Big Move
TYL,Pullback
TYRA,Pullback
U,Pullback
UA,Pullback
UAA,Pullback
VEEE,Big Move
VG,Big Move
VIRT,Pullback
VITL,Pullback
VLO,Big Move
VRTS,Pullback
WEAV,Big Move
WT,Pullback
WYFI,Pullback
ZBIO,Pullback
ZS,Pullback
