Ticker,Type
AAOI,Pullback
AAP,Big Move
ABTC,Big Move
ACHR,Big Move
ACHV,Big Move
ACN,Pullback
ADEA,Pullback
ADNT,Big Move
ADUR,Big Move
ADV,Big Move
ADVB,Big Move
AEBI,Big Move
AEIS,Pullback
AEVA,Pullback
AFRM,Big Move
AGYS,Big Move
AIRO,Big Move
AMLX,Pullback
AMN,Pullback & Big Move
AMPL,Big Move
ANRO,Big Move
APPN,Big Move
ARLO,Pullback
ARXS,Pullback
ASAN,Big Move
ASM,Pullback
ASMB,Big Move
ASTH,Big Move
AVAH,Big Move
AVEX,Pullback
AVPT,Big Move
AVTR,Pullback
AXGN,Pullback
AZ,Big Move
BBGI,Big Move
BBSI,Big Move
BCO,Pullback
BCRX,Pullback
BDL,Big Move
BETA,Big Move
BFLY,Pullback
BHVN,Pullback
BILL,Big Move
BIRK,Big Move
BL,Big Move
BLMN,Pullback
BLSH,Big Move
BLTE,Pullback
BLZE,Big Move
BNAI,Big Move
BOBS,Big Move
BRZE,Big Move
BTGO,Big Move
BVN,Pullback
CABO,Big Move
CADL,Big Move
CALX,Pullback
CBRL,Pullback
CBRS,Pullback
CDRE,Pullback
CDW,Pullback
CG,Big Move
CGON,Pullback
CHWY,Pullback
CLDX,Pullback
CMPS,Pullback
CNXC,Pullback
COHR,Pullback
COLL,Big Move
COUR,Pullback
CRAI,Pullback
CRCL,Big Move
CRMD,Big Move
CSGP,Big Move
CSTL,Pullback
CTEV,Big Move
CVLT,Big Move
CVV,Big Move
CXW,Pullback
DAVE,Big Move
DBX,Big Move
DCBO,Big Move
DCO,Pullback
DDS,Pullback
DFTX,Pullback
DIOD,Pullback
DJCO,Big Move
DMRA,Pullback
DNN,Pullback
DOCS,Big Move
DOCU,Big Move
DUOL,Big Move
EFX,Pullback
EMBC,Big Move
ENR,Pullback
ENS,Big Move
EQX,Pullback
ERIE,Pullback
ESTC,Big Move
ETN,Pullback
EVTC,Big Move
EYPT,Pullback
FA,Pullback & Big Move
FDS,Pullback
FFIV,Pullback
FGI,Big Move
FICO,Big Move
FIG,Big Move
FIS,Big Move
FISV,Big Move
FIVN,Big Move
FLO,Big Move
FOSL,Big Move
FOXF,Pullback
FROG,Big Move
FRSH,Big Move
FSLY,Big Move
FTK,Pullback
FUBO,Pullback
GDDY,Big Move
GDS,Big Move
GERN,Pullback
GHM,Pullback
GLOB,Big Move
GO,Big Move
GPN,Big Move
GRRR,Big Move
GTLB,Big Move
GWRE,Big Move
HAWK,Pullback
HBM,Pullback
HIMX,Pullback
HLI,Big Move
HLIT,Big Move
HOG,Big Move
HPQ,Big Move
HUBS,Big Move
IBTA,Big Move
IESC,Pullback
IMNM,Pullback
INTU,Big Move
IQMX,Big Move
ISSC,Big Move
JANX,Pullback
JUNS,Big Move
KALU,Pullback
KD,Pullback & Big Move
KDP,Big Move
KLAR,Big Move
KRO,Big Move
KVYO,Big Move
LNSR,Big Move
LRN,Big Move
LZ,Big Move
MAN,Big Move
MAX,Pullback
MBLY,Pullback
MC,Big Move
MDA,Pullback
MDB,Big Move
MG,Big Move
MH,Big Move
MIAX,Pullback
MNDY,Big Move
MQ,Big Move
MRCY,Pullback
MWH,Big Move
MYE,Pullback
NB,Pullback
NCNO,Big Move
NET,Big Move
NFLX,Big Move
NHP,Pullback
NICE,Big Move
NMAX,Big Move
NNBR,Pullback
NNE,Big Move
NOMD,Big Move
NP,Pullback
NSP,Big Move
NTNX,Big Move
NTSK,Big Move
NUTX,Big Move
NVCR,Pullback
NWL,Pullback
NXE,Pullback
NXST,Pullback
OKTA,Big Move
OMER,Big Move
ONDS,Pullback
ONT,Big Move
OPRX,Big Move
OTEX,Pullback
OTLY,Big Move
P,Big Move
PARR,Big Move
PATH,Big Move
PAYC,Big Move
PBF,Big Move
PCOR,Big Move
PCVX,Pullback
PD,Big Move
PEGA,Big Move
PESI,Pullback
PGY,Big Move
PICS,Big Move
PKE,Pullback
PLPC,Pullback
PNRG,Pullback
POOL,Pullback
PRE,Big Move
PRTH,Big Move
PS,Big Move
PSFE,Big Move
PTLO,Big Move
QTWO,Big Move
RAL,Pullback
RBLX,Big Move
RBRK,Big Move
RDVT,Big Move
RELY,Big Move
RHI,Big Move
RICK,Big Move
RIGL,Pullback
RKT,Big Move
RMNI,Big Move
RNG,Big Move
RPD,Big Move
RRGB,Big Move
RYTM,Pullback
RYZ,Pullback
S,Big Move
SAIL,Big Move
SCYX,Big Move
SHOP,Big Move
SLGL,Big Move
SMTC,Pullback
SONO,Big Move
SPCE,Pullback
SPOT,Pullback
SPRB,Big Move
SRRK,Pullback
STEP,Big Move
STOK,Pullback
STRA,Pullback
STRZ,Big Move
SUJA,Big Move
SWMR,Big Move
TALO,Pullback
TASK,Big Move
TBBB,Big Move
TDS,Big Move
TEAM,Big Move
TENB,Big Move
TGB,Pullback
TLRY,Pullback
TPC,Pullback
TPG,Big Move
TRLV,Big Move
TRMB,Pullback
TRNS,Pullback
TRU,Pullback
TRVI,Pullback
TSAT,Pullback
TTD,Big Move
TVTX,Pullback
UAMY,Big Move
UEC,Pullback
UGP,Big Move
UPC,Pullback
UPST,Big Move
VCX,Big Move
VERX,Big Move
VIA,Big Move
VRDN,Pullback
VRNS,Big Move
VSAT,Pullback
VSEC,Pullback
VSTM,Pullback
VYX,Pullback
VZLA,Pullback
WDAY,Big Move
WDC,Big Move
WEAV,Big Move
WFRD,Pullback
WIX,Big Move
WK,Big Move
