Ticker,Price,ADR,Support,Dist
ACHC,34.51,5.14,E9,2.16
ACVA,7.73,5.1,E9,2.6
ADPT,22.27,5.73,E9,0.86
ALIT,18.87,12.03,E9,2.41
ALMR,25.88,7.46,E9,0.99
ALMS,28.0,6.73,E9,1.33
AMBP,4.78,4.73,E9,2.27
AMLX,18.41,6.2,E9,2.97
ANDG,42.82,6.42,E9,0.85
ANET,173.99,5.78,E9,0.05
ANF,93.81,4.52,E9,0.42
ANRO,26.78,8.57,E9,0.51
AORT,25.28,4.4,E9,1.62
APOG,40.74,4.79,E9,1.62
ARQT,27.35,4.29,E9,0.95
ASC,16.61,4.59,E9,2.88
ATLC,99.48,6.61,E9,1.6
ATRC,35.04,4.96,E9,2.69
AVAH,9.45,4.6,E9,0.2
AVPT,12.24,4.34,E9,0.51
AVTX,18.44,6.99,E9,0.14
AYA,19.7,6.07,E9,0.47
AZTA,27.37,4.48,E9,1.93
BCC,77.84,4.48,E9,1.71
BETA,18.21,6.7,E9,0.67
BILL,43.51,4.56,E9,1.69
BKD,15.15,4.08,E9,1.85
BLFS,29.98,4.45,E9,0.94
BLLN,126.08,5.72,E9,1.06
BLTE,153.36,4.69,E9,0.35
BRBR,12.95,5.96,E9,2.64
BRKR,60.45,4.47,E9,1.02
BULL,7.49,5.64,E9,1.31
BWIN,26.47,4.83,E9,0.65
CBOE,285.07,4.17,E9,2.5
CBRL,53.71,5.38,E9,2.1
CCC,5.82,5.69,E9,1.0
CDNA,37.14,4.85,E9,2.83
CLMT,41.69,4.13,E9,0.68
CLSK,14.52,8.92,E9,0.31
CLYM,12.84,7.76,E9,0.25
CNMD,42.68,5.55,E9,2.39
COGT,39.76,4.41,E9,1.08
CORT,95.36,4.57,E9,2.63
CPHI,1.52,147.36,E21,0.05
CRAI,169.77,4.75,E9,1.36
CRSR,9.85,6.37,E9,0.3
CTOS,10.86,4.75,E9,2.62
CTRN,62.92,5.12,E9,0.07
CVI,33.45,4.83,E9,0.69
CXW,31.35,4.27,E9,0.32
DAVE,402.81,6.48,E21,2.21
DCO,177.44,4.42,E9,2.15
DFIN,48.26,4.06,E9,1.19
DFTX,43.17,6.4,E9,1.57
DK,63.2,4.42,E9,0.59
DLO,14.49,4.47,E9,0.1
DMRA,28.82,10.1,E21,0.11
DNTH,103.87,6.32,E9,1.62
DOCU,50.44,4.45,E9,1.54
DRTS,12.5,7.56,E9,1.08
DXPE,168.94,4.41,E9,0.24
EAT,186.98,4.3,E9,0.24
EFX,172.54,4.06,E9,0.45
ELF,77.36,6.01,E9,0.86
ELVN,52.95,4.82,E9,0.89
ENOV,27.03,6.75,E9,2.48
EPC,27.63,4.51,E9,0.04
ERAS,19.11,7.31,E9,0.29
ESTA,92.32,4.03,E9,0.38
ETON,42.59,5.24,E9,2.7
EVER,25.04,5.68,E9,1.63
EWTX,40.84,6.29,E9,2.07
