Ticker,Type
AAUC,Pullback
ACRS,Pullback
ADNT,Big Move
AEBI,Big Move
AEHL,Pullback & Big Move
AFRM,Big Move
AG,Big Move
AHCO,Big Move
AIN,Big Move
ALMS,Big Move
ALNY,Big Move
AMWL,Big Move
ANDE,Big Move
ANF,Pullback
ANTX,Big Move
APH,Big Move
ARQQ,Big Move
ASIX,Big Move
ASM,Pullback & Big Move
ASTS,Big Move
ATLC,Big Move
ATRC,Big Move
AUGO,Big Move
AUR,Big Move
AYA,Big Move
BALY,Big Move
BBY,Big Move
BDSX,Big Move
BH,Pullback
BHC,Big Move
BHVN,Pullback
BILL,Pullback
BIVI,Pullback
BLKB,Pullback
BLSH,Pullback
BRKR,Big Move
BVN,Pullback
BVS,Big Move
BYND,Pullback
CABO,Big Move
CBRS,Big Move
CCOI,Big Move
CDE,Big Move
CDW,Pullback
CE,Big Move
CHMG,Big Move
CHRN,Big Move
CHTR,Big Move
CHYM,Big Move
CLF,Big Move
CMDB,Big Move
CNL,Big Move
CRML,Big Move
CRSR,Pullback
CRTO,Big Move
CSIQ,Big Move
DAVE,Big Move
DCH,Pullback & Big Move
DELL,Big Move
DGP,Big Move
DK,Pullback
DNUT,Pullback
DPRO,Big Move
EDN,Big Move
EEFT,Big Move
EFOR,Pullback
EMBC,Big Move
EPC,Pullback
EPRX,Big Move
EQPT,Big Move
ESTA,Big Move
ESTC,Pullback
EVER,Pullback
EXK,Big Move
FLUT,Big Move
FMC,Big Move
FOUR,Big Move
FUBO,Big Move
FUN,Big Move
GCT,Pullback & Big Move
GLXY,Pullback
GPGI,Big Move
GTLB,Big Move
HL,Big Move
HLF,Big Move
HQ,Big Move
HROW,Big Move
HSLV,Big Move
HVII,Big Move
HYMC,Big Move
IAUX,Pullback
ILMN,Pullback
INTR,Big Move
IREN,Big Move
IRTC,Pullback
ITUB,Big Move
JLHL,Big Move
KOS,Pullback
KSS,Big Move
KVYO,Pullback
KYMR,Pullback
LBRX,Big Move
LENZ,Big Move
LIFE,Pullback & Big Move
LOVE,Big Move
LUMN,Big Move
LZ,Big Move
MAAS,Big Move
MGNI,Big Move
MLYS,Big Move
MNKD,Pullback
MNPR,Pullback
MNTN,Big Move
MOBI,Big Move
MRVI,Pullback
MTA,Big Move
MTW,Big Move
MUX,Pullback & Big Move
NAKA,Big Move
NBTX,Big Move
NEGG,Big Move
NEXT,Pullback
NG,Pullback
NMAX,Big Move
NOW,Pullback
NTLA,Pullback
NU,Big Move
NUAI,Big Move
NUVB,Pullback
NVA,Big Move
OABI,Big Move
ODD,Pullback
ODTX,Big Move
OEC,Big Move
ONDS,Big Move
OPFI,Big Move
PAGS,Big Move
PAR,Pullback
PATH,Pullback
PAYS,Pullback
PGY,Pullback & Big Move
PLAY,Big Move
PNRG,Pullback
PPTA,Pullback
PRAX,Pullback
PRCT,Big Move
PRKS,Big Move
PSFE,Big Move
PSQH,Big Move
PSQL,Pullback
PUBM,Big Move
QMCO,Pullback
QNST,Pullback
RCEL,Big Move
RDDT,Big Move
RDVT,Pullback
RIG,Big Move
RR,Pullback
RSKD,Big Move
RUM,Pullback
RUN,Big Move
SBSW,Big Move
SCZM,Big Move
SEI,Big Move
SENS,Big Move
SEZL,Big Move
SGI,Big Move
SGP,Big Move
SHOE,Big Move
SIRI,Big Move
SLS,Big Move
SMR,Pullback
SMTC,Pullback
SONO,Pullback & Big Move
SPHR,Big Move
SPRB,Big Move
SPTX,Big Move
SRPT,Big Move
SSMR,Big Move
SSRM,Big Move
STLD,Big Move
STNE,Big Move
STRT,Big Move
SVM,Pullback & Big Move
SWKS,Big Move
SWVL,Big Move
TARS,Big Move
TDS,Big Move
TITN,Big Move
TLX,Big Move
TMC,Pullback
TRAX,Big Move
TRT,Big Move
TTD,Big Move
UAMY,Big Move
UPWK,Pullback
USAS,Pullback & Big Move
USAU,Big Move
VAL,Big Move
VALN,Big Move
VEON,Big Move
VG,Pullback
VMAR,Big Move
VOR,Big Move
VRNS,Big Move
VSAT,Big Move
WAY,Pullback
WIX,Pullback
WNC,Big Move
WRLD,Big Move
WS,Big Move
WTI,Pullback
WW,Big Move
XERS,Pullback
XGN,Big Move
XP,Big Move
XPRO,Pullback
XYZ,Big Move
ZETA,Pullback
