Ticker,Price,Gain,Vol
ADNT,19.24,5.42,18.0
AEBI,12.8,6.22,6.4
AEHL,5.43,8.6,18.0
AFRM,74.09,5.93,398.4
AG,21.2,6.75,200.2
AHCO,6.04,9.62,20.5
AIN,58.78,8.19,19.2
ALMS,10.35,9.29,37.5
ALNY,267.4,8.65,409.3
AMWL,12.83,6.3,1.3
ANDE,70.92,5.44,24.3
ANTX,5.95,8.58,1.3
APH,160.08,101.93,900.9
ARQQ,20.54,8.68,5.7
ASIX,17.62,5.13,5.3
ASM,7.5,6.99,32.6
ASTS,62.4,11.83,701.0
ATLC,93.82,5.13,13.9
ATRC,52.59,7.5,32.0
AUGO,84.6,7.03,79.3
AUR,5.85,7.14,180.2
AYA,28.35,7.51,29.2
BALY,9.88,8.69,1.3
BBY,87.0,5.29,353.0
BDSX,27.16,8.34,3.7
BHC,6.83,5.56,19.4
BIAF,9.75,47.95,41.9
BRKR,59.02,5.34,111.7
BVS,14.37,5.12,9.3
CABO,28.51,19.44,8.4
CBRS,184.52,6.89,1705.3
CCOI,10.22,13.43,20.1
CDE,21.42,6.04,788.9
CE,46.66,5.73,64.3
CHMG,83.9,5.02,4.2
CHRN,19.01,7.64,3.6
CHTR,158.97,8.74,391.4
CHYM,33.41,5.53,311.4
CLF,12.42,7.63,174.7
CMDB,21.5,5.13,1.6
CNH,13.65,9.2,261.7
CNL,16.28,7.89,1.4
CRML,7.3,5.49,56.1
CRTO,18.3,5.11,7.4
CSIQ,13.36,5.53,27.4
DAVE,372.85,9.46,153.1
DCH,6.56,7.89,18.6
DELL,492.2,15.81,3387.1
DGP,159.84,5.62,28.1
DPRO,5.69,5.76,6.8
EDN,24.91,5.06,2.4
EDRY,56.01,8.15,6.6
EEFT,72.96,7.08,45.1
EMBC,5.69,8.38,9.3
EPRX,7.45,17.51,2.4
EQPT,17.81,5.7,45.2
ESTA,74.92,7.72,36.5
EXK,11.13,8.69,96.7
FCUV,15.16,33.57,2.3
FLUT,101.98,5.13,297.6
FMC,13.33,12.21,31.7
FOUR,44.23,7.67,95.9
FTH,39.12,13.36,9.7
FUBO,11.27,6.93,14.8
FUN,15.47,8.64,38.2
GCT,50.5,6.61,34.2
GPGI,14.25,8.86,20.2
GTLB,49.59,9.98,266.6
HL,20.77,8.69,713.0
HLF,12.16,5.56,22.8
HQ,17.5,19.95,5.0
HROW,39.05,5.63,22.9
HSLV,5.63,8.27,3.2
HVII,8.64,10.63,1.5
HYMC,23.21,7.3,49.3
INTR,5.88,5.19,29.5
IREN,39.6,7.55,1835.6
ITUB,8.08,5.21,164.7
JLHL,6.33,12.63,5.5
KSS,19.21,7.8,85.3
LBRX,49.48,5.05,14.6
LENZ,5.8,10.9,3.5
LIFE,36.8,5.14,50.5
LMB,48.58,8.46,21.5
LOVE,16.22,5.46,2.6
LUMN,6.81,6.74,81.2
LZ,6.52,6.19,19.8
MAAS,17.4,6.55,3.1
MGNI,24.88,8.69,71.9
MLYS,29.04,13.57,22.9
MMED,23.76,5.98,35.0
MNTN,13.13,5.97,13.3
MOBI,12.09,5.59,2.0
MOVE,14.48,13.04,5.6
MTA,10.66,8.0,6.1
MTW,20.22,6.65,8.9
MUX,20.12,5.07,23.0
NAKA,7.68,8.94,1.1
NBTX,41.67,6.06,7.3
NEGG,17.0,7.26,1.2
NMAX,11.0,5.87,13.4
NU,15.4,6.5,1040.8
NUAI,5.14,5.98,28.6
NVA,5.66,9.27,1.4
NXTC,7.35,8.09,1.6
OABI,5.04,13.51,10.5
ODTX,26.62,8.65,3.7
OEC,6.17,5.11,2.9
ONDS,7.61,8.1,628.8
OPFI,7.24,5.54,8.4
PAGS,9.84,7.66,25.3
PGY,22.0,5.06,46.8
PLAY,9.34,10.53,14.3
PRCT,21.97,5.07,23.8
PRKS,40.86,5.53,22.2
PSFE,6.62,6.43,3.0
PSQH,5.51,10.2,2.1
PUBM,17.38,6.82,15.1
RCEL,10.76,6.85,6.9
RDDT,158.1,9.31,1125.0
RIG,6.22,5.07,238.5
RSKD,6.65,7.43,13.4
RUN,8.96,7.05,78.0
SBSW,12.56,7.72,61.9
SCZM,10.18,10.65,5.0
SEI,52.77,6.31,135.5
SENS,9.94,5.97,7.1
SEZL,121.5,6.1,104.1
SGI,67.82,6.55,251.3
SGP,28.28,5.29,1.9
SHOE,13.49,5.06,10.1
SION,7.31,13.16,28.4
SIRI,29.7,7.53,103.4
SLS,14.16,7.11,96.1
SONO,15.98,5.52,21.4
SPHR,140.63,5.5,115.8
SPRB,59.67,7.32,4.0
SPTX,24.91,5.51,3.1
SRPT,23.21,8.81,58.9
SSMR,17.82,6.13,4.4
SSRM,37.75,5.36,95.7
STLD,247.64,5.79,283.9
STNE,10.37,7.35,64.8
STRT,73.07,5.62,7.9
SVM,12.78,7.39,35.1
SWKS,71.67,6.32,369.3
SWVL,5.08,32.64,10.0
TARS,82.76,11.76,56.4
TDS,35.87,6.69,39.5
TITN,23.39,13.88,5.2
TLX,11.45,5.53,1.6
TRAX,45.28,9.98,26.8
TRT,10.5,6.49,1.9
TTD,14.55,5.59,435.9
UAMY,5.29,13.03,43.5
USAS,5.43,7.52,26.5
USAU,16.12,6.54,3.4
VAL,92.52,5.09,92.6
VALN,7.12,8.37,1.3
VEON,65.77,5.54,5.2
VMAR,8.45,6.96,2.4
VOR,24.76,9.36,17.3
VRNS,46.76,10.41,63.2
VSAT,69.92,5.49,127.0
VSTM,8.02,5.39,14.7
WNC,14.22,11.35,9.3
WRLD,190.57,5.69,14.4
WS,36.02,5.91,8.3
WW,17.09,5.04,3.6
XGN,7.51,5.48,2.3
XP,19.99,6.78,87.5
XYZ,82.46,5.88,387.6
