Ticker,Type
ABG,Big Move
ACN,Big Move
ADV,Big Move
AGEN,Big Move
AGYS,Big Move
ALNY,Big Move
AMBP,Big Move
AMPH,Big Move
AN,Big Move
ANL,Big Move
APPF,Big Move
ARE,Big Move
ARXS,Pullback
ATEC,Big Move
ATHM,Big Move
AVTR,Big Move
AWI,Big Move
AXTA,Big Move
AZTA,Big Move
BIYA,Big Move
BKD,Pullback
BLFS,Big Move
BMI,Big Move
BRO,Big Move
CAC,Big Move
CALM,Big Move
CARS,Big Move
CBZ,Big Move
CCOI,Big Move
CCXI,Pullback & Big Move
CFBK,Big Move
CGON,Pullback
CHWY,Big Move
CJMB,Pullback
CLS,Big Move
COAG,Pullback
COIN,Pullback
CRL,Big Move
CRTO,Pullback
CTS,Big Move
CTSH,Big Move
CVSA,Big Move
DCO,Pullback
DECK,Big Move
DMRC,Big Move
DOCU,Big Move
DSGX,Big Move
EFOR,Big Move
EFX,Big Move
EPAC,Big Move
EPAM,Big Move
ERIE,Big Move
ESQ,Big Move
ETON,Big Move
EVI,Big Move
EWTX,Pullback
EXLS,Big Move
EYE,Big Move
FDS,Big Move
FIRY,Big Move
FMAO,Big Move
FND,Pullback
FOUR,Big Move
FSUN,Big Move
FTRE,Big Move
FUN,Big Move
G,Big Move
GDDY,Big Move
GKOS,Pullback
GLOB,Big Move
GRDN,Pullback
GRND,Big Move
HAS,Big Move
HCA,Big Move
HELP,Pullback
HNVR,Big Move
HPQ,Big Move
HRB,Big Move
IBM,Big Move
IBP,Big Move
ICLR,Big Move
INCY,Big Move
INFU,Big Move
INLF,Big Move
IQV,Big Move
IT,Big Move
ITRI,Big Move
JBLU,Big Move
JILL,Big Move
KNSA,Big Move
LCID,Big Move
LEVI,Pullback
LILA,Big Move
LIND,Big Move
LRN,Big Move
LYFT,Pullback
MATV,Big Move
MBLY,Big Move
MDLN,Pullback
MH,Big Move
MIAX,Big Move
MLAB,Pullback
MPLT,Big Move
MTN,Big Move
NCLH,Big Move
NIKI,Big Move
NIQ,Big Move
NN,Big Move
NRC,Big Move
NUE,Big Move
NWL,Pullback
OEC,Big Move
OII,Pullback
OOMA,Big Move
OPY,Pullback
OSCR,Big Move
PACS,Pullback
PARR,Pullback
PAYC,Big Move
PCLA,Big Move
PCTY,Big Move
PESI,Big Move
PHAT,Pullback
PII,Pullback
PMN,Big Move
PNR,Big Move
PPHC,Big Move
PRG,Pullback
PRK,Big Move
PRTH,Big Move
QNST,Pullback
RCI,Big Move
RCL,Big Move
RDNT,Pullback
RDVT,Big Move
RELX,Big Move
RGEN,Big Move
RHI,Pullback
RITM,Big Move
RYAN,Big Move
SHW,Big Move
SI,Big Move
SIBN,Big Move
SMG,Big Move
SOLV,Big Move
STE,Big Move
TBCH,Big Move
TDOC,Pullback & Big Move
TENX,Pullback
THC,Big Move
TNET,Big Move
TRU,Big Move
TTD,Big Move
TTEK,Big Move
UL,Big Move
UPBD,Pullback
UPWK,Big Move
VFC,Big Move
VGNT,Big Move
WLY,Big Move
WPP,Big Move
WWW,Big Move
Z,Big Move
ZBRA,Big Move
ZG,Big Move
ZUMZ,Big Move
