Ticker,Price,ADR,Support,Dist
ACHC,32.69,5.14,E9,2.0
ADPT,22.52,5.77,E9,1.25
ALIT,19.86,11.48,E9,1.82
AMN,34.69,5.1,E9,2.91
AMPL,8.74,7.38,E9,0.74
ANRO,27.42,8.23,E9,0.92
ARQT,28.42,4.31,E9,2.2
ARXS,44.06,6.03,E9,2.51
AVPT,12.91,4.33,E9,2.41
BETA,18.37,6.92,E9,0.5
BKD,15.37,4.07,E9,2.0
BLMN,8.6,5.28,E9,2.56
BLTE,155.95,4.56,E9,0.59
CADL,9.68,6.67,E9,0.01
CBRL,53.81,5.15,E9,1.88
CCC,6.12,4.99,E9,3.0
CCXI,14.52,10.39,E9,0.57
CDNA,35.75,4.96,E9,0.92
CGEM,17.47,5.24,E9,0.06
CGON,72.62,5.09,E9,1.59
CJMB,1.85,24.09,E9,0.17
COAG,47.26,10.85,E9,1.16
COGT,40.67,4.38,E9,2.24
COIN,167.9,5.56,E9,2.2
COMP,11.88,5.12,E9,2.6
CORT,94.19,4.52,E9,1.4
CRTO,21.15,5.03,E9,0.61
CVI,33.74,4.87,E9,0.04
CXW,30.63,4.15,E9,0.06
DAVE,406.45,6.17,E9,1.53
DCO,177.66,4.12,E9,0.9
DJCO,591.65,4.3,E9,1.34
DK,62.8,4.54,E9,0.45
DLO,14.88,4.22,E9,1.68
DMRA,29.42,9.47,E9,1.46
DNTH,101.61,6.07,E9,0.83
ELVN,53.76,4.97,E9,1.86
EPC,28.27,4.05,E9,1.71
ESTA,91.9,4.1,E9,0.09
ESTC,62.1,4.57,E9,2.68
EWTX,40.35,6.14,E9,0.04
FA,20.88,4.55,E9,2.23
FBIN,51.09,4.08,E9,0.56
FND,56.81,4.08,E9,2.94
FRHC,154.63,8.12,E9,0.22
FSLY,20.8,7.36,E9,2.78
FWRD,14.78,8.09,E9,0.6
GERN,1.45,5.64,E9,0.55
GKOS,151.33,4.09,E9,0.83
GRDN,41.86,4.15,E9,2.77
GT,7.36,4.71,E9,2.8
GTLB,32.97,6.29,E9,2.23
HELE,28.85,6.39,E9,2.75
HELP,7.6,7.42,E9,1.76
HOV,136.52,4.25,E9,3.0
HRMY,35.77,4.28,E9,0.75
IART,19.76,4.59,E9,2.79
IDYA,36.16,4.43,E9,0.12
IMCR,33.51,4.77,E9,0.54
IMNM,23.22,5.48,E9,2.6
INSP,51.97,4.8,E9,2.11
IOVA,4.7,8.85,E21,1.04
JZXN,1.33,22.96,E9,0.18
KFRC,58.49,4.25,E9,2.56
KOD,40.29,7.51,E9,0.04
LEVI,25.46,4.1,E9,2.99
LYFT,15.45,4.53,E9,2.75
MAX,13.79,4.92,E9,1.38
MBX,60.06,7.97,E9,0.97
MDGL,538.8,4.02,E9,0.3
MDLN,40.51,4.06,E9,2.95
MLAB,101.1,4.77,E9,2.58
MNPR,109.09,7.99,E9,0.64
MNRO,17.2,4.03,E9,1.42
MRVI,6.86,5.25,E9,0.42
MRX,64.16,5.14,E9,0.13
NAT,6.39,4.18,E9,0.83
NET,264.1,4.98,E9,0.88
NKTR,70.77,5.9,E9,1.55
NNBR,3.39,10.29,E9,1.11
NRIX,24.15,5.28,E9,2.58
NWL,5.26,5.61,E9,1.07
OII,47.99,4.81,E9,1.59
OPY,111.85,4.23,E9,0.74
ORKA,90.45,5.89,E9,0.11
PACS,46.96,4.83,E9,2.38
PARR,79.09,4.6,E9,2.98
PBF,61.0,5.65,E9,0.61
PGEN,5.53,5.94,E9,2.81
PHAT,11.66,6.09,E9,1.4
PII,71.59,4.37,E9,1.05
PNTG,42.02,4.08,E9,2.51
PRG,45.08,4.06,E9,1.18
PTGX,136.84,4.71,E9,0.91
PVLA,142.84,8.25,E9,0.32
QDEL,16.67,6.67,E9,0.53
QNST,15.94,4.29,E9,0.13
QTTB,15.71,12.44,E9,2.53
RAPP,41.96,7.04,E9,1.25
RDNT,63.22,4.44,E9,2.02
RH,177.68,5.39,E9,0.64
RHI,39.49,5.67,E9,2.25
S,18.34,5.52,E9,0.21
SE,107.41,4.44,E9,2.72
SGHC,15.0,4.07,E9,1.49
SION,46.55,8.04,E9,2.16
SNOW,270.36,4.87,E9,0.41
SYRE,99.96,6.16,E9,0.44
TDOC,9.36,4.77,E9,2.43
TENX,15.8,8.45,E9,2.04
TEX,68.65,4.45,E9,1.49
TGTX,54.87,4.46,E9,0.15
TPC,81.98,4.02,E9,0.76
TXG,47.05,6.65,E9,2.78
UA,6.97,4.67,E9,1.07
UAA,7.14,4.99,E9,1.18
UPBD,21.59,4.29,E9,1.75
URGN,40.88,5.35,E9,0.5
VRDN,19.51,4.55,E9,1.46
VRNS,44.67,5.22,E9,1.16
VSAT,74.13,8.02,E9,1.29
WNC,13.31,5.11,E9,0.28
XERS,8.24,4.22,E9,0.35
XRAY,13.49,4.88,E9,2.7
