Ticker,Price,Gain,Vol
ABCL,6.17,7.68,46.6
ABSI,6.75,11.02,27.6
ADBE,259.21,7.36,1144.9
ADVB,5.01,28.13,1.9
AEVA,28.18,9.06,61.3
AI,10.77,5.38,48.0
ALKS,42.19,5.63,85.4
ALNT,79.16,6.13,17.6
AMPL,7.82,13.66,20.3
ANL,11.94,5.66,2.4
APGE,82.14,5.55,67.9
APPN,23.4,6.17,20.5
APTV,67.94,6.71,231.1
ARIS,18.13,5.78,21.9
ARM,353.29,5.37,3104.5
ASAN,7.7,15.62,50.0
ASTC,49.8,69.22,244.9
AVBP,30.27,12.24,12.0
AVPT,10.91,6.23,24.0
AYA,21.0,7.86,8.6
AZ,7.03,5.24,4.1
BAND,64.97,12.68,69.6
BHVN,11.01,7.52,23.5
BILL,37.02,6.23,113.3
BL,29.4,8.45,46.9
BLZE,8.28,8.24,27.2
BMRN,57.29,8.63,133.6
BOX,26.96,6.77,65.1
BRKR,58.89,8.27,122.7
BRZE,25.63,9.72,78.1
BURL,323.83,7.76,306.5
BVN,36.89,5.37,38.2
CCSI,34.35,7.28,5.6
CDW,125.45,8.0,285.7
CGEM,16.44,7.03,16.8
CGNT,11.57,9.88,6.8
CHA,12.76,25.59,7.0
CHWY,22.54,5.43,201.0
CLBT,14.73,11.59,34.5
CLS,385.39,9.79,787.4
CMPS,13.06,9.56,43.3
CNSP,5.44,11.25,34.1
CNXC,28.29,6.84,40.7
COOK,69.56,6.2,1.7
CRDO,236.03,6.15,1251.4
CRM,191.1,8.47,2534.5
CRNC,12.86,8.34,14.5
CRWD,731.0,8.94,1889.2
CVLT,118.75,7.24,72.4
DAVE,282.56,5.11,151.9
DDOG,247.35,9.82,1395.2
DELL,420.91,32.76,2828.2
DOCU,52.52,5.93,150.3
DRTS,10.83,6.91,10.6
DSP,12.72,9.75,3.1
DT,42.59,5.13,257.9
DXC,9.91,6.9,60.7
ECOR,9.76,5.63,1.1
EFOR,22.68,8.52,26.0
EIKN,10.84,5.24,4.1
ELTX,11.44,7.82,1.4
EQX,13.54,7.63,127.5
ERAS,12.84,5.25,49.7
ESTC,64.7,12.31,124.9
ETOR,41.98,5.11,52.4
FDMT,9.91,10.48,7.1
FGNX,8.71,11.67,1.2
FIG,25.5,8.7,514.5
FIVN,24.35,6.66,102.1
FJET,7.46,9.06,14.9
FPS,54.66,14.93,309.3
FROG,79.48,9.22,193.8
FRSH,9.71,7.89,101.5
FTNT,137.97,6.38,748.3
GCO,38.37,5.47,6.6
GEN,25.79,5.05,209.1
GHRS,23.99,7.19,5.1
GRRR,20.48,15.45,18.2
GTLB,31.05,11.17,140.3
GWRE,152.67,7.42,180.4
HOOD,94.3,11.15,1986.2
