Ticker,Price,Gain,Vol
ANGI,5.04,7.92,4.3
BANL,16.1,20.15,2.0
CABO,25.5,13.38,8.0
CVI,41.76,5.03,32.0
DPZ,350.0,5.4,261.8
ESTC,99.91,19.31,244.0
FLUT,101.78,7.13,346.1
FMC,11.33,6.29,30.3
FNKO,7.1,5.34,8.1
FRNM,14.79,6.1,11.1
GAP,23.48,12.94,162.0
LENZ,5.11,6.24,3.6
LULU,120.81,5.05,339.6
MNRO,12.96,5.8,14.5
MOBI,11.34,6.98,1.5
PD,13.83,9.5,15.9
PSQL,19.11,95.2,7.6
QNRX,6.12,18.72,9.6
RDIB,18.31,16.88,7.4
RMNI,5.65,5.21,2.3
RXST,7.05,6.66,5.7
SMPL,10.93,7.05,20.1
SOLS,63.53,12.76,171.5
SSTK,5.97,8.74,5.9
STRT,75.04,6.76,7.7
TJGC,9.9,24.69,7.6
TOP,16.73,8.5,1.5
TRLV,11.82,7.16,10.6
WDAY,204.72,5.76,954.9
WEN,8.27,5.75,89.1
XHLD,9.3,12.32,37.0
