Ticker,Type
AA,Pullback
ABM,Big Move
ABTC,Pullback & Big Move
ACDC,Big Move
ACHV,Pullback
ACRS,Pullback
ADTN,Big Move
AIP,Big Move
ALM,Big Move
ALNY,Pullback
AMD,Big Move
AMKR,Big Move
AMPX,Big Move
APLD,Big Move
APPS,Big Move
AQST,Pullback
ARCT,Pullback
ARQQ,Big Move
ASMB,Pullback
ASTS,Big Move
ASX,Big Move
AVTX,Pullback
BILI,Big Move
BKSY,Big Move
BMNR,Pullback
BNC,Big Move
BRUN,Big Move
BTGO,Big Move
BULL,Pullback
BW,Big Move
CABA,Pullback
CECO,Big Move
CELU,Pullback
CENX,Pullback
CHA,Big Move
CIEN,Big Move
CLF,Pullback
CLS,Big Move
CLSK,Big Move
CMPS,Pullback & Big Move
CNXC,Pullback
CRCL,Pullback
CRSR,Pullback
CTMX,Pullback
CTRN,Pullback
CUE,Big Move
DAVE,Pullback
DDS,Pullback
DJT,Pullback
DK,Big Move
DOCN,Big Move
DOCU,Pullback
DXC,Pullback
EFSI,Big Move
ELF,Pullback
ENOV,Big Move
ENPH,Big Move
ERO,Big Move
EVI,Big Move
EVMN,Big Move
FAC,Big Move
FCEL,Big Move
FCX,Big Move
FEIM,Big Move
FIGR,Big Move
FIVE,Pullback
FLNC,Big Move
FLY,Big Move
FUBO,Pullback
FWDI,Big Move
FXHO,Big Move
GMTL,Big Move
GRRR,Big Move
GSIT,Big Move
GTLB,Pullback
HBM,Pullback & Big Move
HCWC,Big Move
HNST,Pullback
HPE,Big Move
HPQ,Pullback
IE,Big Move
IESC,Big Move
IMSR,Big Move
INFQ,Big Move
INIO,Big Move
INTC,Big Move
JMIA,Pullback
KSS,Pullback
KURA,Pullback
LEU,Big Move
LGN,Big Move
LITE,Big Move
LPTH,Big Move
LUNR,Big Move
MANE,Big Move
MDXH,Pullback
MLYS,Big Move
MP,Pullback
NCI,Pullback
NKLR,Big Move
NKTR,Pullback
NNE,Big Move
NOK,Big Move
NTSK,Pullback
NUAI,Big Move
NVA,Big Move
NXTC,Big Move
OCUL,Big Move
OKTA,Pullback
OLLI,Pullback
OOMA,Pullback
PEGA,Pullback
PGY,Pullback
PHVS,Big Move
PLSE,Pullback
PPHC,Big Move
PRCT,Pullback
PRGO,Pullback
PURR,Pullback
QBTS,Big Move
RDVT,Pullback
RDW,Big Move
REAX,Big Move
RNG,Pullback
ROIV,Big Move
RVI,Big Move
RXRX,Pullback
SATL,Big Move
SEDG,Big Move
SEI,Big Move
SII,Pullback
SILC,Big Move
SMR,Big Move
SRPT,Pullback
SRRK,Pullback
SSL,Big Move
SST,Big Move
STLN,Big Move
SWVL,Big Move
TE,Big Move
TGB,Pullback & Big Move
TKO,Big Move
TPL,Big Move
TRDA,Big Move
TSAT,Big Move
UEC,Pullback
UMAC,Big Move
UMC,Big Move
VERA,Pullback
VIAV,Big Move
VNET,Big Move
VRNS,Pullback
WULF,Big Move
WWW,Pullback
WYFI,Big Move
WYHG,Big Move
XE,Big Move
XPON,Pullback
ZIM,Big Move
