Ticker,Type
ADVB,Big Move
AGBK,Big Move
AGRO,Big Move
AI,Pullback
AMPL,Pullback
APPN,Pullback
ARCT,Big Move
ASAN,Pullback
BBNX,Pullback
BIAF,Big Move
BL,Pullback
BMNR,Pullback
BRZE,Pullback
BTGO,Pullback
BULL,Pullback
BWXT,Big Move
BZ,Pullback
CBIO,Big Move
CHOW,Pullback
CLYM,Big Move
CNH,Big Move
CNXC,Big Move
COUR,Pullback
CRK,Big Move
CRWD,Pullback
CUE,Big Move
DOCS,Pullback
DOCU,Pullback
DUOL,Big Move
EDRY,Big Move
EE,Pullback
EIX,Big Move
FCUV,Big Move
FGI,Pullback
FGL,Big Move
FIG,Pullback
FIGS,Pullback
FIVN,Pullback
FLOC,Pullback
FRHC,Pullback
FRSH,Pullback
FRVO,Big Move
FTH,Big Move
FTNT,Pullback
GENB,Pullback
GH,Pullback
GMRS,Big Move
GO,Pullback
GTM,Pullback
GWRE,Pullback
HCWC,Big Move
HELP,Pullback
HNST,Pullback
HP,Big Move
HRTG,Pullback
HUBS,Pullback
HUIZ,Pullback
IMMX,Pullback
INTA,Pullback
IPI,Big Move
JMIA,Pullback
KD,Pullback
KLRA,Big Move
LMB,Big Move
LUCY,Pullback
MDB,Pullback
MGRT,Big Move
MLAB,Pullback
MMED,Big Move
MNDY,Pullback
MNPR,Big Move
MNTN,Pullback
MOVE,Big Move
MRNA,Big Move
MSTR,Pullback
NCNO,Pullback
NEO,Pullback
NIQ,Pullback
NVAX,Big Move
NVS,Big Move
NXTC,Big Move
OBE,Big Move
OCTV,Pullback
ORA,Big Move
PBR,Big Move
PCG,Big Move
PCOR,Pullback
PLTR,Pullback
PSKY,Pullback
PSNL,Pullback
PURR,Pullback
RCUS,Pullback
RDAC,Big Move
RFAI,Pullback
RGEN,Pullback
RSKD,Pullback
SAIL,Pullback
SBET,Pullback
SDGR,Big Move
SEB,Big Move
SGRY,Big Move
SION,Big Move
SLN,Big Move
SNDK,Pullback
TBN,Big Move
TH,Pullback
TTAN,Pullback
VERX,Pullback
VIA,Pullback
VIR,Big Move
VSTM,Big Move
VYX,Pullback
WDAY,Pullback
WETO,Big Move
WK,Pullback
XMTR,Pullback
XNCR,Pullback
XPON,Pullback
ZBIO,Pullback
