Ticker,Price,Gain,Vol
ABTC,9.34,18.68,13.6
AEHL,7.45,37.2,26.2
AEM,207.13,5.32,723.5
AGMB,14.83,8.57,2.2
AHCO,6.42,6.29,18.3
AIN,62.59,6.48,17.5
ALIT,14.89,5.16,6.2
ALMS,11.36,9.76,40.9
ANF,143.54,5.08,310.6
ANL,14.75,6.46,1.9
APPS,10.88,11.25,34.0
ASST,26.82,10.28,174.9
AUR,6.32,8.03,189.3
AXON,538.15,6.15,510.1
AYA,29.82,5.19,30.6
BE,235.55,8.41,2596.1
BETR,13.2,7.32,10.6
BGSI,90.21,5.84,5.1
BIAF,12.78,31.08,54.4
BKKT,8.38,12.79,12.5
BLSH,36.22,10.97,50.8
BLTE,171.09,6.49,28.4
BMNR,26.45,14.7,953.8
BTDR,11.91,10.89,156.8
BTG,5.69,5.18,178.6
BTGO,7.52,6.36,11.8
BULL,10.0,11.11,162.7
BUUU,31.67,6.99,2.7
CAMT,138.9,5.3,64.0
CBIO,20.4,10.03,4.1
CHPT,9.08,74.95,22.1
CHRN,20.08,5.63,3.5
CIFR,17.37,14.43,567.2
CLS,309.84,11.55,739.1
CLSK,12.58,11.03,232.6
COIN,192.7,10.14,1713.3
CORZ,17.9,6.48,212.8
CRCL,103.23,16.46,1268.0
CRSR,12.77,5.54,26.4
CRWD,214.97,5.68,2167.4
CSHR,5.89,5.18,1.1
DFDV,6.08,16.48,7.5
DFNS,10.18,9.94,20.2
DPRO,6.43,13.01,8.7
DRVN,13.58,5.43,12.0
ESQ,121.24,5.91,17.4
ESTC,96.13,7.31,286.3
FAC,5.26,6.26,1.5
FCUV,19.69,29.88,2.6
FIGR,36.21,9.1,167.3
FRNM,16.9,5.96,13.2
FTAI,199.39,7.42,254.5
FWDI,6.68,6.71,10.9
GFI,48.16,7.21,178.6
GFUZ,8.04,5.37,1.5
GLXY,26.5,10.14,139.5
GWRE,202.86,5.24,225.2
HCM,14.11,17.19,1.2
HMY,20.76,6.74,83.5
HOOD,124.72,16.57,2126.8
HPE,54.44,5.04,1116.6
HSAI,18.46,11.27,31.9
HSLV,5.92,5.15,3.4
HUT,88.09,9.18,412.6
IOT,38.75,5.33,221.9
IREN,41.65,5.18,1870.1
KYIV,14.27,5.0,4.5
LASR,41.47,5.28,79.6
MARA,11.6,10.79,528.9
MIAX,42.71,5.15,55.9
MIR,16.76,7.64,52.1
MRX,75.65,5.55,50.6
MSTR,144.82,17.56,3264.4
NAKA,8.31,8.2,1.2
NOW,145.59,6.49,2405.4
NRC,21.25,6.2,2.7
NXTC,7.84,6.67,1.6
NXTT,5.93,9.21,2.6
OCTV,19.98,5.16,46.1
OESX,23.18,6.43,2.1
OGC,30.75,5.71,16.2
OPY,124.74,6.29,14.0
ORCL,154.04,5.69,3342.1
OSCR,32.24,6.3,163.4
OTEX,24.85,5.39,38.4
P,98.15,6.19,384.8
PAYP,16.93,7.63,10.3
PFG,118.51,6.47,124.8
PLTR,182.53,7.71,6287.6
PURR,12.77,12.81,254.6
QMCO,24.3,6.67,52.9
QNRX,7.87,16.77,10.2
RBRK,92.14,5.69,391.1
RDVT,76.43,6.94,19.9
RHLD,138.51,5.09,23.8
RIOT,21.14,13.44,427.1
RNG,76.36,5.21,101.6
SAIL,19.39,5.9,62.4
SBET,8.98,10.86,69.6
SMMT,17.13,17.33,87.3
SNOW,356.47,16.55,1694.2
STUB,6.53,5.66,54.5
SUPX,8.97,7.3,4.2
SWVL,5.52,8.66,10.2
TATT,39.01,5.33,5.5
TDS,37.82,5.44,39.3
TIGR,5.07,5.85,13.6
TRI,111.76,5.56,168.4
TSLA,376.36,5.42,12830.4
TWLO,240.48,6.06,573.2
VBNK,20.59,6.79,2.2
WPP,25.9,7.6,10.7
WULF,16.23,9.51,504.1
WYFI,18.78,8.49,68.1
WYY,11.39,9.1,1.2
XXI,6.4,11.5,8.3
ZETA,32.68,7.36,232.4
