Ticker,Type
ABTC,Big Move
ACHV,Pullback
AEM,Big Move
AESI,Pullback
AGMB,Big Move
AGRO,Pullback
ALIT,Big Move
ALT,Pullback
AMR,Pullback
ANF,Big Move
ANL,Big Move
ANRO,Pullback
APPS,Big Move
ASST,Big Move
AVBP,Pullback
AXON,Big Move
BE,Big Move
BETR,Big Move
BGSI,Big Move
BHC,Pullback
BKKT,Big Move
BLSH,Big Move
BLTE,Big Move
BMNR,Big Move
BORR,Pullback
BRKR,Pullback
BTDR,Big Move
BTG,Big Move
BTGO,Big Move
BTU,Pullback
BULL,Big Move
BUUU,Big Move
CAMT,Big Move
CBIO,Big Move
CBLL,Pullback
CELH,Pullback
CHPT,Big Move
CHTR,Pullback
CHWY,Pullback
CIFR,Big Move
CLS,Big Move
CLSK,Big Move
COIN,Big Move
CORZ,Big Move
CRCL,Big Move
CRK,Pullback
CRMD,Pullback
CRSR,Big Move
CRVS,Pullback
CRWD,Pullback & Big Move
CSGP,Pullback
CSHR,Big Move
CXW,Pullback
DAIC,Pullback
DAR,Pullback
DFDV,Big Move
DFNS,Big Move
DJT,Pullback
DNN,Pullback
DRVN,Big Move
ERO,Pullback
ESQ,Big Move
ESTC,Big Move
FAC,Big Move
FIGR,Pullback & Big Move
FLUT,Pullback
FRNM,Big Move
FTAI,Big Move
FTRE,Pullback
FUTU,Pullback
FWDI,Big Move
GENI,Pullback
GFI,Big Move
GFUZ,Big Move
GLXY,Big Move
GWRE,Big Move
HCM,Big Move
HCWC,Pullback
HMY,Big Move
HOOD,Big Move
HPE,Pullback & Big Move
HSAI,Big Move
HTFL,Pullback
HUT,Big Move
INBX,Pullback
INTU,Pullback
IOT,Big Move
JMIA,Pullback
KYIV,Big Move
LASR,Big Move
LBRX,Pullback
LFST,Pullback
LYFT,Pullback
MARA,Big Move
MIAX,Big Move
MIR,Big Move
MITK,Pullback
MLAB,Pullback
MRX,Big Move
MSTR,Big Move
NBR,Pullback
NMAX,Pullback
NOW,Big Move
NP,Pullback
NRC,Big Move
NSP,Pullback
NTSK,Pullback
NXE,Pullback
NXTT,Big Move
OCTV,Big Move
OESX,Big Move
OGC,Big Move
OPY,Big Move
ORCL,Big Move
OSCR,Big Move
OTEX,Big Move
P,Pullback & Big Move
PAYP,Big Move
PFG,Big Move
PHVS,Pullback
PI,Pullback
PLTR,Pullback & Big Move
PRCT,Pullback
PTEN,Pullback
PUBM,Pullback
PURR,Big Move
PWP,Pullback
QMCO,Big Move
QNRX,Big Move
RBRK,Big Move
RDVT,Big Move
REPL,Pullback
RHLD,Big Move
RIOT,Big Move
RNG,Big Move
SA,Pullback
SAIL,Pullback & Big Move
SBET,Big Move
SLS,Pullback
SMMT,Big Move
SNOW,Big Move
SOFI,Pullback
SPT,Pullback
STUB,Big Move
SUPX,Big Move
TATT,Big Move
TGTX,Pullback
TIGR,Pullback & Big Move
TMDX,Pullback
TRI,Big Move
TSLA,Big Move
TWLO,Big Move
VBNK,Big Move
VERA,Pullback
WPP,Big Move
WULF,Big Move
WXM,Pullback
WYFI,Big Move
WYY,Big Move
XPON,Pullback
XXI,Big Move
Z,Pullback
ZETA,Big Move
ZG,Pullback
ZS,Pullback
ZYME,Pullback
