Ticker,Type
ABTC,Big Move
ACHC,Pullback
AEM,Big Move
AGI,Big Move
AGL,Big Move
AGYS,Pullback
AIZ,Big Move
ALKT,Pullback
ALT,Pullback
AMCX,Big Move
AMTM,Pullback
AMWL,Big Move
APPN,Big Move
ARIS,Big Move
ARWR,Pullback
ASA,Big Move
ASTC,Big Move
ATEC,Pullback
ATEX,Pullback
AU,Big Move
AUGO,Big Move
AUR,Pullback
AVPT,Pullback
AVT,Big Move
AVTR,Pullback
AXTI,Big Move
AZTA,Big Move
B,Big Move
BAH,Pullback
BKNG,Big Move
BL,Pullback
BLLN,Big Move
BLMN,Big Move
BOOT,Pullback
BRCB,Big Move
BSY,Pullback
BVS,Big Move
BWA,Big Move
BWIN,Pullback
CDE,Big Move
CDRE,Pullback
CDW,Pullback
CGAU,Big Move
CHEF,Pullback
CLDX,Big Move
CMCL,Big Move
CMG,Pullback
CMPR,Pullback
CMPS,Big Move
COAG,Big Move
COMP,Big Move
COTY,Pullback
COUR,Pullback
CRBG,Big Move
CRCT,Big Move
CRI,Pullback
CRL,Big Move
CROX,Pullback
CRVL,Big Move
CTGO,Big Move
CVEO,Big Move
CVSA,Pullback
CWK,Pullback
DFTX,Pullback
DGP,Big Move
DJT,Pullback
DOMO,Pullback
DORM,Pullback
DRD,Big Move
DSGX,Pullback
DT,Big Move
DXPE,Pullback
EGO,Big Move
ELE,Big Move
ENOV,Pullback
EQH,Big Move
EQX,Big Move
ESTA,Pullback
EVC,Pullback
FBIN,Pullback
FIRY,Big Move
FLYW,Big Move
FOUR,Pullback
FRPT,Big Move
FRSH,Pullback
FSM,Big Move
FTNT,Pullback
FTRE,Pullback & Big Move
FUBO,Big Move
GDDY,Pullback
GFF,Big Move
GFI,Big Move
GFUZ,Big Move
GPCR,Pullback
GTE,Big Move
HGTY,Big Move
HMY,Big Move
HOG,Pullback
HPP,Big Move
HY,Big Move
HZO,Pullback
IAG,Big Move
IDR,Big Move
IFF,Big Move
INDV,Big Move
INLF,Big Move
INTA,Big Move
IOSP,Big Move
JACK,Big Move
JJSF,Big Move
JLHL,Big Move
KD,Pullback
KGC,Big Move
KIDS,Big Move
KSS,Pullback
LZ,Pullback
MAMA,Pullback
MAN,Pullback
MCK,Big Move
MD,Pullback & Big Move
MMED,Pullback
MRX,Pullback
MTA,Big Move
MUX,Big Move
NEM,Big Move
NEO,Pullback
NESR,Pullback
NGL,Big Move
NHC,Big Move
NICE,Pullback
NIQ,Pullback
NN,Big Move
NRP,Big Move
NTRA,Pullback
OGC,Big Move
OII,Pullback
OKTA,Pullback
OPY,Pullback
ORKA,Pullback
OSK,Pullback
PAAS,Big Move
PCLA,Big Move
PFX,Big Move
PGEN,Big Move
PII,Pullback
PINS,Pullback
PLUS,Pullback
PRCT,Big Move
PRGO,Big Move
PRMB,Big Move
PTHS,Big Move
QDEL,Pullback
QLYS,Big Move
RDVT,Pullback
REA,Big Move
RGEN,Big Move
ROCK,Big Move
RVLV,Pullback
RYAM,Big Move
SA,Big Move
SBH,Pullback
SFM,Pullback
SG,Big Move
SHAK,Big Move
SII,Big Move
SION,Pullback
SKY,Big Move
SKYQ,Pullback
SMJF,Big Move
SN,Big Move
SONO,Pullback
SRTA,Big Move
SSRM,Big Move
SUPN,Big Move
SWIM,Big Move
TBI,Big Move
TDW,Pullback
THRM,Pullback
TNET,Pullback
TREX,Big Move
TRI,Pullback
TRVI,Pullback
TVTX,Big Move
TWST,Big Move
TX,Big Move
UPWK,Pullback
URGN,Big Move
VTVT,Big Move
VYX,Big Move
WAY,Pullback
WEX,Pullback
WLDS,Pullback
WNC,Pullback
WPM,Big Move
WTTR,Big Move
XPEL,Big Move
XPRO,Pullback
XRAY,Pullback
YXT,Big Move
