Ticker,Price,Gain,Vol
ABTC,6.54,6.51,8.7
ACAD,28.8,6.08,42.3
ACRS,6.36,6.35,11.5
AEM,165.45,9.85,360.6
AG,17.61,6.79,173.5
AGI,31.27,8.73,136.0
AGL,107.85,13.79,39.6
AIZ,301.57,7.2,103.3
AMCX,12.03,5.53,8.7
AMPX,11.72,8.42,62.1
AMWL,13.02,24.95,2.0
APPN,29.96,5.31,21.7
APPS,13.17,38.49,37.0
ARIS,15.63,6.25,22.1
ASA,54.72,5.88,2.9
ASM,6.48,9.64,18.2
ASTC,9.11,25.83,2.3
AU,88.6,8.71,206.8
AUGO,65.76,13.79,48.0
AVT,97.22,5.07,98.1
AXTI,68.61,5.12,610.6
AYA,25.07,9.48,14.0
AZTA,31.82,5.61,18.3
B,41.05,7.43,293.5
BKNG,207.02,6.56,1156.6
BLLN,149.97,5.43,83.6
BLMN,11.85,32.85,19.4
BRCB,8.52,5.84,2.2
BUUU,25.96,8.26,1.4
BVS,15.26,13.71,10.0
BWA,66.78,5.93,140.4
BXC,72.54,12.53,9.3
CDE,17.43,7.53,454.0
CGAU,19.46,7.22,25.8
CLDX,41.06,5.15,34.9
CMCL,20.69,6.93,4.4
CMPS,13.58,15.08,47.1
COAG,50.09,7.67,20.5
COMP,12.83,6.92,141.5
CRBG,33.59,6.3,134.3
CRCT,6.07,22.87,3.1
CRL,260.72,11.36,206.4
CRVL,62.57,5.87,10.7
CTGO,18.2,8.59,6.0
CVEO,32.73,5.96,5.4
DC,5.36,6.77,5.8
DGP,144.39,8.41,16.0
DRD,22.87,6.03,6.4
DT,50.86,11.27,218.0
EGO,36.0,13.14,71.4
ELE,17.8,7.1,4.1
EQH,51.3,6.32,141.3
EQX,10.32,7.72,126.1
EXK,8.96,7.56,53.7
FIRY,9.88,5.67,12.2
FLYW,18.65,8.05,37.3
FRMM,6.23,6.68,1.7
FRPT,71.47,14.57,83.0
FSM,9.6,6.08,46.1
FTK,36.07,27.86,11.8
FTRE,19.05,5.89,30.7
FUBO,10.66,11.62,14.7
GFF,102.81,9.86,28.4
GFI,37.29,9.32,118.4
GFUZ,9.36,14.85,7.5
GTE,9.44,38.21,11.5
HELP,10.53,13.47,14.9
HGTY,13.52,15.36,1.6
HL,16.54,7.47,602.7
HMY,18.08,7.11,43.2
HPP,14.97,7.08,10.5
HY,40.47,15.2,3.5
HYMC,24.48,9.48,31.9
IAG,15.89,7.36,73.8
IDR,33.13,8.69,6.1
IFF,88.07,8.88,140.3
INDV,38.73,6.11,84.9
INLF,6.27,97.17,40.0
INTA,36.96,12.75,24.8
IOSP,91.96,6.07,13.6
JACK,18.42,6.66,11.9
JJSF,84.66,7.66,16.6
JLHL,9.35,72.51,88.0
KGC,25.7,8.9,175.4
KIDS,22.31,6.85,3.7
KODK,9.86,10.41,6.9
KTOS,55.34,6.69,190.1
MCK,877.23,5.64,781.5
MD,25.99,5.18,20.7
MEI,17.26,14.3,9.3
MTA,8.39,6.88,2.9
MTRN,297.08,30.81,86.6
MUX,19.71,5.57,13.6
NEGG,16.7,9.15,1.1
NEM,104.29,6.71,668.9
NEWP,5.93,13.17,2.4
NG,6.89,8.85,32.8
NGL,17.0,7.26,3.1
NHC,221.45,6.36,23.7
NN,14.82,6.73,33.7
NRP,105.0,8.31,4.7
NVA,5.6,9.8,1.3
OGC,26.86,7.53,10.5
PAAS,48.24,7.41,156.4
PBT,34.53,6.54,3.9
PCLA,5.5,12.94,1.2
PFX,46.15,7.3,1.0
PGEN,6.89,5.51,27.2
PLPC,471.29,11.26,34.2
PPTA,22.93,10.88,21.7
PRCT,19.34,5.8,34.8
PRGO,13.27,23.1,33.4
PRM,34.97,5.17,60.1
PRMB,25.32,8.72,67.7
PTHS,28.54,6.89,2.8
QLYS,183.25,13.78,119.9
REA,11.62,9.11,1.5
RGEN,158.59,5.88,183.7
ROCK,54.86,14.15,15.7
RYAM,9.67,10.39,7.9
SA,29.15,6.85,12.9
SCZM,7.96,10.56,3.1
SG,6.1,6.83,40.1
SGMT,8.64,8.14,7.8
SHAK,74.33,12.25,139.8
SHOP,144.24,16.98,1329.0
SII,115.64,10.4,18.0
SKE,30.59,6.55,15.2
SKY,91.16,10.68,54.3
SMJF,6.75,20.97,5.9
SN,182.11,8.28,271.9
SRTA,5.85,5.03,5.8
SSRM,29.0,9.1,84.8
SUPN,46.91,8.46,47.4
SVM,10.82,5.97,22.3
SWIM,7.3,28.07,4.7
SXC,9.62,8.46,15.5
TBI,9.9,28.74,2.2
TREX,49.57,5.42,112.3
TVTX,62.76,12.03,89.8
TWST,115.01,15.65,137.3
TX,53.71,6.69,34.1
URGN,46.43,16.31,34.1
VTVT,34.39,7.27,3.2
VYX,9.52,7.21,15.1
WPM,122.82,6.42,183.3
WTTR,22.26,20.32,36.9
XPEL,50.29,9.54,10.5
YXT,23.43,801.15,69.5
ZETA,27.07,11.58,210.5
ZTG,6.8,19.72,1.8
