Ticker,Type
AAL,Big Move
AAMI,Big Move
ABX,Big Move
ACA,Pullback
ACDC,Pullback
ACMR,Big Move
ADEA,Big Move
ADI,Big Move
ADNT,Big Move
AEBI,Big Move
AEHR,Big Move
AFRM,Big Move
AGPU,Big Move
AGX,Pullback
AIRO,Big Move
ALGM,Big Move
ALGT,Big Move
ALK,Big Move
ALM,Big Move
ALMU,Big Move
ALNT,Big Move
ALOY,Big Move
ALTO,Big Move
AMAT,Big Move
AMBA,Big Move
AMD,Big Move
AMKR,Big Move
AMPX,Big Move
AMR,Big Move
AMST,Pullback
AMWD,Big Move
AP,Big Move
APP,Big Move
ASM,Big Move
ATAI,Pullback
ATER,Pullback
ATLC,Big Move
AU,Big Move
AXSM,Pullback
AYA,Big Move
BAP,Big Move
BBAR,Big Move
BBBY,Big Move
BHVN,Big Move
BIRK,Big Move
BLBD,Pullback
BLDP,Big Move
BMA,Big Move
BNAI,Big Move
BOBS,Big Move
BOOT,Big Move
BRAI,Big Move
BRCB,Big Move
BRUN,Big Move
BTU,Big Move
BVN,Pullback
BWAY,Big Move
CAKE,Big Move
CBZ,Pullback
CCOI,Big Move
CCSI,Big Move
CD,Big Move
CDNL,Pullback & Big Move
CECO,Big Move
CEVA,Big Move
CGAU,Big Move
CGCT,Big Move
CGEM,Big Move
CIB,Big Move
CLF,Big Move
CLFD,Big Move
CLSK,Big Move
CMCO,Big Move
CNSP,Pullback
CODI,Pullback
COHU,Big Move
COOK,Big Move
CPS,Big Move
CRML,Big Move
CROX,Big Move
CSTM,Big Move
CTOS,Pullback
DAVE,Big Move
DBD,Big Move
DC,Big Move
DIOD,Big Move
DMAC,Big Move
DRVN,Pullback
DT,Pullback
DY,Pullback
EBS,Big Move
EC,Big Move
ECG,Pullback
ELA,Big Move
ELAN,Big Move
ELE,Big Move
ELVN,Pullback
ENLT,Big Move
ENTG,Big Move
EOSE,Big Move
EPRX,Big Move
ERNA,Pullback
ERO,Big Move
ESI,Big Move
ESLT,Big Move
ESTC,Pullback
EVC,Pullback
FIG,Pullback
FIX,Pullback
FLEX,Big Move
FLOC,Pullback
FLS,Big Move
FNGO,Big Move
FORM,Big Move
FRMI,Big Move
FSLY,Big Move
FUTU,Big Move
GDYN,Pullback
GEO,Pullback
GEOS,Big Move
GEV,Pullback
GGAL,Big Move
GHM,Big Move
GILT,Big Move
GPK,Pullback
GRPN,Big Move
GRRR,Big Move
GSIT,Big Move
HBM,Big Move
HCC,Big Move
HMY,Big Move
HNRG,Big Move
HOV,Big Move
HRB,Pullback
HRI,Pullback & Big Move
HSHP,Big Move
HUM,Pullback
HUT,Big Move
IBRX,Pullback & Big Move
IE,Big Move
IESC,Big Move
IMDX,Big Move
IMOS,Big Move
INBX,Big Move
INDI,Big Move
IOT,Pullback
IPWR,Big Move
IREN,Big Move
ISOU,Big Move
IT,Pullback
JOYY,Big Move
JTAI,Big Move
KALU,Big Move
KEEL,Big Move
KF,Big Move
KLAC,Big Move
KPTI,Big Move
KRNT,Big Move
KRRO,Big Move
KURA,Pullback
LAR,Big Move
LB,Pullback
LFVN,Big Move
LGN,Pullback & Big Move
LIFE,Big Move
LOMA,Big Move
LPG,Pullback
LPL,Big Move
LRCX,Big Move
LUMN,Big Move
LUNR,Pullback
MAKO,Big Move
MANH,Pullback
MASS,Big Move
MBC,Big Move
MBLY,Pullback
MDB,Pullback
METC,Big Move
MG,Big Move
MLAB,Pullback
MLTX,Pullback
MNDY,Pullback
MNPR,Pullback
MNTS,Big Move
MOD,Big Move
MORN,Pullback
MRAM,Pullback
MRLN,Big Move
MRVL,Big Move
MRX,Pullback
MSB,Big Move
MTA,Big Move
MTSI,Big Move
MU,Big Move
MX,Big Move
MXL,Pullback
NAVN,Pullback
NB,Big Move
NBIS,Pullback
NG,Big Move
NN,Big Move
