Ticker,Price,Gain,Vol
AA,71.38,7.71,267.8
ADTN,15.67,5.66,43.4
AEVA,25.32,17.82,43.9
AGL,86.39,7.22,35.0
AKAN,27.12,15.6,110.4
AKTS,20.34,6.38,3.3
AKTX,18.27,255.45,30.8
ALTG,5.44,7.94,2.6
AMBQ,81.67,6.67,51.7
AMN,27.66,7.84,35.4
AMRC,31.77,5.13,18.5
ANGI,5.52,7.81,9.5
AOSL,41.72,6.67,46.7
APH,132.06,5.77,1527.3
ARQQ,17.49,6.32,8.5
ASMB,28.34,6.94,4.9
ASPI,5.55,7.35,22.7
ASPN,5.79,5.85,9.6
ASTI,5.36,13.32,5.0
ASTS,105.86,10.01,1687.0
ASX,34.81,6.65,274.7
ASYS,22.08,5.39,6.1
ATEX,63.57,5.95,18.5
ATKR,84.75,11.25,39.6
ATOM,9.24,8.58,26.5
AVAV,174.23,6.83,181.9
AVNW,17.59,6.93,4.7
AVR,9.62,6.89,7.7
AXTI,140.83,16.37,1123.4
BB,7.91,18.95,164.7
BBNX,11.82,11.4,7.3
BGDE,5.9,9.26,1.1
BKSY,47.87,7.21,93.6
BNED,9.53,6.36,2.4
CABO,52.28,9.65,14.1
CAR,167.05,5.92,306.1
CBT,83.41,6.47,32.9
CENX,65.05,7.59,93.1
CMPR,102.39,7.59,19.3
CNSP,5.42,7.33,33.9
CODX,5.07,36.66,34.7
CPSH,6.0,28.48,3.3
CRDO,218.41,12.94,1150.9
CRNC,10.98,13.31,12.0
CRSR,7.7,11.11,10.0
CSW,278.0,5.82,33.5
CTRN,42.61,11.46,4.8
CUE,21.47,6.82,39.5
CVNA,68.28,6.04,862.7
DELL,295.19,16.77,1523.7
DT,41.21,5.26,257.3
DUOT,12.3,13.47,6.1
DXYZ,66.64,8.08,286.8
EAF,9.1,5.69,2.2
EL,88.32,11.92,310.7
ELVA,10.88,5.53,4.9
ELVR,96.2,10.84,10.4
ENR,18.18,5.09,22.4
ENVX,6.68,6.03,47.8
EXTR,25.6,7.11,67.0
F,14.93,9.22,929.3
FABC,6.09,19.41,20.7
FC,23.67,5.58,1.6
FEIM,68.01,13.56,9.7
FGNX,7.81,9.38,1.0
FIG,22.71,5.19,456.3
FJET,7.2,39.81,9.8
FLNC,21.49,6.44,283.8
FLO,7.94,13.27,77.5
FLY,49.5,15.49,250.9
FUBO,9.75,6.67,15.9
FWRD,8.8,5.39,23.0
GENI,5.35,9.41,29.5
GFS,85.64,5.27,379.6
GNRC,270.14,9.02,239.2
HAE,65.49,5.73,52.0
HIMX,21.04,5.78,109.9
HLIT,15.2,19.69,35.3
HPE,37.58,10.63,497.9
HPK,7.85,7.53,5.8
HPQ,25.24,15.25,363.1
HYLN,5.99,42.62,16.3
ICHR,68.96,5.57,78.2
IMAX,39.12,15.47,49.1
IMPP,5.68,10.72,3.3
IMSR,7.62,9.96,24.2
IMTX,11.62,5.06,6.0
IMUX,13.05,6.1,3.2
INFQ,16.35,11.22,206.0
INTG,41.49,10.73,1.6
INTT,18.74,7.09,8.6
IONQ,63.64,8.07,1784.9
IRDM,48.84,6.87,84.4
JOBY,10.92,5.0,334.1
KOPN,5.14,5.98,66.3
KVHI,11.69,9.25,1.9
LAKE,10.43,5.46,1.1
LION,14.95,15.8,53.4
LNTH,103.0,9.03,102.3
LOGI,112.63,6.46,130.4
LPTH,16.95,18.7,53.8
LTRX,7.08,9.94,6.1
LUNR,38.26,11.74,379.9
LZM,5.09,8.76,3.4
MEC,25.45,10.03,10.4
MLEC,7.77,5.51,1.8
MOB,5.92,10.45,1.3
MRK,122.41,5.64,990.8
NAKA,7.23,9.15,1.2
NAVN,19.88,7.17,62.3
NCI,9.47,5.22,2.0
NKLR,6.45,8.59,2.7
NNE,26.73,6.58,63.2
NOK,15.47,9.1,1577.2
NTAP,139.36,12.43,287.3
NTNX,47.12,5.44,165.4
NUCL,11.95,6.22,4.3
NVTS,29.25,19.98,730.8
NXPI,316.47,5.71,1251.1
NXT,130.5,7.83,316.8
OCC,12.62,16.47,3.1
ON,116.2,6.01,1364.9
ONT,16.63,5.52,11.3
OSIS,222.1,6.85,94.1
OSS,17.83,8.0,36.2
OUST,37.03,5.53,158.9
