Ticker,Type
AAL,Pullback
AAP,Pullback
ABCL,Big Move
ABEO,Big Move
ABVX,Big Move
AGMB,Big Move
AIR,Pullback
AJG,Big Move
ALKS,Big Move
ALMS,Pullback
ALTO,Pullback
AMBQ,Pullback
AMTM,Big Move
ANAB,Pullback
ANF,Pullback
ANNX,Pullback
AOUT,Big Move
APH,Pullback
ARCT,Big Move
ARDT,Big Move
ARIS,Big Move
ASTE,Pullback
ASX,Pullback
ATAI,Big Move
ATEN,Pullback
AUGO,Big Move
AUR,Pullback
AURA,Big Move
AVAV,Big Move
AVTX,Big Move
AYI,Pullback
AZN,Big Move
BB,Pullback
BJRI,Pullback
BLFS,Pullback
BROS,Pullback
BVS,Big Move
BWIN,Big Move
CACI,Big Move
CADL,Pullback
CAI,Pullback
CAR,Big Move
CCXI,Big Move
CE,Big Move
CGAU,Big Move
CGNX,Pullback
CLOV,Pullback
CLRO,Big Move
CLYM,Pullback
CMPR,Pullback
COGT,Pullback
COUR,Pullback
CRNC,Pullback
CRNX,Big Move
CRSP,Big Move
CRVO,Pullback
CTGO,Big Move
DB,Big Move
DEC,Big Move
DGII,Pullback
DJCO,Pullback
DJT,Big Move
DMRA,Big Move
DSGN,Big Move
DYN,Big Move
ECO,Big Move
ECOR,Big Move
EFX,Big Move
EGO,Big Move
EHC,Big Move
ELVR,Big Move
ENOV,Big Move
ESLT,Big Move
ETSY,Big Move
EVI,Big Move
EYPT,Pullback & Big Move
FA,Big Move
FHTX,Big Move
FICO,Big Move
FIZZ,Big Move
FRMM,Big Move
FRO,Big Move
FRPT,Pullback
GENB,Big Move
GEV,Pullback
GFI,Big Move
GIII,Pullback
GKOS,Big Move
GMED,Big Move
GPC,Big Move
GPRE,Pullback
GRRR,Pullback
GWRE,Big Move
HAFN,Big Move
HAPN,Pullback
HDSN,Big Move
HELE,Pullback
HMY,Big Move
HROW,Pullback
HSHP,Big Move
HSLV,Big Move
IAG,Big Move
IBKR,Pullback
ICHR,Pullback
IMMX,Big Move
IMNM,Big Move
INSW,Pullback & Big Move
ISRG,Big Move
JANX,Big Move
JBIO,Pullback
JEM,Pullback
KARO,Big Move
KB,Big Move
KBR,Big Move
KGC,Big Move
KLAR,Pullback
KLIC,Pullback
KNF,Pullback
KSS,Pullback
KYTX,Big Move
LAD,Big Move
LDOS,Big Move
LMRI,Big Move
LOVE,Big Move
LWAY,Big Move
LYEL,Big Move
MAGN,Big Move
MBC,Pullback
MDT,Big Move
MGTX,Big Move
MITK,Pullback
MQ,Big Move
MRNA,Big Move
MRVI,Pullback
MRX,Pullback
MT,Big Move
MUX,Big Move
MYE,Pullback
NAT,Pullback
NEOV,Pullback
NESR,Pullback
NET,Pullback
NEXA,Big Move
NG,Big Move
NKTR,Big Move
NOC,Big Move
NOVT,Pullback
NUVB,Big Move
NVCR,Big Move
NVRI,Pullback
NWL,Pullback
OFIX,Big Move
OPY,Pullback
ORIC,Big Move
ORKA,Pullback
OUST,Pullback
PGEN,Big Move
PHAT,Big Move
PLBL,Big Move
PRAA,Pullback
PRG,Pullback
PRGO,Big Move
PSN,Big Move
PTGX,Big Move
PVLA,Big Move
QFIN,Pullback
RCEL,Big Move
RGNT,Pullback
RIVN,Big Move
RLAY,Big Move
ROCK,Pullback
RZLV,Pullback
SA,Big Move
SAIC,Pullback & Big Move
SBSW,Big Move
SG,Pullback
SHG,Big Move
SION,Big Move
SKE,Big Move
SKIL,Big Move
SLBT,Big Move
SLDB,Big Move
SLDE,Big Move
SLS,Big Move
SLSR,Big Move
SMMT,Big Move
SNN,Big Move
SOFI,Pullback
SPGI,Big Move
SPRY,Big Move
SRPT,Big Move
SSRM,Big Move
STNG,Big Move
STOK,Pullback
STTK,Big Move
SXI,Pullback
TAK,Big Move
TARS,Big Move
TATT,Pullback
TECX,Big Move
TEN,Big Move
TENX,Big Move
THC,Big Move
TNK,Big Move
TOI,Pullback
TPB,Pullback
TPL,Pullback
TRI,Big Move
TRMD,Big Move
TRU,Big Move
TTAN,Big Move
TYL,Big Move
U,Pullback
UAL,Pullback
UBXG,Big Move
UHS,Big Move
ULCC,Pullback
UPBD,Pullback
UPC,Big Move
UPST,Pullback
USAU,Big Move
VCYT,Pullback
VERA,Pullback
VERU,Pullback
VIR,Big Move
VKTX,Pullback
VOR,Big Move
VRTX,Big Move
VSTS,Pullback
WAVE,Big Move
WAY,Big Move
WFG,Big Move
WGS,Pullback
WKSP,Pullback
WNC,Pullback
WRBY,Pullback
WRLD,Pullback
WTM,Big Move
WVE,Big Move
XMAX,Pullback
XNCR,Pullback
XRAY,Big Move
