Ticker,Price,Gain,Vol
ABCL,8.11,6.71,50.1
ABEO,6.4,5.79,7.6
ABVX,144.65,9.12,311.1
AGMB,12.65,6.57,1.6
AJG,252.44,5.33,454.3
ALIT,14.26,2371.4,22.5
ALKS,54.58,5.53,132.3
AMTM,21.24,5.15,43.2
AOUT,13.37,8.79,1.9
ARCT,7.28,5.66,3.5
ARDT,10.76,6.22,6.1
ARIS,16.0,9.44,25.6
ARX,13.77,7.24,28.6
ASBP,6.21,5.97,4.0
ASST,13.11,9.07,73.7
ATAI,5.19,6.35,44.4
ATRC,31.79,6.93,30.3
AUGO,65.46,8.2,74.2
AURA,7.74,15.01,4.7
AVAV,190.89,10.7,335.3
AVTX,18.84,8.96,34.9
AZN,195.15,6.14,371.0
BSET,20.23,7.66,1.8
BVS,10.48,6.4,5.9
BWIN,28.41,5.57,49.3
CACI,502.83,7.7,140.0
CAR,163.44,11.23,144.7
CCXI,19.1,11.96,47.0
CE,47.68,5.49,83.8
CGAU,16.58,6.69,29.0
CLRO,6.48,101.24,28.0
CRNX,42.23,9.18,48.4
CRSP,60.08,8.02,96.6
CTGO,17.23,7.75,12.7
DB,35.86,5.91,99.2
DEC,14.3,5.38,17.7
DJT,8.54,6.48,42.4
DMRA,29.98,10.67,22.3
DSGN,15.64,6.68,12.3
DYN,23.07,5.87,44.3
ECO,53.11,6.35,22.6
ECOR,8.77,5.66,1.1
EFX,172.07,6.1,312.4
EGO,33.68,6.38,101.6
EHC,106.46,5.0,115.7
ELVR,69.67,5.05,18.5
ENOV,22.5,12.28,26.5
ESLT,803.26,5.69,83.3
ETSY,76.97,5.68,221.8
EVI,16.09,7.27,1.3
EYPT,13.98,5.91,18.9
FA,20.53,8.65,38.9
FHTX,5.3,5.79,1.1
FICO,1270.83,5.32,360.8
FIG,21.34,9.49,365.1
FIZZ,33.33,7.52,18.5
FRMM,6.02,8.08,1.6
FRO,36.75,5.91,137.5
GENB,17.41,5.52,18.5
GFI,35.46,5.13,150.7
GKOS,148.34,7.83,136.8
GMED,80.12,5.48,150.2
GPC,132.57,12.92,215.0
GWRE,134.47,5.34,277.6
HAFN,7.02,7.01,15.1
HDSN,5.99,5.64,3.0
HMY,16.09,5.99,69.7
HPP,16.91,5.16,16.2
HSHP,14.14,5.52,4.3
HSLV,5.0,7.53,2.5
IAG,16.56,5.01,100.8
IMMX,10.34,5.19,19.9
IMNM,23.61,9.87,34.8
INSW,82.4,5.94,53.0
IOT,35.93,5.12,237.3
ISRG,426.01,5.87,1035.4
JANX,15.54,6.0,20.5
KARO,53.87,6.46,4.3
KB,109.35,6.6,37.3
KBR,36.41,5.02,61.5
KGC,24.71,5.28,248.9
KYTX,8.89,5.33,9.7
LAD,306.23,5.49,93.4
LAKE,12.36,6.55,2.8
LDOS,108.84,5.6,219.9
LMRI,12.43,7.25,8.7
LOVE,17.49,5.3,3.8
LWAY,30.94,5.06,5.5
LYEL,14.05,8.33,3.1
LZ,6.92,5.65,15.1
MAGN,12.58,5.36,4.4
MDT,83.19,5.04,842.0
MGTX,13.92,8.75,13.3
MQ,17.41,316.51,21.4
MRNA,79.76,10.01,565.0
MSTR,100.77,7.9,3047.7
MT,63.4,6.99,116.3
MUX,18.9,5.06,29.2
NAVN,25.67,5.86,131.9
NEXA,13.04,8.31,11.6
NG,6.44,6.1,32.5
NKTR,71.04,10.33,80.7
NOC,549.01,5.59,581.4
NUVB,5.7,5.17,48.1
NVCR,17.2,9.0,29.0
ODD,17.9,5.23,23.9
OFIX,9.94,6.31,3.9
ORIC,11.64,6.89,15.7
PAY,27.06,6.49,33.1
PGEN,5.64,7.43,28.3
PHAT,11.2,6.31,9.9
PLBL,10.26,18.2,1.9
PRGO,11.02,6.89,48.1
PSFE,8.41,6.73,2.3
PSN,56.29,5.89,58.4
PTGX,131.62,5.15,99.0
PVLA,146.76,6.15,44.8
RCEL,5.06,8.35,1.5
RIVN,18.63,8.44,534.7
RLAY,18.65,5.01,77.0
RMAX,11.12,6.51,3.2
RXST,5.61,8.51,7.6
SA,27.62,5.78,27.7
SAIC,110.96,5.21,70.0
SBSW,8.96,5.29,56.9
SHG,66.88,6.97,21.0
SION,43.99,5.64,17.6
SKE,28.7,6.1,34.9
SKIL,7.06,6.33,1.0
SLBT,5.99,34.61,17.2
SLDB,10.84,6.27,23.9
SLDE,21.25,6.3,24.5
SLS,14.98,12.89,118.2
SLSR,8.45,5.89,1.4
SMMT,15.42,7.23,92.1
SNN,30.25,5.29,43.2
SPGI,439.89,6.01,1083.2
SPRY,8.56,7.81,17.3
SRPT,19.28,5.93,64.6
SSRM,30.62,6.21,106.8
STNG,73.01,5.01,66.6
STTK,7.05,8.29,11.0
TAK,16.77,5.14,46.5
TARS,65.44,7.47,53.0
TECX,37.93,15.85,5.1
TEN,37.37,5.65,10.9
TENX,15.46,16.33,17.4
THC,203.72,6.55,243.6
TNK,67.6,5.08,28.3
TRI,89.21,5.06,163.2
TRMD,27.7,5.52,28.8
TRU,78.31,5.16,200.7
TTAN,78.31,5.77,152.7
TYL,318.1,5.45,292.0
UBXG,5.28,5.39,21.5
UHS,158.33,5.15,144.2
UNCY,5.73,8.52,17.5
UPC,6.32,13.67,39.3
USAU,16.49,5.17,4.5
VIR,10.04,5.02,22.0
VOR,20.59,11.96,26.9
VRTX,528.04,6.03,892.5
WAVE,9.25,8.57,1.6
WAY,23.46,9.47,56.3
WFG,69.64,5.32,14.7
WTM,2173.81,5.32,42.6
WVE,6.26,7.19,20.6
XRAY,11.65,5.05,64.0
