Ticker,Price,Gain,Vol
AAP,57.95,5.36,99.9
AARD,7.6,52.0,2.7
AGPU,7.36,5.6,1.7
AKTX,13.88,5.47,1.2
ALIT,19.62,6.46,21.4
ALM,16.61,12.99,103.5
ASC,16.39,6.98,11.4
BBAR,21.16,9.07,15.5
BBW,34.42,10.5,13.4
BCC,76.06,5.29,33.4
BDL,44.9,7.93,1.1
BETA,17.71,5.86,23.3
BMA,94.99,5.76,26.3
BNED,12.91,13.05,5.9
CAKE,82.76,5.53,112.6
CAVA,72.18,5.84,245.3
CCC,5.92,10.04,51.3
CEPU,15.26,5.9,4.3
CNXC,22.2,5.87,64.4
CXDO,8.31,5.06,4.6
DWSN,7.57,5.58,1.1
ECO,54.94,5.19,25.6
EQPT,18.65,16.56,58.9
FBRX,43.92,19.67,24.1
FTH,36.16,11.12,2.9
GGAL,53.73,8.79,65.8
INSW,88.48,6.63,54.1
IPX,25.03,5.39,10.6
JXN,116.76,5.39,76.8
KB,123.19,6.78,40.2
LE,11.26,5.14,3.6
LIFE,20.09,6.8,8.8
LOMA,11.52,5.21,5.0
META,669.21,5.97,11985.8
NEXA,14.81,10.03,10.3
NVVE,13.67,55.69,28.9
OEC,5.69,6.55,5.5
OFRM,18.41,6.48,14.4
OPRT,6.01,6.75,3.1
OPTX,9.09,6.94,10.6
PACK,6.84,5.56,4.1
PLBL,8.12,26.48,3.7
PRCT,20.89,5.77,41.9
QH,6.34,9.12,7.9
REZI,33.94,9.34,46.4
RXT,5.34,22.2,155.3
SGP,22.52,12.21,3.6
STFS,18.29,9.46,1.1
SUPV,9.87,6.36,8.0
TRAX,36.24,11.85,21.9
TRMD,29.48,5.06,28.7
UBXG,5.25,13.39,22.1
VIVO,5.23,13.45,7.9
VOD,14.72,12.54,57.4
WDFC,264.91,10.65,54.4
WHR,40.72,7.55,102.6
WPP,18.49,6.63,10.5
