Ticker,Price,ADR,Support,Dist
AAMI,72.71,4.16,E9,0.74
ACA,127.14,4.1,E9,2.22
ACLS,155.55,5.56,E9,0.12
AEHR,99.99,12.2,E9,2.46
AGX,677.45,5.29,E9,1.09
AIOS,16.24,32.33,E9,2.31
AKAM,143.13,5.29,E9,1.1
ALMU,23.09,16.07,E9,0.31
AMAT,449.68,4.01,E9,2.77
AMKR,70.58,6.17,E9,0.61
AMN,27.93,6.45,E9,2.14
AMSC,51.33,8.07,E9,0.88
ANET,155.27,4.65,E9,2.7
ARES,126.0,4.02,E9,1.08
ARWR,79.05,5.27,E9,2.27
ARX,16.27,5.96,E9,0.75
AS,36.04,4.02,E9,1.64
ASST,17.8,7.82,E9,1.49
ASTH,38.33,4.38,E9,0.14
ATKR,82.06,4.36,E9,2.9
AUR,7.07,8.35,E9,0.27
AVAH,7.33,4.58,E9,0.37
AVPT,10.27,4.78,E9,0.54
AXSM,232.83,4.37,E9,0.67
BAK,4.46,7.05,E21,0.78
BAND,57.66,8.68,E9,1.97
BAX,19.25,4.17,E9,2.28
BE,290.01,8.82,E9,0.0
BHE,84.55,4.78,E9,0.36
BKKT,11.0,10.7,E9,2.02
BLBD,70.19,4.77,E9,2.12
BLZE,7.65,7.61,E9,2.33
BRZE,23.36,6.57,E9,0.12
BVN,35.01,4.35,E9,1.27
BW,19.18,10.73,E9,0.95
BZFD,1.69,16.12,E9,2.54
CADL,8.09,7.82,E9,0.73
CALY,15.75,5.11,E9,1.28
CBZ,32.32,6.65,E9,2.63
CDNL,52.96,9.73,E9,2.71
CECO,83.31,5.77,E9,0.18
CGEM,15.36,7.17,E9,2.51
CGNX,66.01,4.47,E9,1.22
CHH,113.36,4.33,E9,1.45
CIEN,570.18,6.26,E9,0.52
CLNN,6.7,11.01,E9,0.22
CMPR,99.85,5.4,E9,0.34
COHR,376.95,7.58,E9,0.78
COMP,8.36,5.96,E9,1.16
CRVL,61.64,4.35,E9,1.85
CSTM,34.35,4.66,E9,2.6
CTOS,9.78,4.09,E9,1.77
CXW,21.77,4.35,E9,2.57
CYD,56.33,5.7,E9,2.31
CYTK,76.81,4.67,E9,0.29
DIN,31.22,5.89,E9,2.88
DOCN,151.91,7.9,E9,1.28
DOCU,49.58,4.14,E9,1.67
DRTS,10.13,9.93,E9,0.88
DT,40.51,4.22,E9,2.04
DUOL,108.67,5.63,E9,0.58
DXYZ,54.11,15.02,E9,1.54
ECG,151.51,5.0,E9,0.1
ESTA,72.98,6.16,E9,2.93
ETON,31.86,6.88,E9,0.69
ETOR,39.94,4.57,E9,0.77
EVER,18.89,8.14,E9,0.4
EVH,3.9,8.45,E9,0.64
EWTX,33.3,4.72,E9,0.4
FIVN,22.83,7.96,E9,2.62
FLY,49.37,12.52,E9,1.62
FLYW,15.85,4.68,E9,0.66
FPS,47.56,7.92,E9,1.95
FRSH,9.0,5.08,E9,0.25
FUN,20.3,7.11,E9,1.11
GEO,23.11,4.33,E9,1.45
GFS,80.63,5.84,E9,2.0
GHM,100.25,5.49,E9,2.55
GLUE,19.39,5.34,E9,2.2
GLXY,30.13,6.18,E9,2.22
GRDN,38.75,4.52,E9,2.02
HNGE,54.95,5.24,E9,1.38
HOG,24.11,4.77,E9,0.49
HRB,38.3,5.03,E9,0.56
HRI,137.18,5.03,E9,2.02
HUBG,42.58,4.17,E9,2.88
HUM,308.7,4.08,E9,2.23
ICHR,70.15,7.31,E9,0.13
INTC,120.89,7.45,E9,2.02
IPGP,117.35,5.71,E9,1.49
IT,161.18,4.64,E9,2.52
ITGR,90.05,4.07,E9,0.64
KAI,322.79,4.72,E9,0.51
KLAC,1927.63,4.18,E9,1.94
KLIC,104.75,5.42,E9,1.41
KRYS,310.3,4.21,E9,2.18
KURA,9.97,5.77,E9,1.69
KWR,146.94,4.0,E9,2.64
KYIV,14.35,4.11,E9,2.03
LASR,79.15,8.6,E9,1.76
LB,75.24,5.24,E9,2.17
LEGN,28.26,7.65,E9,0.1
LFUS,473.6,4.41,E9,2.9
LINC,47.58,5.33,E9,0.84
LPG,41.7,4.22,E21,1.03
LTH,33.42,4.62,E9,1.53
MANE,102.88,7.46,E9,0.39
MBUU,27.84,5.57,E9,1.55
MCHP,96.04,4.31,E9,0.99
MEC,26.11,7.15,E9,2.2
MKSI,323.41,4.83,E9,1.75
MLAB,103.1,6.75,E9,1.01
MNDY,77.49,6.86,E9,1.33
MOD,270.7,7.22,E9,0.22
MORN,180.11,4.49,E9,2.26
MPWR,1633.17,4.61,E9,2.17
MRAM,31.26,18.88,E9,2.16
MTSI,391.09,5.75,E9,2.01
MXL,97.76,12.56,E9,1.93
NAMS,35.42,6.3,E9,0.64
NEXA,14.91,7.73,E9,2.48
NN,22.3,6.72,E9,1.92
NOK,15.28,6.12,E9,2.69
NOVT,159.33,5.07,E9,1.85
NP,27.91,6.46,E9,0.14
NPO,314.16,4.0,E9,0.99
NRGV,5.13,10.97,E9,0.71
NTGR,25.71,4.23,E9,0.7
NTSK,11.53,5.91,E9,0.6
NVCR,17.25,6.22,E9,1.41
OCS,29.65,5.6,E9,0.12
ONON,39.75,4.28,E9,2.54
OSCR,22.33,6.35,E9,0.66
OWL,9.93,4.94,E9,0.04
PACS,38.0,5.14,E9,0.27
PAM,84.09,4.27,E9,2.47
PAYC,136.8,4.13,E9,1.11
PAYO,5.1,4.05,E9,2.59
PCTY,110.88,4.44,E9,0.53
PHVS,29.86,5.18,E9,0.05
POWL,288.9,6.63,E9,1.1
PRAX,352.63,6.09,E9,2.04
PRCH,10.34,6.84,E9,2.69
PRCT,27.2,7.25,E9,0.1
PRM,32.48,5.33,E9,1.2
PTCT,71.05,4.02,E9,1.18
Q,158.96,4.62,E9,1.33
QLYS,100.37,5.04,E9,1.78
QURE,24.85,8.92,E9,0.8
RIGL,30.05,6.02,E9,2.5
RILY,10.27,9.0,E9,2.73
RLAY,13.9,7.46,E9,2.51
RYTM,92.98,5.08,E9,2.67
S,18.02,4.65,E9,1.3
SAIA,469.21,4.5,E9,1.58
SATL,9.85,11.68,E9,1.59
SATS,131.07,5.9,E9,1.72
SE,91.94,4.48,E9,2.34
SFM,86.69,4.9,E9,0.05
SIBN,14.41,5.99,E9,0.2
SION,42.8,6.94,E9,2.16
SITM,729.51,6.64,E9,0.28
SLNH,1.83,18.33,E9,0.15
SNAP,5.91,5.43,E9,2.54
SOBR,1.24,26.96,E21,1.44
SOLS,84.57,4.91,E9,1.06
SONO,15.85,4.63,E9,2.62
SOUN,8.56,6.59,E9,2.54
SPXC,213.82,4.28,E9,1.91
SRRK,49.82,4.81,E9,0.93
SYRE,72.11,5.65,E9,0.82
TBLA,5.0,4.93,E9,1.65
TDAY,7.72,4.71,E9,1.43
TDC,31.63,5.15,E9,0.89
TH,17.22,4.61,E21,1.28
THR,66.81,4.67,E9,0.1
TIGO,83.83,4.46,E9,0.29
TRT,13.43,20.65,E21,1.69
TRVI,14.45,5.23,E9,1.28
TSEM,275.5,7.68,E9,1.87
TTI,10.42,4.41,E9,0.04
TWLO,184.6,4.66,E9,1.5
UCTT,87.29,7.14,E9,2.55
UFPT,227.99,6.69,E9,1.52
URBN,74.85,4.08,E9,2.6
URGN,28.69,6.58,E9,1.21
UTI,39.03,5.94,E9,0.74
VECO,59.13,6.0,E9,0.33
VIST,73.12,4.45,E9,0.72
VRTS,142.15,4.44,E9,0.27
VVV,34.18,4.13,E9,1.46
WATT,27.45,13.3,E9,2.0
WEN,7.5,5.05,E9,0.43
WLDN,92.2,6.0,E9,0.91
WLTH,11.94,4.38,E9,1.37
WOLF,65.05,18.51,E9,1.91
WRBY,25.72,8.53,E9,0.3
WRLD,161.51,5.03,E9,1.12
XERS,6.32,4.73,E9,1.14
XIFR,11.85,4.49,E9,1.94
XMAX,8.53,4.28,E9,2.66
XPO,214.03,4.02,E9,2.67
ZBRA,247.9,4.4,E9,0.3
ZM,100.46,4.35,E9,0.08
