Ticker,Type
A,Big Move
AAMI,Pullback
ABCL,Big Move
ABSI,Big Move
ACHV,Big Move
ACVA,Big Move
ADPT,Big Move
ADUR,Big Move
AEHR,Pullback
AGIO,Big Move
AI,Big Move
AIIR,Big Move
AIOS,Pullback & Big Move
AIRO,Big Move
AKTX,Big Move
ALAB,Big Move
ALGN,Big Move
AMAT,Pullback
AMKR,Pullback
AMPX,Big Move
AMR,Big Move
ANET,Pullback
APH,Big Move
ARES,Pullback
ARM,Big Move
ARQQ,Big Move
AS,Pullback
ASBP,Big Move
ASM,Big Move
ASPI,Big Move
ATHM,Big Move
ATKR,Pullback
ATPC,Big Move
AVAV,Big Move
AVPT,Pullback
AVTR,Big Move
AXON,Big Move
AZTA,Big Move
BAX,Pullback
BBY,Big Move
BDSX,Big Move
BETA,Big Move
BETR,Big Move
BKKT,Pullback
BLBD,Pullback
BOC,Big Move
BODI,Big Move
BRAI,Big Move
BRKR,Big Move
BRUN,Big Move
BRZE,Pullback
BTDR,Big Move
BTU,Big Move
BZFD,Pullback
CAI,Big Move
CAR,Big Move
CARG,Big Move
CCSI,Big Move
CDNL,Pullback & Big Move
CECO,Pullback
CERT,Big Move
CGCT,Big Move
CGEM,Pullback
CHH,Pullback
CHRN,Big Move
CLPT,Big Move
CMPR,Pullback
CMTL,Big Move
CODX,Big Move
CPRI,Big Move
CRCL,Big Move
CRL,Big Move
CRSP,Big Move
CSIQ,Big Move
CUE,Big Move
CYD,Pullback
CYRX,Big Move
DG,Big Move
DIN,Pullback
DLTR,Big Move
DMRC,Big Move
DNA,Big Move
DPRO,Big Move
DRS,Big Move
DRTS,Pullback
DUOL,Pullback
DUOT,Big Move
DXYZ,Pullback
EH,Big Move
EOLS,Big Move
ERO,Big Move
ESLT,Big Move
ESTC,Big Move
ETOR,Pullback
EVH,Pullback
FATN,Big Move
FEIM,Big Move
FIG,Big Move
FLY,Pullback
FSLR,Big Move
FTRE,Big Move
FUBO,Big Move
GEMI,Big Move
GFS,Pullback
GLUE,Pullback
GRDN,Pullback
GRRR,Big Move
GTLB,Big Move
GWRE,Big Move
HBM,Big Move
HCC,Big Move
HEI,Big Move
HOOD,Big Move
HRI,Pullback
HRL,Big Move
HTFL,Big Move
HUBG,Pullback
HUT,Big Move
IART,Big Move
ICHR,Pullback
ICLR,Big Move
IE,Big Move
ILMN,Big Move
IMOS,Big Move
INFQ,Big Move
INOD,Big Move
INSG,Big Move
INTA,Big Move
INTC,Pullback
IONQ,Big Move
IOT,Big Move
IQV,Big Move
JFB,Big Move
JOBY,Big Move
KAI,Pullback
KLAC,Pullback
KOPN,Big Move
KSS,Big Move
KTOS,Big Move
KWR,Pullback
LASR,Pullback
LFUS,Pullback
LINK,Big Move
LTRX,Big Move
M,Big Move
MASS,Big Move
MBUU,Pullback
MDB,Big Move
MEC,Pullback
METC,Big Move
MGNI,Big Move
MGRT,Big Move
MKSI,Pullback
MLAB,Pullback & Big Move
MLYS,Big Move
MOB,Big Move
MOD,Pullback
MRAM,Pullback
MRCY,Big Move
MTD,Big Move
MTSI,Pullback
MX,Big Move
MXL,Pullback
NBIS,Big Move
NCI,Big Move
NEO,Big Move
NET,Big Move
NMAX,Big Move
NOK,Pullback
NOVT,Pullback
NOW,Big Move
NRGV,Pullback
NTRA,Big Move
NUTX,Big Move
NVA,Big Move
NVEC,Big Move
NVRI,Big Move
OCUL,Big Move
ODD,Big Move
OKTA,Big Move
OMDA,Big Move
OPEN,Big Move
ORCL,Big Move
PACS,Pullback
PAM,Pullback
PAYC,Pullback
PAYO,Pullback
PBT,Big Move
PCTY,Pullback
PHVS,Pullback
PLTR,Big Move
POWL,Pullback
PRAX,Pullback
PRE,Big Move
QBTS,Big Move
QDEL,Big Move
QMCO,Big Move
QUBT,Big Move
RBRK,Big Move
RGEN,Big Move
RGTI,Big Move
RIGL,Pullback
RILY,Pullback
RLAY,Pullback
RPD,Big Move
SAIA,Pullback
SAIL,Big Move
SATS,Pullback & Big Move
SDGR,Big Move
SE,Pullback
SENS,Big Move
SERV,Big Move
SGML,Big Move
SHAZ,Big Move
SHOP,Big Move
SION,Pullback
SLP,Big Move
SLSR,Big Move
SMCI,Big Move
SMTC,Big Move
SNOW,Big Move
SOBR,Pullback
SOC,Big Move
SOLS,Pullback
SONO,Pullback
SOUN,Pullback & Big Move
SPAI,Big Move
SPRC,Big Move
SPRY,Big Move
SPXC,Pullback
STFS,Big Move
STRL,Big Move
STRT,Big Move
STRZ,Big Move
SVV,Big Move
TDAY,Pullback
TDOC,Big Move
TECH,Big Move
TEM,Big Move
TENB,Big Move
THR,Pullback
TKO,Big Move
TMC,Big Move
TMO,Big Move
TNDM,Big Move
TOYO,Big Move
TRIP,Big Move
TROX,Big Move
TSEM,Pullback
TSSI,Big Move
TWLO,Pullback
TWST,Big Move
TXG,Big Move
U,Big Move
UCTT,Pullback
UHAL,Big Move
UONE,Big Move
UP,Big Move
UPST,Big Move
URBN,Pullback
USAR,Big Move
VCIG,Big Move
VCYT,Big Move
VEEE,Big Move
VIVO,Big Move
VMET,Big Move
VOYG,Big Move
VRNS,Big Move
VSH,Big Move
VSTS,Big Move
VVV,Pullback
VWAV,Big Move
WAT,Big Move
WRLD,Pullback
XNET,Big Move
XPO,Pullback
