Ticker,Price,Gain,Vol
AEHR,95.56,5.25,284.5
AMBA,68.8,8.38,108.4
AMBQ,63.77,6.96,26.3
ASO,51.15,14.4,96.6
BAND,48.83,11.94,36.1
BIAF,10.5,17.58,76.2
CHYM,34.55,6.93,238.0
CMPS,15.17,8.05,35.3
COHU,56.68,6.6,53.6
CSR,57.36,8.82,11.8
DDOG,225.27,7.15,931.7
EDRY,61.08,8.03,7.1
FICO,983.19,5.35,372.0
FSLY,22.71,5.68,118.3
FTK,27.88,14.4,18.9
FXHO,13.3,7.34,2.5
GME,19.89,5.29,126.8
HELP,13.68,10.41,20.1
HMH,20.86,5.62,3.0
HPE,58.9,5.12,1251.1
IGR,12.94,188.2,2.5
INSP,66.48,6.98,31.4
INTG,38.8,6.8,3.7
IRD,5.73,32.03,20.9
JILL,21.74,9.58,2.3
META,653.69,6.55,10114.4
MGRT,118.0,5.36,2.2
MXL,71.51,7.53,153.6
NET,314.18,10.51,924.5
ODD,16.48,26.53,20.1
PCLA,7.42,17.41,2.8
PLSE,52.97,8.57,28.1
SEI,67.67,5.8,148.2
SIG,102.48,23.96,80.1
SRPT,22.02,5.16,64.5
SSL,14.58,9.62,19.2
SUNB,73.42,5.91,526.8
SWMR,35.33,10.91,14.1
SWVL,7.1,10.59,10.7
TANH,19.9,5.91,2.7
TNGX,24.0,5.73,53.0
WCT,6.94,381.94,3.2
XHLD,10.51,12.05,26.1
