Ticker,Type
AAON,Pullback
ACMR,Big Move
ACVA,Pullback
AESI,Pullback
AEVA,Pullback
AGYS,Big Move
AKAM,Pullback
ALAB,Big Move
ALMU,Big Move
AMN,Pullback
AOSL,Pullback
ATEX,Big Move
AXTI,Pullback & Big Move
AZTA,Big Move
BB,Pullback
BBW,Big Move
BEKE,Big Move
BIOA,Big Move
BLDP,Pullback
BORR,Pullback
BW,Pullback
CADL,Pullback
CENX,Big Move
CEPT,Big Move
CIEN,Pullback
CLFD,Pullback
CLSK,Big Move
CMBT,Big Move
CMPS,Pullback
CNSP,Pullback
COCO,Pullback
CORT,Big Move
CPIX,Big Move
CRDO,Big Move
CRMD,Pullback
CRTO,Big Move
CVLT,Pullback
DGXX,Big Move
DKNG,Pullback
DRTS,Big Move
DRVN,Pullback
DXYZ,Pullback
EDSA,Big Move
EGAN,Big Move
EUDA,Big Move
F,Pullback
FABC,Pullback
FGI,Big Move
FIVN,Big Move
GDDY,Pullback
GO,Big Move
GTX,Pullback
HIMX,Big Move
INFU,Big Move
INTC,Pullback
IPGP,Big Move
IRDM,Pullback
JACK,Big Move
JLHL,Big Move
LQDA,Big Move
LUNR,Pullback
LWAY,Big Move
MAAS,Big Move
MD,Pullback
MOVE,Big Move
MU,Pullback
MXL,Big Move
NN,Big Move
NPKI,Pullback
NRGV,Pullback
NYAX,Big Move
OBE,Pullback
ODYS,Big Move
OPCH,Big Move
OPTX,Big Move
OSS,Pullback
PAR,Big Move
PBF,Pullback
PHOE,Big Move
PIII,Big Move
PRMB,Pullback
PTCT,Pullback
PURR,Big Move
QNTM,Big Move
QTTB,Big Move
REPX,Big Move
RERE,Big Move
RLMD,Big Move
RNG,Pullback
RXO,Big Move
SANM,Pullback
SATS,Pullback
SHAK,Big Move
SHAZ,Pullback
SHLS,Pullback
SIDU,Pullback
SIMO,Pullback & Big Move
SITM,Pullback
SLE,Big Move
SMX,Big Move
SNDK,Pullback
SOUN,Pullback
SPIR,Pullback
ST,Pullback
SWKS,Pullback
TDOC,Pullback
TEAM,Pullback
TNET,Pullback
TRT,Pullback
VECO,Pullback
VELO,Pullback
VITL,Big Move
VNET,Pullback
WAY,Big Move
WBI,Pullback
WDC,Pullback
WEAV,Big Move
WFRD,Pullback
WRLD,Pullback
WYFI,Big Move
XRX,Pullback
YETI,Pullback
ZBIO,Big Move
ZBRA,Pullback
