Ticker,Type
AAP,Pullback
ACHC,Big Move
ACLS,Big Move
ACVA,Big Move
AEIS,Big Move
AEO,Pullback
AEVA,Pullback
AGL,Big Move
AGMB,Big Move
AGPU,Big Move
AIOS,Big Move
AIRO,Big Move
ALAB,Big Move
ALGM,Big Move
ALGT,Big Move
ALTG,Big Move
AMBA,Big Move
AMBQ,Big Move
AMN,Pullback
AMPX,Big Move
AMSC,Big Move
ANDG,Pullback
ANY,Pullback
AOSL,Big Move
ARE,Pullback
ARHS,Big Move
ASH,Big Move
ASPI,Big Move
ASTE,Big Move
ASX,Big Move
ATEC,Big Move
ATEX,Pullback
ATHM,Pullback
ATKR,Pullback & Big Move
ATOM,Big Move
ATRC,Big Move
BBBY,Pullback
BBNX,Big Move
BCC,Big Move
BE,Big Move
BEAM,Big Move
BESS,Big Move
BFLY,Big Move
BGDE,Big Move
BH,Pullback
BLDR,Big Move
BLLN,Big Move
BLZE,Pullback
BOOT,Big Move
BRCB,Big Move
BROS,Big Move
BWA,Pullback
BWIN,Big Move
BXC,Big Move
CADL,Pullback
CAL,Big Move
CALY,Big Move
CAMT,Big Move
CAR,Pullback
CBRL,Big Move
CCS,Big Move
CDNA,Big Move
CDW,Pullback
CEVA,Big Move
CHYM,Big Move
CIFR,Big Move
CMCO,Big Move
CODA,Big Move
COHU,Big Move
COMP,Big Move
CPA,Big Move
CRDO,Big Move
CRNC,Big Move
CRSR,Pullback & Big Move
CSL,Big Move
CSW,Pullback
CTOS,Big Move
CTRN,Big Move
CUPR,Pullback
CVNA,Big Move
CWH,Big Move
DAVE,Big Move
DELL,Pullback
DERM,Big Move
DFH,Big Move
DHC,Pullback
DIOD,Big Move
DLTR,Pullback
DNA,Big Move
DXPE,Big Move
EC,Big Move
EDHL,Pullback
EGO,Pullback
ELAN,Pullback
ELVA,Big Move
ENLT,Big Move
ENOV,Big Move
ENPH,Big Move
ENR,Big Move
ENTG,Big Move
ENVX,Big Move
EQPT,Big Move
ERO,Pullback
ESAB,Big Move
ESOA,Big Move
ETON,Pullback
EWTX,Big Move
EXP,Big Move
FCEL,Big Move
FGMC,Big Move
FLEX,Pullback
FLNC,Big Move
FLO,Big Move
FND,Big Move
FNKO,Big Move
FORM,Big Move
FOXF,Big Move
FRHC,Big Move
FRO,Big Move
FVRR,Big Move
FWRG,Pullback
GFS,Big Move
GHM,Pullback
GLW,Big Move
GLXG,Pullback
GMED,Big Move
GOLF,Big Move
GRAL,Big Move
GRVY,Big Move
HIMS,Big Move
HIMX,Big Move
HLIO,Big Move
HMY,Pullback
HNI,Big Move
HNRG,Big Move
HOV,Big Move
HPP,Big Move
HRI,Big Move
HY,Big Move
HYLN,Big Move
HZO,Pullback & Big Move
IBRX,Big Move
ICHR,Big Move
IESC,Pullback
IMOS,Big Move
IMSR,Big Move
INFU,Big Move
INTC,Big Move
INTG,Big Move
INTT,Big Move
