Ticker,Price,ADR,Support,Dist
AAP,60.1,5.0,E9,1.03
ABCL,5.53,10.12,E9,2.65
ADEA,31.81,7.66,E9,1.15
ADPT,17.53,7.27,E9,2.19
AEO,17.81,5.13,E9,1.1
AEVA,24.39,11.72,E9,0.44
AGYS,87.51,4.78,E9,0.84
ALMU,24.19,12.71,E9,0.38
AMN,30.98,5.15,E9,0.06
ANDG,37.17,6.35,E9,0.24
ANF,87.24,5.0,E9,1.41
ANY,3.43,21.74,E9,0.2
ARE,51.03,4.01,E9,0.57
ASYS,22.04,10.66,E9,1.75
ATEX,74.53,8.21,E9,0.87
ATHM,18.09,4.66,E9,1.07
ATKR,81.17,4.38,E9,2.08
AVTR,9.58,4.63,E9,0.85
AZTA,23.31,4.68,E9,2.2
BBBY,5.93,8.28,E9,0.71
BBNX,13.88,7.79,E9,0.7
BCRX,8.99,4.19,E9,2.41
BH,332.74,5.37,E9,1.75
BIRK,46.11,5.32,E9,0.36
BJDX,4.46,17.45,E9,0.36
BLFS,26.04,5.24,E9,0.65
BLZE,8.19,7.38,E9,1.88
BOBS,13.45,7.07,E9,1.13
BRC,85.31,4.11,E9,2.12
BRKR,57.23,5.63,E9,2.46
BTDR,17.93,9.98,E9,0.42
BURL,336.95,4.12,E9,1.59
BWA,71.84,4.25,E9,0.95
BZH,27.05,4.18,E9,0.92
CADL,8.31,6.83,E9,0.08
CAR,188.43,5.73,E9,2.37
CASY,842.25,4.23,E9,0.61
CDNS,387.39,4.27,E9,0.35
CDW,128.37,4.31,E9,0.95
CGNX,66.1,4.08,E9,2.68
CHA,11.65,5.64,E9,0.12
CHH,115.0,4.14,E9,2.81
CLSK,17.24,7.81,E9,2.78
CLYM,11.45,8.82,E9,2.54
CMP,30.58,4.38,E9,0.43
COHR,389.57,9.15,E9,1.23
CORT,79.91,4.35,E9,0.3
CPRI,20.32,4.96,E9,0.84
CRL,185.0,4.52,E9,0.26
CRSR,8.95,9.33,E9,1.73
CRWD,684.86,5.19,E9,0.3
CSW,279.94,4.65,E9,2.27
CUPR,4.37,33.42,E9,0.23
CVCO,601.51,4.46,E9,2.88
CYRX,15.01,4.3,E9,0.88
DELL,409.5,7.34,E9,2.1
DFTX,24.48,6.25,E9,1.83
DGII,69.06,4.05,E9,1.56
DHC,8.86,4.1,E9,1.25
DJCO,529.04,4.46,E9,0.57
DLTR,111.65,4.54,E9,1.09
DOCN,173.27,8.37,E9,0.19
DUOL,125.56,6.69,E9,2.57
DV,10.33,4.12,E9,0.13
EDHL,5.58,35.48,E9,0.13
EGO,33.05,4.69,E9,1.99
ELAN,24.22,4.67,E9,1.24
ELVR,86.95,5.32,E9,0.9
ENS,227.95,4.37,E9,0.1
ERAS,13.67,8.31,E9,0.42
ERO,29.75,6.0,E9,1.44
ETON,32.48,5.67,E9,2.34
EVER,20.16,5.5,E9,1.38
EVH,4.49,7.47,E9,1.4
EXTR,31.38,4.74,E9,2.94
FA,16.07,4.49,E9,0.49
FBIN,42.4,4.24,E9,2.07
FCX,68.68,4.5,E9,1.1
FEIM,72.82,9.04,E9,1.66
FLEX,147.61,6.08,E9,0.03
FROG,82.72,5.72,E9,2.43
FTNT,144.73,4.2,E9,0.18
FWRG,11.81,5.99,E9,2.76
GENI,6.1,7.5,E21,0.08
GH,131.78,5.13,E9,1.88
GHM,110.73,6.92,E9,2.74
GLBE,32.84,4.46,E9,1.6
GLXG,1.68,34.29,E9,0.09
GO,9.26,5.29,E9,0.38
GPK,10.71,4.4,E9,0.12
HAE,74.17,4.42,E9,0.41
HBM,27.59,5.86,E9,0.62
HLIT,15.08,7.0,E9,2.47
HMY,17.01,4.03,E9,1.84
HPE,47.41,6.72,E9,0.76
HPP,14.62,6.24,E9,1.51
HZO,34.95,4.37,E9,2.88
IART,17.58,4.96,E9,1.55
ICLR,146.0,5.44,E9,0.63
IESC,712.39,6.04,E9,0.3
ILMN,161.93,4.24,E9,0.13
IPGP,118.01,6.3,E9,2.81
IREN,59.96,8.9,E9,1.89
IRMD,92.2,4.04,E9,0.12
IRON,70.79,4.39,E9,1.98
ITRN,65.49,4.26,E9,0.75
JBL,371.88,4.91,E9,0.31
KALU,182.75,4.41,E9,0.12
KTB,78.17,4.35,E9,2.37
LASE,2.32,26.41,E9,1.72
LFUS,479.82,4.26,E9,2.25
LGN,85.57,5.86,E9,0.21
LMND,58.84,6.07,E9,2.02
LPTH,15.15,12.02,E9,1.53
LYFT,14.28,4.1,E9,1.7
M,24.14,4.55,E9,1.31
MAN,33.55,4.71,E9,0.65
MANU,22.37,4.79,E9,0.3
MARA,14.22,7.43,E9,1.74
MBC,9.06,6.28,E9,2.53
MLTX,19.21,5.09,E9,2.61
MMED,14.77,6.96,E9,1.62
MPTI,95.94,5.88,E9,0.79
MRCY,113.91,6.29,E9,0.16
MRVI,5.2,5.11,E9,2.69
NAK,2.1,7.78,E9,0.45
NBN,126.49,4.14,E9,0.56
NEO,11.13,5.79,E9,2.57
NSIT,108.44,5.35,E9,0.76
NSP,36.22,6.1,E9,0.49
NTAP,159.71,5.5,E9,0.65
NVEC,110.46,7.57,E9,2.11
NXPI,313.27,4.64,E9,2.37
OKTA,117.81,6.13,E9,1.18
OMDA,17.64,5.06,E9,1.14
ON,121.62,6.21,E9,2.29
OPTX,12.11,16.53,E9,1.59
OSCR,28.4,6.74,E9,2.82
PENN,21.3,4.54,E9,1.26
PGY,15.62,7.95,E9,2.27
PII,71.36,4.02,E9,2.72
PLPC,384.27,5.28,E9,2.96
POWL,297.2,6.97,E9,1.51
PTON,5.77,5.41,E9,1.05
PURR,9.28,10.45,E9,0.57
QFIN,15.21,5.98,E9,0.83
QLYS,111.3,4.19,E9,0.14
QNC,3.24,9.09,E9,2.46
QRVO,98.42,4.71,E9,0.29
RAPP,37.34,5.85,E9,0.3
RBRK,70.22,6.09,E9,0.42
RDDT,174.96,7.0,E9,1.56
RGEN,132.02,4.66,E9,1.38
RH,148.09,6.76,E9,0.69
RHI,31.59,4.76,E9,0.04
RIGL,32.91,4.37,E9,2.13
RIVN,16.52,6.47,E9,1.61
ROCK,40.9,4.47,E9,2.34
RYAN,34.97,4.7,E9,1.16
