Ticker,Type
ABTC,Big Move
ACDC,Big Move
ACHR,Pullback
ADBE,Big Move
ADSK,Big Move
AESI,Big Move
AGEN,Pullback
AGYS,Big Move
AI,Pullback & Big Move
AMKR,Big Move
AMPL,Big Move
ANDG,Big Move
ANNX,Big Move
APPN,Big Move
APPS,Pullback & Big Move
ARQQ,Big Move
ASAN,Big Move
ASST,Big Move
AVPT,Big Move
AVTX,Pullback
AYA,Big Move
BAND,Big Move
BB,Big Move
BBGI,Big Move
BFLY,Pullback
BL,Big Move
BOOM,Big Move
BRUN,Big Move
BRZE,Big Move
BTDR,Big Move
BTU,Big Move
BULL,Big Move
BUUU,Big Move
CDW,Big Move
CELH,Pullback
CGNT,Big Move
CLBT,Big Move
CLF,Pullback
CLSK,Big Move
CMCO,Pullback
CNH,Pullback
COUR,Big Move
CRDO,Big Move
CRM,Big Move
CRWD,Big Move
CXM,Big Move
DDOG,Big Move
DFDV,Big Move
DFNS,Big Move
DGII,Pullback
DHT,Big Move
DJCO,Pullback
DK,Pullback
DOCN,Big Move
DOCU,Big Move
DXC,Pullback
EAF,Big Move
ECO,Big Move
ELAN,Pullback
ENSC,Pullback
ENTG,Pullback
ESTC,Big Move
ETOR,Big Move
ETSY,Pullback
EVH,Pullback
FAC,Big Move
FCUV,Big Move
FDMT,Pullback
FEIM,Big Move
FET,Big Move
FICO,Pullback
FIG,Big Move
FIGS,Pullback
FIVN,Big Move
FLOC,Big Move
FNKO,Big Move
FRD,Big Move
FRO,Big Move
FROG,Big Move
FRSH,Big Move
FSLY,Pullback & Big Move
FTNT,Big Move
FTRE,Pullback
FVN,Big Move
FWDI,Big Move
GDS,Pullback
GENI,Pullback
GH,Pullback
GO,Pullback
GTLB,Big Move
GWRE,Big Move
HAFN,Big Move
HCWC,Pullback
HIMS,Pullback & Big Move
HUBS,Big Move
HVII,Big Move
INDI,Pullback
INFQ,Big Move
INOD,Big Move
INSW,Big Move
INTA,Big Move
INTU,Pullback
INVX,Pullback & Big Move
IONQ,Big Move
IOT,Big Move
IPX,Big Move
KVYO,Big Move
KYMR,Pullback
LTRX,Big Move
MAAS,Big Move
MARA,Big Move
MASS,Big Move
MBUU,Big Move
MDB,Big Move
MDXH,Pullback
MESO,Big Move
METC,Big Move
MIAX,Pullback
MITK,Big Move
MNDY,Big Move
MOS,Pullback
MOVE,Big Move
MP,Pullback
MRVL,Pullback
MSTR,Big Move
NBR,Pullback
NCNO,Big Move
NEO,Big Move
NET,Big Move
NOW,Big Move
NTLA,Pullback
NTNX,Big Move
NTSK,Big Move
NUTX,Pullback
NVAX,Pullback
NVDA,Big Move
OBE,Big Move
OCC,Big Move
OESX,Big Move
OII,Pullback
OKTA,Big Move
OMER,Big Move
ONDS,Pullback & Big Move
OOMA,Big Move
OSPN,Big Move
PANW,Big Move
PARR,Pullback
PATH,Big Move
PAYS,Pullback
PCOR,Big Move
PEGA,Big Move
PESI,Big Move
PGEN,Pullback
PI,Pullback & Big Move
PLPC,Pullback
PPHC,Big Move
PRGO,Pullback
PSNL,Pullback
PUMP,Big Move
PURR,Big Move
PVLA,Pullback
PWP,Pullback
QLYS,Big Move
QURE,Pullback
RAPP,Pullback
RBRK,Big Move
RFAI,Big Move
RHLD,Pullback
RKT,Pullback
RPD,Big Move
RVI,Big Move
RXRX,Pullback
S,Big Move
SA,Pullback
SAIL,Big Move
SATL,Pullback
SBET,Big Move
SEPN,Pullback
SILC,Big Move
SLS,Big Move
SMR,Big Move
SNPS,Big Move
SPOT,Pullback
SRPT,Big Move
SVCO,Big Move
SWKS,Pullback
TASK,Big Move
TCX,Big Move
TDC,Big Move
TEAM,Big Move
TENB,Big Move
TH,Big Move
TIC,Pullback
TIGR,Pullback
TJGC,Big Move
TNK,Big Move
TNON,Pullback
TPC,Pullback
TRMD,Big Move
TSAT,Big Move
TTAN,Big Move
TWLO,Big Move
UI,Pullback
UMAC,Pullback & Big Move
VEEV,Big Move
VERX,Big Move
VISN,Big Move
VRNS,Big Move
WNC,Big Move
WYY,Big Move
XHG,Pullback
XMTR,Big Move
ZETA,Big Move
ZM,Big Move
ZS,Big Move
