Ticker,Price,ADR,Support,Dist
AAP,60.37,5.06,E9,1.23
ACVA,6.27,6.29,E9,2.62
ADEA,31.8,7.31,E9,1.42
ADI,416.0,4.26,E9,0.4
ADPT,17.22,7.42,E9,0.53
AEHR,104.83,12.57,E9,0.25
AEO,17.54,5.17,E9,0.82
AEVA,23.93,12.04,E9,1.78
AGYS,87.5,6.18,E9,1.28
AI,10.93,6.92,E9,0.84
AKTX,13.0,30.9,E21,1.27
ALAB,361.71,10.12,E9,1.59
AMBQ,82.05,8.7,E9,0.85
AMD,507.29,6.31,E9,0.83
AOSL,45.17,10.83,E9,0.76
APGE,85.24,6.25,E9,0.38
APPS,9.4,12.73,E9,0.07
APTV,65.68,4.88,E9,0.26
ARCB,159.8,4.63,E9,0.87
ARWR,76.55,5.01,E9,2.13
ASAN,7.37,7.03,E9,0.26
ASML,1803.89,4.06,E9,0.51
ASTI,6.79,23.97,E21,1.06
ASX,36.84,5.12,E9,0.32
ASYS,21.73,10.77,E9,0.56
ATEN,32.43,4.48,E9,1.96
ATHM,18.18,4.63,E9,1.93
AVBP,30.33,5.94,E9,0.12
AVPT,10.85,4.04,E9,0.44
AVR,9.27,7.05,E9,0.14
AVTR,9.57,4.8,E9,0.9
AXGN,43.4,4.82,E9,2.09
AZTA,23.13,4.98,E9,1.97
BAP,364.28,4.16,E9,2.92
BB,9.17,9.31,E9,0.04
BBBY,6.02,8.1,E9,1.48
BBNX,13.95,7.74,E9,0.35
BEAM,30.99,6.61,E9,2.38
BHE,89.16,4.23,E9,1.21
BJDX,4.54,17.53,E9,1.11
BLBD,73.21,4.28,E9,2.42
BLFS,26.36,5.31,E9,0.24
BLLN,100.7,8.35,E9,0.92
BRKR,55.8,5.63,E9,0.17
BRTX,0.35,20.84,E21,2.7
BTDR,18.25,10.05,E9,2.44
BURL,333.83,4.21,E9,1.08
BWA,72.6,4.24,E9,0.88
BZH,27.23,4.22,E9,1.94
CALY,16.81,4.21,E9,2.38
CAMT,182.24,6.36,E9,0.34
CASY,865.28,4.15,E9,2.02
CBZ,34.08,4.39,E9,0.48
CDNA,23.25,5.09,E9,0.62
CDNS,387.85,4.3,E9,0.28
CDW,130.09,4.2,E9,0.48
CECO,92.55,6.89,E9,1.94
CEVA,45.8,7.93,E9,0.82
CGNX,65.41,4.15,E9,2.62
CHA,11.52,5.41,E9,1.21
CLF,13.27,6.66,E9,0.45
CMP,31.08,4.47,E9,1.07
COHR,382.81,9.32,E9,0.53
CORZ,28.08,6.07,E9,2.36
CPRI,20.76,5.02,E9,2.76
CRDO,239.18,11.62,E9,0.38
CRI,41.1,4.14,E9,1.33
CRL,184.79,4.74,E9,0.07
CROX,127.08,4.02,E9,2.75
CRWD,679.49,5.25,E9,0.39
CSTM,34.18,5.35,E9,0.41
CVLT,125.21,4.67,E9,1.04
CWH,7.58,7.34,E9,1.26
CWK,13.44,4.31,E9,0.93
CXAI,0.22,22.37,E9,2.07
CYRX,14.71,4.52,E9,1.14
DDD,3.19,9.02,E9,3.0
DDOG,231.11,5.48,E9,0.87
DELL,404.08,7.02,E9,2.59
DFTX,24.16,6.29,E9,1.49
DG,113.75,4.06,E9,1.82
DGII,68.8,4.11,E9,1.44
DIN,32.81,4.67,E9,2.03
DIOD,109.53,6.34,E9,1.52
DJCO,548.19,4.42,E9,1.44
DKNG,28.51,5.01,E9,2.45
DKS,225.89,4.44,E9,2.57
DLTR,110.74,4.58,E9,0.3
DOCN,174.18,8.29,E9,0.89
DV,10.53,4.3,E9,2.24
DY,471.72,5.04,E9,0.81
DYN,18.07,5.98,E9,0.21
EAT,153.55,4.83,E9,1.59
ECG,152.37,5.1,E9,1.79
ELAN,24.23,4.76,E9,1.12
ERAS,13.38,8.25,E9,0.92
ESTC,60.11,5.99,E9,1.26
EVC,9.14,8.61,E9,1.09
FA,16.71,4.37,E9,2.74
FAC,13.92,19.72,E21,1.44
FBIN,42.49,4.19,E9,2.36
FEIM,70.15,9.12,E9,2.02
FIX,1913.94,5.19,E9,2.2
FLEX,146.93,5.98,E9,1.16
FLNC,23.92,13.97,E9,0.76
FLR,50.65,4.65,E9,2.2
FLUT,108.92,4.5,E9,1.15
FND,52.47,5.29,E9,2.22
FPS,59.37,8.23,E9,2.29
FROG,78.48,5.63,E9,1.89
FRSH,9.5,4.5,E9,0.47
FTNT,147.02,4.09,E9,1.76
FTRE,15.98,6.35,E9,1.67
GFS,79.92,6.37,E9,0.32
GH,127.34,5.78,E9,1.01
GKOS,127.53,6.53,E9,2.26
GLBE,32.28,4.64,E9,0.11
GNRC,265.66,4.77,E9,0.57
GRDN,42.42,4.04,E9,1.43
GRRR,17.7,10.43,E9,1.38
HAE,74.43,4.63,E9,0.76
HELE,28.6,5.98,E9,2.76
HLIT,14.8,7.03,E9,1.58
HPE,48.38,6.56,E9,1.01
HPP,14.64,5.98,E9,0.39
HUT,121.48,8.9,E9,2.64
HZO,34.07,4.31,E9,0.55
IART,17.71,5.23,E9,2.64
IBM,270.81,4.86,E9,0.23
ICLR,143.54,5.66,E9,1.18
ILMN,164.28,4.16,E9,0.81
IMVT,33.61,5.58,E9,2.85
INTC,117.05,7.45,E9,0.36
IPGP,115.28,6.7,E9,1.07
IREN,59.18,9.08,E9,0.84
IRON,69.83,4.56,E9,1.51
ITRN,65.28,4.1,E9,0.42
JBL,375.51,4.3,E9,0.7
KALU,181.72,4.48,E9,0.68
KEYS,350.29,4.08,E9,1.8
KN,40.33,4.15,E9,2.58
KSS,16.52,6.47,E9,0.54
KTB,77.48,4.3,E9,1.78
LEGN,33.38,8.64,E9,1.79
LFUS,469.19,4.23,E9,0.54
LGIH,53.96,5.25,E9,2.6
LGN,85.43,5.93,E9,0.03
LIF,46.96,5.48,E9,1.53
LOAR,67.78,4.55,E9,1.9
LQDA,68.01,6.66,E9,1.6
LSCC,143.48,6.02,E9,0.06
LSPD,9.6,4.67,E9,0.37
LYFT,14.28,4.22,E9,2.45
MANU,22.57,4.68,E9,0.21
MBC,8.86,6.27,E9,0.44
MCHP,95.63,5.05,E9,1.11
MDB,348.81,6.97,E9,0.51
MLTX,18.98,5.03,E9,2.86
MMED,14.7,6.97,E9,1.02
MOD,284.97,7.64,E9,1.96
MOV,37.1,4.57,E9,0.52
MRCY,112.44,6.11,E9,0.69
MRVI,5.01,5.32,E9,0.56
MRVL,278.67,10.36,E9,0.89
MRX,61.45,4.77,E9,2.29
MTSI,368.32,5.98,E9,0.67
MYRG,446.77,5.21,E9,1.39
NEO,10.49,5.71,E21,1.25
