Ticker,Price,Gain,Vol
ABCL,9.34,34.78,49.9
ABTC,7.07,9.27,8.3
ACDC,5.1,18.06,8.3
ACHR,6.26,11.99,199.3
ADM,80.49,5.09,311.0
ADV,29.88,6.07,4.7
ADVB,7.91,24.18,58.6
AKAM,117.65,6.43,445.0
ALOY,12.98,5.83,29.5
AMPL,12.19,8.26,20.4
ANF,118.53,5.25,98.3
APA,41.02,9.01,201.1
AR,37.07,6.8,159.4
ASM,7.31,6.25,20.9
ASTC,9.75,9.8,2.6
ATEN,28.33,5.55,45.1
AVTX,19.77,7.91,16.1
BAND,52.71,5.5,67.0
BCAR,5.04,9.09,5.7
BDSX,24.86,5.79,1.6
BETR,18.05,16.75,10.4
BFLY,9.7,9.85,61.7
BLLN,98.65,5.63,99.3
BMRN,68.88,7.95,124.5
BRKR,56.32,5.45,141.9
BRZE,28.75,8.33,54.7
BWMN,42.42,55.78,10.5
BZ,17.46,6.01,47.5
CCB,48.61,7.21,19.4
CCSI,36.98,5.24,4.7
CF,121.48,6.24,273.4
CHRD,138.52,5.46,106.9
CHYM,30.85,6.01,211.0
CLB,12.22,7.67,8.0
CLMT,45.47,15.17,56.4
CNR,94.16,5.09,47.9
CRGY,12.21,5.53,65.9
CRK,14.36,7.08,31.8
CRWD,225.16,5.01,1646.3
DAR,62.83,5.76,133.4
DBGI,17.05,11.07,3.1
DBVT,14.27,5.86,5.7
DCBO,23.41,5.0,2.2
DCTH,16.67,10.32,8.4
DDOG,260.78,11.48,1305.3
DSP,14.09,6.42,3.3
DVN,45.36,5.54,444.3
EOG,142.22,5.55,435.3
EQNR,40.99,5.32,153.5
ERO,36.54,6.5,32.3
EROK,24.32,5.88,3.3
EXE,97.56,5.08,332.0
EXK,10.24,7.34,59.8
FANG,198.97,5.81,378.6
FCUV,6.44,23.85,68.6
FET,78.42,5.64,13.3
FIG,25.39,9.02,602.6
FNKO,6.19,5.27,7.2
FSLY,27.75,20.86,148.0
FTH,28.57,17.14,8.8
FTI,74.13,6.48,244.7
FTK,37.62,6.21,14.3
GAP,21.51,5.08,122.0
GFR,6.49,5.53,1.5
GLSI,15.5,7.94,2.5
GMTL,12.36,7.01,2.6
GRAL,74.84,7.71,45.9
HAL,33.64,5.49,413.5
HBB,33.0,5.03,1.7
HNRG,15.88,7.59,12.5
HP,41.87,12.86,40.8
HPK,7.92,10.0,3.2
HZO,52.12,46.08,30.2
IMAX,51.21,5.61,78.3
INBX,93.11,5.02,19.3
INHD,6.63,28.86,6.2
INLF,5.6,24.17,40.6
INR,13.95,7.47,3.8
IPI,37.75,8.32,6.0
JUNS,5.31,6796.1,3.6
KMTS,28.35,7.39,9.0
KRMN,62.16,6.75,207.2
KVYO,17.87,7.52,102.5
LB,81.71,8.37,22.1
LBRT,21.13,5.97,119.8
LFST,11.9,9.78,40.8
LUMN,6.64,6.41,83.9
LYB,62.65,5.14,273.7
MAAS,20.7,10.4,2.0
MP,54.66,6.95,320.6
MPC,320.32,7.42,652.5
MTDR,52.23,6.46,105.2
MUR,35.49,6.35,60.9
MUSA,552.84,6.3,173.3
NBR,89.8,10.06,22.3
NE,43.55,6.82,68.9
NEGG,18.38,7.36,1.4
NESR,35.79,23.33,60.9
NEXA,14.86,5.39,8.0
NOG,23.49,8.75,55.6
NOV,20.7,5.34,69.7
NSLR,10.33,7.6,3.3
NTSK,15.67,5.38,63.8
NUTX,197.51,21.87,22.9
NVCR,17.31,5.61,30.5
NXTC,6.84,17.12,42.1
OBE,10.47,5.65,9.4
OII,51.12,6.57,56.8
