Ticker,Price,Gain,Vol
ABM,42.54,6.67,20.8
AMPH,19.74,5.56,15.8
ARCB,155.09,6.17,38.5
ARGX,891.32,5.82,264.4
BBCP,10.43,30.7,3.8
BNAI,22.17,35.68,15.8
BOW,25.75,5.53,5.9
CLX,94.14,5.03,243.8
COKE,179.91,5.66,112.7
COO,67.34,8.58,193.3
FIZZ,36.51,5.13,11.3
FNGD,37.76,14.81,18.3
GIII,33.71,5.21,16.6
GSHD,38.35,7.06,19.6
JLHL,44.8,23.59,1.1
LFVN,9.97,7.09,5.1
MBI,6.13,7.17,2.5
MRLN,8.6,19.78,26.5
NP,25.49,5.86,29.2
NSP,35.38,5.71,21.1
PIII,11.58,5.08,43.7
PLMR,108.51,5.07,28.3
PNTG,31.71,5.28,9.4
PRAA,16.01,6.45,10.2
PSIG,9.23,6.46,9.2
SDOT,12.14,6.77,26.1
SPHL,5.35,123.94,10.7
STI,35.72,57.29,187.9
TWIN,19.91,6.7,1.4
TXRH,170.46,5.68,231.9
UVE,37.34,5.24,6.4
VXX,25.21,7.28,256.0
XZO,13.22,5.34,3.5
