Ticker,Price,ADR,Support,Dist
AAON,132.62,6.1,E21,0.03
AAP,56.81,5.54,E9,0.3
ABCL,5.62,10.37,E9,2.68
ABSI,6.4,11.78,E9,2.58
ACMR,76.29,8.91,E21,0.34
AEVA,23.01,13.55,E21,0.11
AGX,694.72,6.02,E9,2.56
AGYS,88.52,6.19,E9,2.63
AI,10.43,6.39,E9,0.16
AIIO,2.94,38.62,E9,0.14
AKAM,149.32,5.37,E9,2.15
ALGT,84.12,5.28,E9,0.83
ALK,42.82,4.14,E9,0.51
ALTO,5.43,6.93,E9,0.81
AMAT,453.01,4.55,E9,1.25
AMC,1.79,9.09,E9,0.71
AMD,466.38,5.8,E21,0.52
AMPG,5.18,17.58,E9,2.81
AMPL,7.66,6.57,E9,0.2
AMPX,19.69,9.84,E21,1.47
AMR,202.38,6.3,E9,1.38
APP,557.2,6.87,E9,1.14
APPF,166.94,4.79,E9,0.41
APPN,24.73,6.61,E9,2.54
APTV,68.6,4.67,E9,0.56
ASAN,7.84,7.74,E9,1.54
ASPI,6.71,10.18,E21,1.03
ASTH,37.99,4.25,E9,0.71
ATEX,66.64,6.21,E9,2.17
ATI,177.47,4.15,E9,1.52
ATKR,80.61,4.14,E9,1.38
ATRO,84.72,5.81,E9,0.11
AVBP,30.35,6.2,E9,1.39
AVPT,10.74,4.76,E9,0.12
AVTR,9.16,4.45,E9,2.3
AZTA,22.69,5.55,E9,1.64
BB,9.41,8.97,E9,1.49
BBAR,17.5,6.02,E9,0.1
BBBY,5.84,6.81,E21,1.91
BFLY,4.57,6.9,E9,0.59
BHVN,10.8,8.23,E9,1.54
BIRK,42.34,5.63,E9,0.1
BLBD,69.68,4.35,E9,0.83
BLFS,26.65,5.46,E9,2.4
BLLN,97.19,9.39,E9,1.57
BMA,84.94,4.94,E9,0.1
BOOT,167.6,5.41,E9,0.6
BOX,26.68,4.05,E9,0.27
BRKR,56.39,5.37,E9,1.13
BROS,55.52,4.52,E9,0.68
BRUN,29.14,19.06,E21,1.73
BTDR,17.47,10.23,E9,1.37
BTU,28.1,5.46,E9,1.07
BURL,317.05,4.31,E9,0.4
BWA,72.63,4.44,E9,0.6
BZH,25.96,4.66,E9,1.98
CADL,8.51,7.86,E9,0.12
CART,41.26,4.47,E9,1.02
CBRL,33.54,5.09,E9,0.75
CBZ,33.93,4.7,E9,2.88
CCCC,3.85,10.43,E9,2.55
CDNA,22.25,4.84,E9,0.23
CDW,133.04,4.43,E9,2.77
CEVA,43.58,7.89,E9,2.56
CLBT,13.81,5.92,E9,0.45
CLF,13.53,5.69,E9,0.87
CLMT,35.17,4.1,E9,1.15
