Ticker,Type
AAON,Pullback
ABCL,Pullback & Big Move
ACLS,Pullback
ACMR,Big Move
AEHR,Big Move
AFRM,Pullback
AGL,Pullback
AIRJ,Pullback
ALGN,Pullback
ALMU,Pullback & Big Move
ALOT,Big Move
ALOY,Big Move
ANET,Pullback
ANF,Pullback
ARM,Big Move
ARTV,Big Move
ARWR,Big Move
ASPI,Pullback
ATI,Pullback
ATRO,Big Move
AVTX,Big Move
BAP,Big Move
BBY,Pullback
BCRX,Pullback
BHVN,Big Move
BIRD,Big Move
BIRK,Pullback
BLMN,Pullback
BLTE,Big Move
BOBS,Pullback
BOOT,Pullback
BRAI,Big Move
BRC,Pullback
BTGO,Big Move
BTQ,Big Move
BULL,Big Move
BVN,Pullback
CAI,Pullback
CAPR,Big Move
CART,Pullback
CAST,Big Move
CDNL,Big Move
CGEM,Big Move
CHH,Pullback
CHPT,Big Move
CHRN,Big Move
CING,Big Move
CLPT,Big Move
CLSK,Pullback
CLYM,Pullback & Big Move
CMPS,Pullback
CORT,Pullback
CRML,Big Move
CUE,Big Move
CVCO,Pullback
CXT,Big Move
DASH,Pullback
DAVE,Pullback
DNLI,Big Move
DSGN,Big Move
DUOL,Pullback
DUOT,Pullback & Big Move
DYN,Big Move
EBS,Big Move
EIKN,Big Move
ELVN,Big Move
ELVR,Pullback
ENS,Pullback
ESTA,Pullback
EVER,Pullback
EVH,Pullback
EWTX,Pullback
EXTR,Pullback
FCX,Pullback
FDMT,Big Move
FTH,Big Move
GCTS,Pullback
GENI,Pullback
GEV,Big Move
GHRS,Big Move
GIL,Big Move
GLXY,Pullback
GO,Pullback
GPK,Pullback
HBM,Pullback
HIVE,Pullback
HOOD,Big Move
HOV,Pullback
HQ,Big Move
HRI,Pullback
HROW,Big Move
ICCM,Big Move
INOD,Pullback
INV,Big Move
JBIO,Big Move
JBLU,Pullback
JHX,Pullback
KLAC,Pullback
KMX,Pullback
KOD,Big Move
KRYS,Big Move
LBRX,Big Move
LESL,Big Move
LZB,Big Move
M,Pullback
MARA,Pullback
MEC,Pullback
MGTX,Big Move
MITK,Pullback
MNTS,Big Move
MP,Big Move
MPLT,Big Move
MUSA,Pullback
NAK,Pullback
NAVN,Pullback & Big Move
NBIS,Big Move
NBN,Pullback
NCLH,Pullback
NEXT,Big Move
NNE,Big Move
NRIX,Pullback
NSP,Big Move
NUAI,Big Move
NWPX,Big Move
OCC,Big Move
OCUL,Big Move
OMDA,Pullback
OPTX,Big Move
PCT,Big Move
PDYN,Big Move
PENN,Pullback
PHAT,Big Move
PHVS,Big Move
PRG,Pullback
PTCT,Big Move
PTRN,Big Move
PZZA,Big Move
QURE,Big Move
RARE,Big Move
RCL,Pullback
RDW,Big Move
REPL,Big Move
RGNX,Big Move
RIOT,Pullback
ROCK,Pullback
RXT,Big Move
RYAN,Pullback
RYTM,Big Move
SCCO,Pullback
SDOT,Big Move
SEI,Big Move
SG,Pullback
SGI,Pullback
SHMD,Big Move
SIMO,Big Move
SION,Big Move
SLS,Pullback
SMG,Pullback
SN,Pullback
SNWV,Big Move
SOFI,Pullback
SPHR,Pullback
SPIR,Big Move
SRPT,Big Move
SRZN,Big Move
STAK,Pullback & Big Move
STGW,Pullback
SVCO,Big Move
SW,Pullback
TBLA,Pullback
TE,Pullback
TEO,Pullback
TEX,Pullback
TGB,Pullback
TREX,Pullback
TSAT,Big Move
TSHA,Big Move
UAL,Pullback
UAMY,Big Move
USAR,Big Move
VAC,Pullback
VATE,Big Move
VCIG,Big Move
VCX,Big Move
VIR,Big Move
VOR,Big Move
VPG,Pullback
VRT,Big Move
VTVT,Big Move
VYX,Pullback
WNC,Big Move
WOLF,Big Move
WSC,Pullback
XPEL,Pullback
XYZ,Pullback
